"","Symbol","P_counts","P_study_names","AdjP_counts","AdjP_study_names","gomez","meaburn","gosch","obermoser","dusek","rusch","larocca","P_value_study_count","AdjP_value_study_count"
"24721","LOC102723553",1,"goschNineHrMain",0,"",0,0,1,0,0,0,0,1,0
"24722","HIST1H2AJ",1,"goschNineHrMain",0,"",0,0,1,0,0,0,0,1,0
"24723","MIR3960",2,"goschFifteenHrMain goschNineHrMain",0,"",0,0,2,0,0,0,0,1,0
"24724","LINC00266",0,"",0,"",0,0,0,0,0,0,0,0,0
"24725","HMHA1",0,"",0,"",0,0,0,0,0,0,0,0,0
"24726","PAPPA-AS1",0,"",0,"",0,0,0,0,0,0,0,0,0
"24727","C7orf13",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,1,1
"24728","MINOS1P1",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"24729","CCDC64",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"24730","RP11-475O6-1",2,"goschFifteenHrMain goschNineHrMain",1,"goschNineHrMain",0,0,2,0,0,0,0,1,1
"24731","MIR103A2",0,"",0,"",0,0,0,0,0,0,0,0,0
"24732","LOC729737",6,"goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,3,3,0,0,0,2,1
"24733","LOC101928042",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"24734","SNORD116-14",1,"goschTwelveHrMain",1,"goschTwelveHrMain",0,0,1,0,0,0,0,1,1
"24735","LOC101927767",2,"goschFifteenHrMain goschTwelveHrMain",0,"",0,0,2,0,0,0,0,1,0
"24736","MIR3613",1,"goschTwentyoneHrMain",0,"",0,0,1,0,0,0,0,1,0
"24737","ERVK13",4,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"24738","LEPREL4",1,"goschFifteenHrMain",0,"",0,0,1,0,0,0,0,1,0
"24739","TRNT",0,"",0,"",0,0,0,0,0,0,0,0,0
"24740","LOC101927053",1,"goschThreeHrMain",0,"",0,0,1,0,0,0,0,1,0
"24741","NBPF25P",0,"",0,"",0,0,0,0,0,0,0,0,0
"24742","LOC102724897",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"24743","WAPAL",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"24744","CCDC183-AS1",4,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"24745","C4orf21",2,"goschNineHrMain goschSixHrMain",1,"goschSixHrMain",0,0,2,0,0,0,0,1,1
"24746","LOC100653515",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"24747","LRRC16A",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"24748","SNORD59A",0,"",0,"",0,0,0,0,0,0,0,0,0
"24749","LOC102724759",1,"goschNineHrMain",0,"",0,0,1,0,0,0,0,1,0
"24750","LOC100506634",5,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,5,0,0,0,0,1,1
"24751","RPL19P12",0,"",0,"",0,0,0,0,0,0,0,0,0
"24752","ACCSL",0,"",0,"",0,0,0,0,0,0,0,0,0
"24753","FTO-IT1",0,"",0,"",0,0,0,0,0,0,0,0,0
"24754","AC007551",2,"goschFifteenHrMain goschTwelveHrMain",1,"goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"24755","FLJ38717",1,"goschTwelveHrMain",0,"",0,0,1,0,0,0,0,1,0
"24756","CCDC144NL",2,"goschThreeHrMain goschTwentyoneHrMain",0,"",0,0,2,0,0,0,0,1,0
"24757","FAM195A",2,"goschNineHrMain goschTwelveHrMain",1,"goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"24758","LOC102723872",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"24759","MIR3177",0,"",0,"",0,0,0,0,0,0,0,0,0
"24760","SNORD63",2,"goschFifteenHrMain goschSixHrMain",0,"",0,0,2,0,0,0,0,1,0
"24761","RP11-266K4",1,"goschFifteenHrMain",0,"",0,0,1,0,0,0,0,1,0
"24762","HIST2H2AA3",0,"",0,"",0,0,0,0,0,0,0,0,0
"24763","C5orf55",0,"",0,"",0,0,0,0,0,0,0,0,0
"24764","LOC100130458",2,"goschNineHrMain goschSixHrMain",2,"goschNineHrMain goschSixHrMain",0,0,2,0,0,0,0,1,1
"24765","LOC101928762",1,"goschFifteenHrMain",0,"",0,0,1,0,0,0,0,1,0
"24766","SNORD31",5,"goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL",1,"obermoser1BaseVSsevenALL",0,0,3,2,0,0,0,2,1
"24767","SNORA79",0,"",0,"",0,0,0,0,0,0,0,0,0
"24768","RP11-392P7",1,"goschTwentyoneHrMain",0,"",0,0,1,0,0,0,0,1,0
"24769","RNR1",2,"goschNineHrMain goschSixHrMain",0,"",0,0,2,0,0,0,0,1,0
"24770","HS1BP3-IT1",0,"",0,"",0,0,0,0,0,0,0,0,0
"24771","GRK5-IT1",1,"goschSixHrMain",1,"goschSixHrMain",0,0,1,0,0,0,0,1,1
"24772","LOC101928058",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",1,"goschNineHrMain",0,0,3,0,0,0,0,1,1
"24773","AZI1",2,"goschFifteenHrMain goschTwentyoneHrMain",0,"",0,0,2,0,0,0,0,1,0
"24774","PVRL3",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"24775","DKFZP434I0714",5,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,5,0,0,0,0,1,1
"24776","LOC102724864",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",1,"goschNineHrMain",0,0,3,0,0,0,0,1,1
"24777","MIR6753",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"24778","SNORA29",0,"",0,"",0,0,0,0,0,0,0,0,0
"24779","LOC339192",0,"",0,"",0,0,0,0,0,0,0,0,0
"24780","LOC101926918",0,"",0,"",0,0,0,0,0,0,0,0,0
"24781","LOC101927708",2,"goschFifteenHrMain goschNineHrMain",2,"goschFifteenHrMain goschNineHrMain",0,0,2,0,0,0,0,1,1
"24782","ZNF724P",0,"",0,"",0,0,0,0,0,0,0,0,0
"24783","LOC102724318",0,"",0,"",0,0,0,0,0,0,0,0,0
"24784","LOC102724662",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"24785","LOC101927441",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"24786","MIR6842",2,"goschNineHrMain goschTwelveHrMain",0,"",0,0,2,0,0,0,0,1,0
"24787","LOC101929511",0,"",0,"",0,0,0,0,0,0,0,0,0
"24788","SNORD3D",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,1,1
"24789","LINC01061",0,"",0,"",0,0,0,0,0,0,0,0,0
"24790","LOC101930375",2,"goschFifteenHrMain goschSixHrMain",0,"",0,0,2,0,0,0,0,1,0
"24791","SNORA8",3,"goschSixHrMain goschThreeHrMain goschTwentyoneHrMain",0,"",0,0,3,0,0,0,0,1,0
"24792","PP13",1,"goschFifteenHrMain",0,"",0,0,1,0,0,0,0,1,0
"24793","CCDC41-AS1",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,1,0
"24794","LOC101929937",0,"",0,"",0,0,0,0,0,0,0,0,0
"24795","MIR338",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"24796","MIR1273H",1,"goschTwelveHrMain",1,"goschTwelveHrMain",0,0,1,0,0,0,0,1,1
"24797","LOC101927002",1,"goschTwelveHrMain",1,"goschTwelveHrMain",0,0,1,0,0,0,0,1,1
"24798","RP11-1072A3",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",1,"goschNineHrMain",0,0,4,0,0,0,0,1,1
"24799","LOC644086",0,"",0,"",0,0,0,0,0,0,0,0,0
"24800","LOC102724955",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"24801","FAM72B",7,"goschTwelveHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll",2,"obermoser4BaselineVSfifteenAll obermoser4BaselineVStwelveAll",0,0,1,6,0,0,0,2,1
"24802","LOC101927751",1,"goschThreeHrMain",0,"",0,0,1,0,0,0,0,1,0
"24803","LOC730268",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,1,1
"24804","LOC102724387",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"24805","MIR3175",1,"goschFifteenHrMain",0,"",0,0,1,0,0,0,0,1,0
"24806","PADI6",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,1,1
"24807","LOC101928027",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,1,0
"24808","LOC101928044",0,"",0,"",0,0,0,0,0,0,0,0,0
"24809","C17orf59",1,"goschTwentyoneHrMain",0,"",0,0,1,0,0,0,0,1,0
"24810","SNORA16A",1,"goschFifteenHrMain",0,"",0,0,1,0,0,0,0,1,0
"24811","TPI1P2",4,"obermoser2BaselineVSzeroAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll",0,"",0,0,0,4,0,0,0,1,0
"24812","LOC102724476",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",1,"goschNineHrMain",0,0,4,0,0,0,0,1,1
"24813","LOC100507217",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"24814","LOC152225",0,"",0,"",0,0,0,0,0,0,0,0,0
"24815","LOC401320",2,"goschSixHrMain goschTwelveHrMain",1,"goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"24816","MIR7845",6,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschThreeHrMain goschTwelveHrMain goschTwentyoneHrMain",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,0,6,0,0,0,0,1,1
"24817","LOC102723324",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",1,"goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"24818","LOC102724888",1,"goschTwelveHrMain",1,"goschTwelveHrMain",0,0,1,0,0,0,0,1,1
"24819","LOC101929491",1,"goschTwelveHrMain",1,"goschTwelveHrMain",0,0,1,0,0,0,0,1,1
"24820","LOC100996497",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"24821","SNORD56",2,"goschThreeHrMain obermoser2BaselineVSsevenAll",0,"",0,0,1,1,0,0,0,2,0
"24822","X8-Mar",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"24823","AC005264",0,"",0,"",0,0,0,0,0,0,0,0,0
"24824","LOC101927910",2,"goschSixHrMain goschTwentyoneHrMain",0,"",0,0,2,0,0,0,0,1,0
"24825","LOC729222",0,"",0,"",0,0,0,0,0,0,0,0,0
"24826","LOC101929500",1,"goschTwelveHrMain",0,"",0,0,1,0,0,0,0,1,0
"24827","FAM154B",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,1,1
"24828","LOC101929280",0,"",0,"",0,0,0,0,0,0,0,0,0
"24829","GNG10",8,"goschFifteenHrMain goschNineHrMain goschSixHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser3BaselineVSsevenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll",3,"goschFifteenHrMain goschSixHrMain obermoser1BaseVSsevenALL",0,0,3,5,0,0,0,2,2
"24830","MIR4467",0,"",0,"",0,0,0,0,0,0,0,0,0
"24831","WDR78",0,"",0,"",0,0,0,0,0,0,0,0,0
"24832","LOC102724037",0,"",0,"",0,0,0,0,0,0,0,0,0
"24833","MIR378I",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"24834","LOC102724262",1,"goschThreeHrMain",0,"",0,0,1,0,0,0,0,1,0
"24835","X9-Mar",4,"goschNineHrMain goschSixHrMain goschThreeHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"24836","LOC102724708",0,"",0,"",0,0,0,0,0,0,0,0,0
"24837","CCER2",4,"goschNineHrMain goschTwelveHrMain obermoser1BaseVStenALL obermoser3BaselineVStenAll",1,"goschNineHrMain",0,0,2,2,0,0,0,2,1
"24838","LOC101927451",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",1,"goschNineHrMain",0,0,3,0,0,0,0,1,1
"24839","MIR644A",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschFifteenHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"24840","LOC101060038",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"24841","LOC100507554",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,1,0
"24842","TRNAE20",0,"",0,"",0,0,0,0,0,0,0,0,0
"24843","KIAA1652",4,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"24844","AURKAPS1",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,1,0
"24845","SNORA7B",6,"goschTwelveHrMain obermoser3BaselineVSpoint5All obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll",0,"",0,0,1,5,0,0,0,2,0
"24846","LOC101929670",0,"",0,"",0,0,0,0,0,0,0,0,0
"24847","LOC101929796",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,1,0
"24848","CYP2D7P",0,"",0,"",0,0,0,0,0,0,0,0,0
"24849","LOC102723975",0,"",0,"",0,0,0,0,0,0,0,0,0
"24850","MIR3916",0,"",0,"",0,0,0,0,0,0,0,0,0
"24851","RP11-290F20",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"24852","SNORD43",0,"",0,"",0,0,0,0,0,0,0,0,0
"24853","KIAA0226L",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"24854","SLC26A5",0,"",0,"",0,0,0,0,0,0,0,0,0
"24855","LOC400685",4,"goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"24856","C10orf118",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"24857","LOC102467147",0,"",0,"",0,0,0,0,0,0,0,0,0
"24858","LOC101928527",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"24859","LOC100505622",2,"goschNineHrMain goschSixHrMain",1,"goschNineHrMain",0,0,2,0,0,0,0,1,1
"24860","TMEM133",0,"",0,"",0,0,0,0,0,0,0,0,0
"24861","LOC101928383",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschSixHrMain",0,0,3,0,0,0,0,1,1
"24862","LINC00843",1,"goschThreeHrMain",0,"",0,0,1,0,0,0,0,1,0
"24863","C21orf128",0,"",0,"",0,0,0,0,0,0,0,0,0
"24864","LOC102723564",2,"goschNineHrMain goschTwelveHrMain",1,"goschNineHrMain",0,0,2,0,0,0,0,1,1
"24865","MIR101",1,"goschFifteenHrMain",0,"",0,0,1,0,0,0,0,1,0
"24866","HIST1H4K",1,"goschTwelveHrMain",1,"goschTwelveHrMain",0,0,1,0,0,0,0,1,1
"24867","LOC100996246",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"24868","LOC102724618",2,"goschFifteenHrMain goschNineHrMain",1,"goschNineHrMain",0,0,2,0,0,0,0,1,1
"24869","CLEC18B",0,"",0,"",0,0,0,0,0,0,0,0,0
"24870","SNORA52",0,"",0,"",0,0,0,0,0,0,0,0,0
"24871","MGC57346",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"24872","SCARNA21",0,"",0,"",0,0,0,0,0,0,0,0,0
"24873","LOC158960",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,1,1
"24874","SNORA5C",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,1,0
"24875","PTENP1-AS",0,"",0,"",0,0,0,0,0,0,0,0,0
"24876","LOC102724296",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"24877","C17orf66",0,"",0,"",0,0,0,0,0,0,0,0,0
"24878","SNORD99",0,"",0,"",0,0,0,0,0,0,0,0,0
"24879","LOC102723816",1,"goschThreeHrMain",0,"",0,0,1,0,0,0,0,1,0
"24880","LOC115110",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,1,0
"24881","LOC102723694",1,"goschNineHrMain",0,"",0,0,1,0,0,0,0,1,0
"24882","LOC102723870",0,"",0,"",0,0,0,0,0,0,0,0,0
"24883","RP11-119F19",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,1,0
"24884","KIAA0125",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"24885","LOC100133315",2,"goschNineHrMain goschTwelveHrMain",1,"goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"24886","LOC101928346",0,"",0,"",0,0,0,0,0,0,0,0,0
"24887","LOC100505501",1,"goschFifteenHrMain",1,"goschFifteenHrMain",0,0,1,0,0,0,0,1,1
"24888","MIR3978",2,"goschSixHrMain goschTwelveHrMain",1,"goschSixHrMain",0,0,2,0,0,0,0,1,1
"24889","LOC102724517",0,"",0,"",0,0,0,0,0,0,0,0,0
"24890","TMEM236",2,"obermoser3BaselineVSoneAll obermoser4BaselineVSfifteenAll",0,"",0,0,0,2,0,0,0,1,0
"24891","LOC101927902",0,"",0,"",0,0,0,0,0,0,0,0,0
"24892","LOC101928186",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"24893","LOC728752",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"24894","OSGEPL1-AS1",1,"goschTwentyoneHrMain",0,"",0,0,1,0,0,0,0,1,0
"24895","LOC101927705",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"24896","C12orf55",2,"goschFifteenHrMain goschTwelveHrMain",2,"goschFifteenHrMain goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"24897","MIR6731",0,"",0,"",0,0,0,0,0,0,0,0,0
"24898","PWARSN",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"24899","MIR140",2,"goschFifteenHrMain goschTwelveHrMain",0,"",0,0,2,0,0,0,0,1,0
"24900","TRAPPC2P1",0,"",0,"",0,0,0,0,0,0,0,0,0
"24901","LOC100288175",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"24902","LOC100505771",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"24903","LOC101929986",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"24904","RP11-166O4",0,"",0,"",0,0,0,0,0,0,0,0,0
"24905","LOC100505650",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,1,0
"24906","LOC100507373",1,"goschTwentyoneHrMain",0,"",0,0,1,0,0,0,0,1,0
"24907","MIR186",0,"",0,"",0,0,0,0,0,0,0,0,0
"24908","LOC101929133",0,"",0,"",0,0,0,0,0,0,0,0,0
"24909","LOC101927929",0,"",0,"",0,0,0,0,0,0,0,0,0
"24910","MIR3139",2,"goschNineHrMain goschSixHrMain",0,"",0,0,2,0,0,0,0,1,0
"24911","FLJ10038",6,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain larocca",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,0,5,0,0,0,1,2,1
"24912","LINC00883",0,"",0,"",0,0,0,0,0,0,0,0,0
"24913","LOC728554",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"24914","LOC101929732",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"24915","LOC102723332",1,"goschThreeHrMain",0,"",0,0,1,0,0,0,0,1,0
"24916","LOC101927777",1,"goschTwelveHrMain",0,"",0,0,1,0,0,0,0,1,0
"24917","SNORD45B",2,"goschFifteenHrMain goschNineHrMain",1,"goschNineHrMain",0,0,2,0,0,0,0,1,1
"24918","LOC102723954",2,"goschNineHrMain goschTwelveHrMain",0,"",0,0,2,0,0,0,0,1,0
"24919","C9orf135",0,"",0,"",0,0,0,0,0,0,0,0,0
"24920","MIR4434",0,"",0,"",0,0,0,0,0,0,0,0,0
"24921","LOC101928641",0,"",0,"",0,0,0,0,0,0,0,0,0
"24922","SNORA71D",2,"goschFifteenHrMain goschThreeHrMain",0,"",0,0,2,0,0,0,0,1,0
"24923","LINC00338",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"24924","LOC101929220",1,"goschThreeHrMain",0,"",0,0,1,0,0,0,0,1,0
"24925","SLX1A-SULT1A3",1,"obermoser1BaseVSzeroALL",0,"",0,0,0,1,0,0,0,1,0
"24926","USP6NL-IT1",0,"",0,"",0,0,0,0,0,0,0,0,0
"24927","RNR2",0,"",0,"",0,0,0,0,0,0,0,0,0
"24928","LOC101927245",1,"goschFifteenHrMain",0,"",0,0,1,0,0,0,0,1,0
"24929","MIR4655",0,"",0,"",0,0,0,0,0,0,0,0,0
"24930","C22orf26",0,"",0,"",0,0,0,0,0,0,0,0,0
"24931","C9orf172",3,"goschFifteenHrMain goschSixHrMain goschTwelveHrMain",3,"goschFifteenHrMain goschSixHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"24932","LOC100506379",0,"",0,"",0,0,0,0,0,0,0,0,0
"24933","AC074138",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"24934","SNORA75",0,"",0,"",0,0,0,0,0,0,0,0,0
"24935","LOC101060398",3,"goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain",1,"goschNineHrMain",0,0,3,0,0,0,0,1,1
"24936","ZFYVE20",0,"",0,"",0,0,0,0,0,0,0,0,0
"24937","LOC101927063",1,"goschNineHrMain",0,"",0,0,1,0,0,0,0,1,0
"24938","LOC102723354",4,"goschNineHrMain goschThreeHrMain goschTwelveHrMain goschTwentyoneHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"24939","LOC101927372",0,"",0,"",0,0,0,0,0,0,0,0,0
"24940","LOC100507616",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"24941","B3GALTL",1,"goschSixHrMain",1,"goschSixHrMain",0,0,1,0,0,0,0,1,1
"24942","SNORD87",2,"goschNineHrMain goschThreeHrMain",1,"goschNineHrMain",0,0,2,0,0,0,0,1,1
"24943","LEPREL1",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,1,0
"24944","SNORA55",1,"goschThreeHrMain",0,"",0,0,1,0,0,0,0,1,0
"24945","SNORD76",3,"goschFifteenHrMain goschThreeHrMain goschTwelveHrMain",1,"goschFifteenHrMain",0,0,3,0,0,0,0,1,1
"24946","RRP7B",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"24947","LOC102723373",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"24948","LOC644936",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"24949","LOC102723643",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,1,1
