"","Symbol","P_counts","P_study_names","AdjP_counts","AdjP_study_names","gomez","meaburn","gosch","obermoser","dusek","rusch","larocca","P_value_study_count","AdjP_value_study_count"
"24950","CCDC64B",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"24951","FAM35DP",3,"goschFifteenHrMain goschSixHrMain goschThreeHrMain",1,"goschFifteenHrMain",0,0,3,0,0,0,0,1,1
"24952","LOC101929264",0,"",0,"",0,0,0,0,0,0,0,0,0
"24953","LOC102723619",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,1,0
"24954","LOC101927070",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"24955","LOC101929354",2,"goschNineHrMain goschTwelveHrMain",1,"goschNineHrMain",0,0,2,0,0,0,0,1,1
"24956","LOC100506734",0,"",0,"",0,0,0,0,0,0,0,0,0
"24957","CCRN4L",0,"",0,"",0,0,0,0,0,0,0,0,0
"24958","RP11-445H22",0,"",0,"",0,0,0,0,0,0,0,0,0
"24959","FLJ20464",1,"goschTwelveHrMain",1,"goschTwelveHrMain",0,0,1,0,0,0,0,1,1
"24960","TMEM56-RWDD3",2,"goschFifteenHrMain goschNineHrMain",2,"goschFifteenHrMain goschNineHrMain",0,0,2,0,0,0,0,1,1
"24961","MIR106B",0,"",0,"",0,0,0,0,0,0,0,0,0
"24962","LOC101928706",0,"",0,"",0,0,0,0,0,0,0,0,0
"24963","LOC100288152",2,"goschFifteenHrMain goschTwelveHrMain",1,"goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"24964","LOC101928707",0,"",0,"",0,0,0,0,0,0,0,0,0
"24965","KGFLP2",0,"",0,"",0,0,0,0,0,0,0,0,0
"24966","LOC728763",0,"",0,"",0,0,0,0,0,0,0,0,0
"24967","LOC102723663",0,"",0,"",0,0,0,0,0,0,0,0,0
"24968","SNORD78",1,"goschFifteenHrMain",0,"",0,0,1,0,0,0,0,1,0
"24969","LOC102723878",0,"",0,"",0,0,0,0,0,0,0,0,0
"24970","LOC102723327",0,"",0,"",0,0,0,0,0,0,0,0,0
"24971","LOC102724808",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"24972","SNORD11",0,"",0,"",0,0,0,0,0,0,0,0,0
"24973","LOC101928824",0,"",0,"",0,0,0,0,0,0,0,0,0
"24974","LOC100506746",0,"",0,"",0,0,0,0,0,0,0,0,0
"24975","TMEM194A",2,"goschNineHrMain goschTwelveHrMain",1,"goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"24976","LOC102724142",0,"",0,"",0,0,0,0,0,0,0,0,0
"24977","LOC101927559",0,"",0,"",0,0,0,0,0,0,0,0,0
"24978","SNORA67",0,"",0,"",0,0,0,0,0,0,0,0,0
"24979","C11orf82",0,"",0,"",0,0,0,0,0,0,0,0,0
"24980","C2orf27A",0,"",0,"",0,0,0,0,0,0,0,0,0
"24981","LOC102723437",3,"goschNineHrMain goschSixHrMain goschThreeHrMain",0,"",0,0,3,0,0,0,0,1,0
"24982","LOC100128164",2,"goschFifteenHrMain goschNineHrMain",2,"goschFifteenHrMain goschNineHrMain",0,0,2,0,0,0,0,1,1
"24983","KIAA1279",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"24984","MIR320E",0,"",0,"",0,0,0,0,0,0,0,0,0
"24985","LOC100996668",3,"goschFifteenHrMain goschSixHrMain goschTwentyoneHrMain",1,"goschFifteenHrMain",0,0,3,0,0,0,0,1,1
"24986","MEF2BNB",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"24987","C5orf20",0,"",0,"",0,0,0,0,0,0,0,0,0
"24988","LOC102724440",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"24989","CTB-118N6",1,"goschNineHrMain",0,"",0,0,1,0,0,0,0,1,0
"24990","SNORD19B",1,"goschTwentyoneHrMain",0,"",0,0,1,0,0,0,0,1,0
"24991","PCDHGA12",0,"",0,"",0,0,0,0,0,0,0,0,0
"24992","LOC102723997",2,"goschFifteenHrMain goschTwelveHrMain",1,"goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"24993","LOC101928560",0,"",0,"",0,0,0,0,0,0,0,0,0
"24994","LOC102724811",0,"",0,"",0,0,0,0,0,0,0,0,0
"24995","SEPT7P9",0,"",0,"",0,0,0,0,0,0,0,0,0
"24996","LOC101928037",0,"",0,"",0,0,0,0,0,0,0,0,0
"24997","LOC102724017",1,"goschTwelveHrMain",0,"",0,0,1,0,0,0,0,1,0
"24998","UBE2Q2P3",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,1,1
"24999","LOC729609",5,"obermoser1BaseVSsevenALL obermoser1BaseVSzeroALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVStwelveAll",2,"obermoser4BaselineVSnineAll obermoser4BaselineVStwelveAll",0,0,0,5,0,0,0,1,1
"25000","LOC646626",0,"",0,"",0,0,0,0,0,0,0,0,0
"25001","FAM73A",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"25002","LOC102723926",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"25003","LOC102724596",0,"",0,"",0,0,0,0,0,0,0,0,0
"25004","LOC101928676",1,"goschTwelveHrMain",0,"",0,0,1,0,0,0,0,1,0
"25005","ZEB2-AS1",1,"goschTwentyoneHrMain",0,"",0,0,1,0,0,0,0,1,0
"25006","LOC102724279",0,"",0,"",0,0,0,0,0,0,0,0,0
"25007","C16orf80",1,"goschNineHrMain",0,"",0,0,1,0,0,0,0,1,0
"25008","LOC102723894",0,"",0,"",0,0,0,0,0,0,0,0,0
"25009","LOC102723580",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"25010","MIR6883",2,"goschSixHrMain goschTwentyoneHrMain",1,"goschSixHrMain",0,0,2,0,0,0,0,1,1
"25011","LOC101930307",1,"goschTwelveHrMain",0,"",0,0,1,0,0,0,0,1,0
"25012","LOC283693",1,"goschThreeHrMain",0,"",0,0,1,0,0,0,0,1,0
"25013","LOC100996273",0,"",0,"",0,0,0,0,0,0,0,0,0
"25014","MRPL53",7,"goschFifteenHrMain obermoser3BaselineVSthreeAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll",2,"obermoser4BaselineVSfifteenAll obermoser4BaselineVStwelveAll",0,0,1,6,0,0,0,2,1
"25015","HDHD1",3,"goschFifteenHrMain goschNineHrMain goschSixHrMain",0,"",0,0,3,0,0,0,0,1,0
"25016","LOC101929618",1,"goschNineHrMain",0,"",0,0,1,0,0,0,0,1,0
"25017","LOC101928699",2,"goschSixHrMain goschThreeHrMain",0,"",0,0,2,0,0,0,0,1,0
"25018","LOC100130899",0,"",0,"",0,0,0,0,0,0,0,0,0
"25019","LOC102724767",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"25020","MIR4644",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,1,0
"25021","LOC102723410",1,"goschNineHrMain",0,"",0,0,1,0,0,0,0,1,0
"25022","PCNXL2",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"25023","SNORD24",0,"",0,"",0,0,0,0,0,0,0,0,0
"25024","LOC283028",1,"goschFifteenHrMain",0,"",0,0,1,0,0,0,0,1,0
"25025","RP11-806H10",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,1,1
"25026","LOC148413",6,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschThreeHrMain goschTwelveHrMain goschTwentyoneHrMain",2,"goschFifteenHrMain goschSixHrMain",0,0,6,0,0,0,0,1,1
"25027","LOC100505761",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"25028","LOC100130938",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschFifteenHrMain goschNineHrMain",0,0,4,0,0,0,0,1,1
"25029","SNORD12B",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"25030","LOC101927579",1,"goschNineHrMain",0,"",0,0,1,0,0,0,0,1,0
"25031","LOC100129215",1,"goschThreeHrMain",0,"",0,0,1,0,0,0,0,1,0
"25032","LOC100129722",5,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,5,0,0,0,0,1,1
"25033","FAM72A",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,1,0
"25034","LOC102724069",0,"",0,"",0,0,0,0,0,0,0,0,0
"25035","PKD1L3",5,"goschNineHrMain goschSixHrMain obermoser3BaselineVSzeroAll obermoser4BaselineVSone obermoser4BaselineVStwentyFourAll",1,"goschNineHrMain",0,0,2,3,0,0,0,2,1
"25036","SCARNA9L",0,"",0,"",0,0,0,0,0,0,0,0,0
"25037","LOC102724280",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"25038","SIGLEC12",9,"goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser1BaseVSfourteenALL obermoser1BaseVSthreeALL obermoser3BaselineVSsevenAll obermoser3BaselineVStenAll obermoser3BaselineVSthreeAll obermoser3BaselineVStwentyEightAll",2,"goschNineHrMain goschTwelveHrMain",0,0,3,6,0,0,0,2,1
"25039","SOGA3",0,"",0,"",0,0,0,0,0,0,0,0,0
"25040","LOC100127974",0,"",0,"",0,0,0,0,0,0,0,0,0
"25041","C1orf172",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"25042","LOC613037",0,"",0,"",0,0,0,0,0,0,0,0,0
"25043","LOC100129917",3,"goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"25044","TRNL1",1,"goschTwelveHrMain",1,"goschTwelveHrMain",0,0,1,0,0,0,0,1,1
"25045","LOC100507103",1,"goschSixHrMain",1,"goschSixHrMain",0,0,1,0,0,0,0,1,1
"25046","LOC100131289",2,"goschNineHrMain goschTwelveHrMain",1,"goschNineHrMain",0,0,2,0,0,0,0,1,1
"25047","FAM203A",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"25048","LOC101927181",1,"goschSixHrMain",1,"goschSixHrMain",0,0,1,0,0,0,0,1,1
"25049","MIR4632",0,"",0,"",0,0,0,0,0,0,0,0,0
"25050","LOC102724369",3,"goschFifteenHrMain goschNineHrMain goschSixHrMain",1,"goschNineHrMain",0,0,3,0,0,0,0,1,1
"25051","RPS6KA2-IT1",2,"goschNineHrMain goschTwentyoneHrMain",1,"goschNineHrMain",0,0,2,0,0,0,0,1,1
"25052","RNMTL1",1,"goschTwelveHrMain",1,"goschTwelveHrMain",0,0,1,0,0,0,0,1,1
"25053","LOC613038",0,"",0,"",0,0,0,0,0,0,0,0,0
"25054","HIATL1",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"25055","RP11-317J10",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",1,"goschNineHrMain",0,0,3,0,0,0,0,1,1
"25056","RP11-293M10",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"25057","LOC101929866",0,"",0,"",0,0,0,0,0,0,0,0,0
"25058","DKFZp667F0711",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"25059","FLJ31306",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,1,0
"25060","LOC101926887",1,"goschTwelveHrMain",0,"",0,0,1,0,0,0,0,1,0
"25061","LOC102724307",0,"",0,"",0,0,0,0,0,0,0,0,0
"25062","LOC101929346",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"25063","FLJ46552",1,"goschNineHrMain",0,"",0,0,1,0,0,0,0,1,0
"25064","PPAP2C",0,"",0,"",0,0,0,0,0,0,0,0,0
"25065","HIST1H4D",0,"",0,"",0,0,0,0,0,0,0,0,0
"25066","SNORD58A",0,"",0,"",0,0,0,0,0,0,0,0,0
"25067","C12orf39",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,1,1
"25068","SNORA45",0,"",0,"",0,0,0,0,0,0,0,0,0
"25069","ATP5L2",2,"goschFifteenHrMain goschTwelveHrMain",2,"goschFifteenHrMain goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"25070","SNORA1",0,"",0,"",0,0,0,0,0,0,0,0,0
"25071","GPR124",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,1,1
"25072","MTERFD2",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"25073","LOC100128398",0,"",0,"",0,0,0,0,0,0,0,0,0
"25074","MIR98",0,"",0,"",0,0,0,0,0,0,0,0,0
"25075","LINC00984",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"25076","DDX11L9",0,"",0,"",0,0,0,0,0,0,0,0,0
"25077","LOC646976",0,"",0,"",0,0,0,0,0,0,0,0,0
"25078","C21orf15",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,1,0
"25079","AKR1CL1",0,"",0,"",0,0,0,0,0,0,0,0,0
"25080","RABL5",2,"goschSixHrMain goschTwelveHrMain",1,"goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"25081","LOC100272216",0,"",0,"",0,0,0,0,0,0,0,0,0
"25082","MIR6774",0,"",0,"",0,0,0,0,0,0,0,0,0
"25083","MIR6075",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,1,0
"25084","C9orf37",5,"goschNineHrMain goschSixHrMain goschThreeHrMain goschTwelveHrMain goschTwentyoneHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,5,0,0,0,0,1,1
"25085","HIST1H3C",0,"",0,"",0,0,0,0,0,0,0,0,0
"25086","LOC101929005",0,"",0,"",0,0,0,0,0,0,0,0,0
"25087","LOC102724060",2,"goschSixHrMain goschTwelveHrMain",1,"goschSixHrMain",0,0,2,0,0,0,0,1,1
"25088","HIST1H2AI",0,"",0,"",0,0,0,0,0,0,0,0,0
"25089","KIAA0195",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"25090","KIAA1804",0,"",0,"",0,0,0,0,0,0,0,0,0
"25091","LOC102723761",0,"",0,"",0,0,0,0,0,0,0,0,0
"25092","MIR4482",0,"",0,"",0,0,0,0,0,0,0,0,0
"25093","LOC100288102",0,"",0,"",0,0,0,0,0,0,0,0,0
"25094","SNORD71",0,"",0,"",0,0,0,0,0,0,0,0,0
"25095","SNORD18C",0,"",0,"",0,0,0,0,0,0,0,0,0
"25096","LOC101929887",0,"",0,"",0,0,0,0,0,0,0,0,0
"25097","LOC441528",0,"",0,"",0,0,0,0,0,0,0,0,0
"25098","LOC101928349",2,"goschFifteenHrMain goschTwelveHrMain",0,"",0,0,2,0,0,0,0,1,0
"25099","ADCK4",0,"",0,"",0,0,0,0,0,0,0,0,0
"25100","LOC101930644",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"25101","LOC101929587",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,1,1
"25102","LOC102723337",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"25103","PCDHGB3",1,"goschTwelveHrMain",0,"",0,0,1,0,0,0,0,1,0
"25104","SNORA25",6,"goschFifteenHrMain obermoser2BaselineVSsevenAll obermoser3BaselineVStenAll obermoser3BaselineVStwentyEightAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll",0,"",0,0,1,5,0,0,0,2,0
"25105","SNORA58",4,"goschSixHrMain goschThreeHrMain goschTwelveHrMain goschTwentyoneHrMain",0,"",0,0,4,0,0,0,0,1,0
"25106","LOC101928077",2,"goschNineHrMain goschSixHrMain",2,"goschNineHrMain goschSixHrMain",0,0,2,0,0,0,0,1,1
"25107","MIR1207",1,"goschTwelveHrMain",1,"goschTwelveHrMain",0,0,1,0,0,0,0,1,1
"25108","LOC101929447",2,"goschNineHrMain goschSixHrMain",2,"goschNineHrMain goschSixHrMain",0,0,2,0,0,0,0,1,1
"25109","ISPD",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"25110","HCG17",0,"",0,"",0,0,0,0,0,0,0,0,0
"25111","EPN2-IT1",0,"",0,"",0,0,0,0,0,0,0,0,0
"25112","PRR24",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"25113","X4-Sep",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"25114","MIR423",0,"",0,"",0,0,0,0,0,0,0,0,0
"25115","LOC101927060",4,"goschFifteenHrMain goschNineHrMain goschThreeHrMain goschTwelveHrMain",1,"goschNineHrMain",0,0,4,0,0,0,0,1,1
"25116","MIR933",1,"goschTwelveHrMain",1,"goschTwelveHrMain",0,0,1,0,0,0,0,1,1
"25117","DDX11L1",1,"goschTwelveHrMain",0,"",0,0,1,0,0,0,0,1,0
"25118","SNORA50",0,"",0,"",0,0,0,0,0,0,0,0,0
"25119","HCG8",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,1,1
"25120","LINC00202",0,"",0,"",0,0,0,0,0,0,0,0,0
"25121","LOC101928576",1,"goschTwentyoneHrMain",0,"",0,0,1,0,0,0,0,1,0
"25122","TRNH",0,"",0,"",0,0,0,0,0,0,0,0,0
"25123","LOC283887",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,1,1
"25124","SNORD95",1,"goschTwelveHrMain",0,"",0,0,1,0,0,0,0,1,0
"25125","MIR7",2,"goschNineHrMain goschThreeHrMain",0,"",0,0,2,0,0,0,0,1,0
"25126","LOC101927226",3,"goschFifteenHrMain goschSixHrMain goschTwelveHrMain",2,"goschSixHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"25127","LOC102723811",2,"goschFifteenHrMain goschThreeHrMain",0,"",0,0,2,0,0,0,0,1,0
"25128","BRE-AS1",0,"",0,"",0,0,0,0,0,0,0,0,0
"25129","AHCTF1P1",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"25130","AC007880",2,"goschNineHrMain goschSixHrMain",1,"goschNineHrMain",0,0,2,0,0,0,0,1,1
"25131","LOC100289511",0,"",0,"",0,0,0,0,0,0,0,0,0
"25132","HCCAT4",1,"goschFifteenHrMain",0,"",0,0,1,0,0,0,0,1,0
"25133","LOC101927613",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,1,1
"25134","MIR6840",0,"",0,"",0,0,0,0,0,0,0,0,0
"25135","MRP63",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"25136","HIST1H2BI",0,"",0,"",0,0,0,0,0,0,0,0,0
"25137","LOC101060179",0,"",0,"",0,0,0,0,0,0,0,0,0
"25138","MIR4712",0,"",0,"",0,0,0,0,0,0,0,0,0
"25139","MSH5-SAPCD1",0,"",0,"",0,0,0,0,0,0,0,0,0
"25140","LOC100506100",0,"",0,"",0,0,0,0,0,0,0,0,0
"25141","MIR1262",1,"goschNineHrMain",0,"",0,0,1,0,0,0,0,1,0
"25142","C17orf103",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"25143","LOC102723755",0,"",0,"",0,0,0,0,0,0,0,0,0
"25144","LPPR2",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"25145","LOC100133985",0,"",0,"",0,0,0,0,0,0,0,0,0
"25146","MIR25",3,"goschFifteenHrMain goschSixHrMain goschTwelveHrMain",3,"goschFifteenHrMain goschSixHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"25147","LOC93622",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"25148","LOC644794",2,"goschFifteenHrMain goschTwentyoneHrMain",0,"",0,0,2,0,0,0,0,1,0
"25149","C6orf211",1,"goschTwelveHrMain",0,"",0,0,1,0,0,0,0,1,0
"25150","LOC102724501",0,"",0,"",0,0,0,0,0,0,0,0,0
"25151","SNORD45C",0,"",0,"",0,0,0,0,0,0,0,0,0
"25152","LOC100130093",4,"goschNineHrMain goschSixHrMain goschThreeHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"25153","ACN9",0,"",0,"",0,0,0,0,0,0,0,0,0
"25154","LOC101929145",3,"goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"25155","LOC101929792",1,"goschTwelveHrMain",1,"goschTwelveHrMain",0,0,1,0,0,0,0,1,1
"25156","LOC257396",3,"goschNineHrMain goschSixHrMain larocca",1,"goschNineHrMain",0,0,2,0,0,0,1,2,1
"25157","SOGA2",0,"",0,"",0,0,0,0,0,0,0,0,0
"25158","LOC100287896",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"25159","QTRTD1",2,"goschFifteenHrMain goschNineHrMain",1,"goschNineHrMain",0,0,2,0,0,0,0,1,1
"25160","LOC102723390",0,"",0,"",0,0,0,0,0,0,0,0,0
"25161","LOC101927054",0,"",0,"",0,0,0,0,0,0,0,0,0
"25162","LOC102723695",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschSixHrMain",0,0,3,0,0,0,0,1,1
"25163","LOC101929112",1,"goschFifteenHrMain",0,"",0,0,1,0,0,0,0,1,0
"25164","MIR29B1",0,"",0,"",0,0,0,0,0,0,0,0,0
"25165","LOC101928870",1,"goschTwelveHrMain",1,"goschTwelveHrMain",0,0,1,0,0,0,0,1,1
"25166","HIST1H2AM",0,"",0,"",0,0,0,0,0,0,0,0,0
"25167","SNORA53",0,"",0,"",0,0,0,0,0,0,0,0,0
"25168","MIR29B2",2,"goschNineHrMain goschTwelveHrMain",1,"goschNineHrMain",0,0,2,0,0,0,0,1,1
"25169","LOC101928876",0,"",0,"",0,0,0,0,0,0,0,0,0
"25170","C4orf29",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,1,1
"25171","LOC100506538",4,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain",1,"goschNineHrMain",0,0,4,0,0,0,0,1,1
"25172","FAM71F2",0,"",0,"",0,0,0,0,0,0,0,0,0
"25173","PMS2L2",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,1,0
"25174","ERO1L",1,"goschNineHrMain",0,"",0,0,1,0,0,0,0,1,0
"25175","PCNXL3",0,"",0,"",0,0,0,0,0,0,0,0,0
"25176","LOC101927522",1,"goschNineHrMain",0,"",0,0,1,0,0,0,0,1,0
"25177","LOC284454",3,"goschNineHrMain goschTwelveHrMain larocca",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,1,2,1
"25178","C1orf85",0,"",0,"",0,0,0,0,0,0,0,0,0
"25179","LOC101927752",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"25180","LOC101929704",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,1,1
"25181","LOC100287497",2,"goschNineHrMain goschTwelveHrMain",1,"goschNineHrMain",0,0,2,0,0,0,0,1,1
"25182","NDUFAF4P1",0,"",0,"",0,0,0,0,0,0,0,0,0
"25183","LOC101928965",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"25184","LOC102724064",0,"",0,"",0,0,0,0,0,0,0,0,0
"25185","SNORD5",0,"",0,"",0,0,0,0,0,0,0,0,0
"25186","X8-Sep",5,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,5,0,0,0,0,1,1
"25187","LOC102723897",1,"goschTwelveHrMain",1,"goschTwelveHrMain",0,0,1,0,0,0,0,1,1
"25188","LOC101060212",0,"",0,"",0,0,0,0,0,0,0,0,0
"25189","LOC102724192",2,"goschNineHrMain goschTwelveHrMain",1,"goschNineHrMain",0,0,2,0,0,0,0,1,1
"25190","ZNF259",3,"goschFifteenHrMain goschNineHrMain goschTwentyoneHrMain",1,"goschNineHrMain",0,0,3,0,0,0,0,1,1
"25191","LOC100129550",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",1,"goschNineHrMain",0,0,3,0,0,0,0,1,1
"25192","MIR6504",0,"",0,"",0,0,0,0,0,0,0,0,0
"25193","LOC100507747",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"25194","SMEK2",4,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,4,0,0,0,0,1,1
"25195","PLGLB1",1,"larocca",0,"",0,0,0,0,0,0,1,1,0
"25196","TTC18",0,"",0,"",0,0,0,0,0,0,0,0,0
"25197","LOC102724883",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,1,1
"25198","MIR26B",0,"",0,"",0,0,0,0,0,0,0,0,0
"25199","USP32P1",0,"",0,"",0,0,0,0,0,0,0,0,0
