"","Symbol","P_counts","P_study_names","AdjP_counts","AdjP_study_names","gomez","meaburn","gosch","obermoser","dusek","rusch","larocca","karlovich","P_value_study_count","AdjP_value_study_count"
"128","SBSPON",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"129","PIK3CD-AS1",4,"gomez obermoser1BaseVSsevenALL obermoser1BaseVStwentyEightALL obermoser4BaselineVStwelveAll",0,"",1,0,0,3,0,0,0,0,2,0
"130","LNPK",14,"gomez meaburn2 obermoser1BaseVSsevenALL obermoser1BaseVStwentyEightALL obermoser1BaseVStwentyOneALL obermoser3BaselineVSpoint5All obermoser4BaselineVSfifteenAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll obermoser4BaselineVSzeroAll rusch",1,"obermoser1BaseVSsevenALL",1,1,0,11,0,1,0,0,4,1
"131","GSTCD",11,"gomez goschNineHrMain goschTwelveHrMain obermoser2BaselineVSsevenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll rusch",2,"goschNineHrMain goschTwelveHrMain",1,0,2,7,0,1,0,0,4,1
"132","WWOX",6,"gomez goschNineHrMain obermoser1BaseVSsevenALL obermoser2BaselineVSzeroAll obermoser3BaselineVSthreeAll obermoser4BaselineVSfortyEightAll",1,"goschNineHrMain",1,0,1,4,0,0,0,0,3,1
"133","U2AF2",5,"gomez obermoser4BaselineVSfifteenAll obermoser4BaselineVSsixAll obermoser4BaselineVStwelveAll obermoser4BaselineVSzeroAll",1,"obermoser4BaselineVSsixAll",1,0,0,4,0,0,0,0,2,1
"134","HACD3",7,"gomez obermoser1BaseVSoneALL obermoser3BaselineVSthreeAll obermoser3BaselineVStwentyEightAll obermoser4BaselineVSone rusch karlovich2",1,"rusch",1,0,0,4,0,1,0,1,4,2
"135","RP11-644F5-11",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"136","MOCS3",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"137","GCSAML",5,"gomez meaburn1 meaburn2 obermoser1BaseVSoneALL obermoser4BaselineVSfortyEightAll",0,"",1,2,0,2,0,0,0,0,3,0
"138","ZHX3",7,"gomez goschFifteenHrMain goschTwelveHrMain obermoser3BaselineVSoneAll obermoser3BaselineVSpoint5All obermoser3BaselineVSthreeAll obermoser4BaselineVSone",1,"goschTwelveHrMain",1,0,2,4,0,0,0,0,3,1
"139","RP11-17M16",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"140","ZBTB46",5,"gomez goschEighteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",1,0,4,0,0,0,0,0,2,1
"141","ETNK1",15,"gomez obermoser3BaselineVSsevenAll obermoser3BaselineVStenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll obermoser4BaselineVSzeroAll dusek rusch karlovich_28d karlovich2",4,"obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll rusch karlovich2",1,0,0,10,1,1,0,2,5,3
"142","TUFT1",11,"gomez goschEighteenHrMain goschNineHrMain goschTwelveHrMain obermoser2BaselineVSsevenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll",2,"goschNineHrMain goschTwelveHrMain",1,0,3,7,0,0,0,0,3,1
"143","HDAC9",11,"gomez meaburn1 meaburn2 goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthreeAll rusch",4,"meaburn2 goschFifteenHrMain goschNineHrMain goschTwelveHrMain",1,2,4,3,0,1,0,0,5,2
"144","Y_RNA",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"145","ZNF765",3,"gomez rusch karlovich2",2,"rusch karlovich2",1,0,0,0,0,1,0,1,3,2
"146","GAPDHP42",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"147","AKAP7",15,"gomez meaburn2 goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser1BaseVSoneALL obermoser1BaseVSzeroALL obermoser2BaselineVSsevenAll obermoser3BaselineVSpoint5All obermoser3BaselineVStwentyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVStwelveAll",5,"meaburn2 goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",1,1,6,7,0,0,0,0,4,2
"148","RP11-31F15",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"149","HIST4H4",2,"gomez goschFifteenHrMain",0,"",1,0,1,0,0,0,0,0,2,0
"150","MAN1A2",3,"gomez meaburn2 rusch",0,"",1,1,0,0,0,1,0,0,3,0
"151","SV2A",4,"gomez goschNineHrMain goschSixHrMain obermoser1BaseVStwentyEightALL",1,"goschSixHrMain",1,0,2,1,0,0,0,0,3,1
"152","LINC00936",2,"gomez goschThreeHrMain",0,"",1,0,1,0,0,0,0,0,2,0
"153","ZNF563",16,"gomez meaburn1 goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll obermoser4BaselineVSzeroAll",7,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSthirtySixAll",1,1,5,9,0,0,0,0,4,2
"154","NUP43",15,"gomez meaburn2 goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVSthreeALL obermoser1BaseVStwentyEightALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSzeroAll karlovich2",4,"goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll",1,1,4,8,0,0,0,1,5,3
"155","FAM81B",6,"gomez goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",1,0,5,0,0,0,0,0,2,1
"156","RBM18",6,"gomez meaburn2 goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL rusch",3,"goschTwelveHrMain obermoser1BaseVSsevenALL rusch",1,1,1,2,0,1,0,0,5,3
"157","KCNQ5",6,"gomez goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain rusch",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",1,0,4,0,0,1,0,0,3,1
"158","TCAIM",8,"gomez meaburn2 obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser4BaselineVSfortyEightAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwentyFourAll rusch",3,"meaburn2 obermoser1BaseVSsevenALL rusch",1,1,0,5,0,1,0,0,4,3
"159","LENG8",6,"gomez goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",1,0,5,0,0,0,0,0,2,1
"160","RP1-239B22",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"161","CTD-2165H16",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"162","CCNT1",3,"gomez obermoser2BaselineVSsevenAll karlovich2",1,"obermoser2BaselineVSsevenAll",1,0,0,1,0,0,0,1,3,2
"163","NFATC1",13,"gomez goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser1BaseVSthreeALL obermoser1BaseVStwentyEightALL obermoser1BaseVStwentyOneALL obermoser3BaselineVSpoint5All obermoser3BaselineVStenAll obermoser4BaselineVSfifteenAll",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",1,0,5,7,0,0,0,0,3,1
"164","RHOXF1P1",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"165","SLC25A16",15,"gomez meaburn1 goschNineHrMain obermoser1BaseVStenALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll obermoser4BaselineVSzeroAll rusch karlovich_14d",1,"goschNineHrMain",1,1,1,10,0,1,0,1,6,2
"166","RP11-10L12",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"167","CBX7",5,"gomez meaburn1 obermoser4BaselineVSsixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll",0,"",1,1,0,3,0,0,0,0,3,0
"168","RP11-530C5",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"169","GREM2",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"170","SLC2A9",11,"gomez obermoser1BaseVSfourteenALL obermoser1BaseVSsevenALL obermoser1BaseVStenALL obermoser1BaseVStwentyEightALL obermoser1BaseVStwentyOneALL obermoser3BaselineVSpoint5All obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll",1,"obermoser1BaseVSsevenALL",1,0,0,10,0,0,0,0,2,1
"171","WBP2NL",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"172","GLRX3",6,"gomez meaburn1 obermoser1BaseVSsevenALL obermoser1BaseVStwentyOneALL obermoser3BaselineVStwentyEightAll rusch",1,"rusch",1,1,0,3,0,1,0,0,4,1
"173","DOCK9-AS2",5,"gomez goschNineHrMain goschSixHrMain goschTwelveHrMain larocca",2,"goschNineHrMain goschTwelveHrMain",1,0,3,0,0,0,1,0,3,1
"174","TMCO4",8,"gomez goschNineHrMain goschTwelveHrMain obermoser3BaselineVStwentyEightAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll",3,"goschNineHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll",1,0,2,5,0,0,0,0,3,2
"175","ZNF767P",2,"gomez meaburn1",0,"",1,1,0,0,0,0,0,0,2,0
"176","C4orf19",3,"gomez obermoser3BaselineVSpoint5All larocca",0,"",1,0,0,1,0,0,1,0,3,0
"177","SDCBP2",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"178","LINC00884",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"179","C9orf85",14,"gomez meaburn2 obermoser1BaseVSsevenALL obermoser1BaseVSzeroALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwentyFourAll obermoser4BaselineVSzeroAll rusch larocca karlovich2",1,"obermoser4BaselineVSfifteenAll",1,1,0,9,0,1,1,1,6,2
"180","PHF13",2,"gomez goschSixHrMain",0,"",1,0,1,0,0,0,0,0,2,0
"181","DCAF4L1",7,"gomez goschNineHrMain goschTwelveHrMain obermoser1BaseVSfourteenALL obermoser1BaseVSoneALL obermoser1BaseVStwentyEightALL obermoser1BaseVStwentyOneALL",0,"",1,0,2,4,0,0,0,0,3,0
"182","ORAI3",5,"gomez goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser1BaseVStwentyOneALL",2,"goschNineHrMain goschTwelveHrMain",1,0,3,1,0,0,0,0,3,1
"183","MYL5",12,"gomez goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser1BaseVSsevenALL obermoser2BaselineVSsevenAll obermoser3BaselineVSoneAll obermoser3BaselineVSpoint5All obermoser3BaselineVStenAll obermoser4BaselineVSnineAll",5,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain",1,0,5,6,0,0,0,0,3,1
"184","FAHD2B",4,"gomez goschNineHrMain goschTwelveHrMain obermoser2BaselineVSsevenAll",1,"goschTwelveHrMain",1,0,2,1,0,0,0,0,3,1
"185","RP11-580I16",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"186","SPAST",13,"gomez goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser1BaseVSsevenALL obermoser1BaseVStenALL obermoser2BaselineVSsevenAll obermoser4BaselineVSnineAll obermoser4BaselineVSzeroAll rusch karlovich2",4,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain rusch",1,0,5,5,0,1,0,1,5,3
"187","AP4S1",5,"gomez goschTwelveHrMain obermoser1BaseVStenALL obermoser1BaseVSzeroALL karlovich2",1,"goschTwelveHrMain",1,0,1,2,0,0,0,1,4,2
"188","AKR1C1",6,"gomez goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain",1,0,5,0,0,0,0,0,2,1
"189","SLC36A4",3,"gomez obermoser1BaseVSsevenALL rusch",1,"obermoser1BaseVSsevenALL",1,0,0,1,0,1,0,0,3,1
"190","MROH8",8,"gomez goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVStwelveAll",4,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser4BaselineVStwelveAll",1,0,5,2,0,0,0,0,3,2
"191","FMNL2",4,"gomez meaburn2 goschNineHrMain goschSixHrMain",2,"goschNineHrMain goschSixHrMain",1,1,2,0,0,0,0,0,3,1
"192","THAP9",2,"gomez goschSixHrMain",0,"",1,0,1,0,0,0,0,0,2,0
"193","PPP1R26P1",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"194","LINC01619",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"195","TMEM19",9,"gomez meaburn1 meaburn2 goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSthirtySixAll rusch",5,"goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll rusch",1,2,3,2,0,1,0,0,5,3
"196","AC007228-11",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"197","MDM2",9,"gomez goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser3BaselineVSpoint5All rusch karlovich2",6,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain rusch karlovich2",1,0,5,1,0,1,0,1,5,3
"198","SUMO4",11,"gomez goschTwentyoneHrMain obermoser1BaseVSthreeALL obermoser1BaseVStwentyOneALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll rusch karlovich2",0,"",1,0,1,7,0,1,0,1,5,1
"199","CCDC62",3,"gomez obermoser3BaselineVSsevenAll obermoser4BaselineVSfifteenAll",0,"",1,0,0,2,0,0,0,0,2,0
"200","ARHGAP1",4,"gomez obermoser1BaseVStenALL obermoser3BaselineVStwentyEightAll rusch",0,"",1,0,0,2,0,1,0,0,3,0
"201","ANKRD36BP2",8,"gomez meaburn1 goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser3BaselineVStwentyEightAll",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",1,1,5,1,0,0,0,0,4,1
"202","IKBKAP",2,"gomez goschNineHrMain",1,"goschNineHrMain",1,0,1,0,0,0,0,0,2,1
"203","DESI2",8,"gomez meaburn1 meaburn2 obermoser4BaselineVSfortyEightAll obermoser4BaselineVSthirtySixAll rusch karlovich_14d karlovich2",1,"rusch",1,2,0,2,0,1,0,2,5,2
"204","ACOX3",2,"gomez obermoser2BaselineVSsevenAll",0,"",1,0,0,1,0,0,0,0,2,0
"205","PLEKHG2",8,"gomez goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser1BaseVSthreeALL",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",1,0,4,3,0,0,0,0,3,1
"206","SCOC-AS1",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"207","SIRPD",8,"gomez goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser2BaselineVSsevenAll obermoser4BaselineVSfortyEightAll",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",1,0,4,3,0,0,0,0,3,1
"208","AP001412",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"209","RECQL5",4,"gomez goschNineHrMain goschTwelveHrMain obermoser3BaselineVSthreeAll",0,"",1,0,2,1,0,0,0,0,3,0
"210","TRAM2",4,"gomez goschSixHrMain obermoser2BaselineVSsevenAll obermoser3BaselineVSsevenAll",0,"",1,0,1,2,0,0,0,0,3,0
"211","WDR90",10,"gomez goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser1BaseVStenALL obermoser1BaseVStwentyEightALL obermoser4BaselineVSthirtySixAll",1,"goschTwelveHrMain",1,0,5,4,0,0,0,0,3,1
"212","OSGEP",10,"gomez meaburn1 goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",1,1,6,2,0,0,0,0,4,1
"213","CTD-3222D19",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"214","TAF1B",10,"gomez meaburn1 goschEighteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVStwentyOneALL obermoser3BaselineVStenAll obermoser4BaselineVSfifteenAll karlovich2",3,"goschNineHrMain goschTwelveHrMain karlovich2",1,1,4,3,0,0,0,1,5,2
"215","HSP90AB4P",12,"gomez goschEighteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll",5,"goschNineHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVStwelveAll",1,0,4,7,0,0,0,0,3,2
"216","SLC16A1",2,"gomez rusch",0,"",1,0,0,0,0,1,0,0,2,0
"217","RP11-464D20",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"218","DNM1",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"219","DCHS1",9,"gomez goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser4BaselineVSone obermoser4BaselineVSsixAll",5,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",1,0,6,2,0,0,0,0,3,1
"220","WDR35",4,"gomez goschNineHrMain obermoser1BaseVSoneALL obermoser4BaselineVSzeroAll",0,"",1,0,1,2,0,0,0,0,3,0
"221","C1orf50",6,"gomez meaburn2 goschTwelveHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll",2,"obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll",1,1,1,3,0,0,0,0,4,1
"222","MORC2",15,"gomez goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser1BaseVSoneALL obermoser1BaseVSzeroALL obermoser3BaselineVStwentyEightAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVStwentyFourAll obermoser4BaselineVSzeroAll karlovich_14d",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",1,0,6,7,0,0,0,1,4,2
"223","SCNN1A",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"224","AMMECR1",16,"gomez meaburn2 goschEighteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSfourteenALL obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser1BaseVSthreeALL obermoser1BaseVStwentyOneALL obermoser1BaseVSzeroALL obermoser3BaselineVSthreeAll obermoser3BaselineVStwentyEightAll obermoser4BaselineVSfortyEightAll rusch",6,"goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL rusch",1,1,4,9,0,1,0,0,5,3
"225","PRMT3",6,"gomez meaburn1 goschFifteenHrMain goschNineHrMain goschTwelveHrMain rusch",3,"goschNineHrMain goschTwelveHrMain rusch",1,1,3,0,0,1,0,0,4,2
"226","PAXIP1-AS2",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"227","SGCB",8,"gomez goschNineHrMain goschSixHrMain obermoser3BaselineVSoneAll obermoser3BaselineVSpoint5All obermoser3BaselineVSsevenAll obermoser3BaselineVStwentyEightAll obermoser4BaselineVSsixAll",1,"goschNineHrMain",1,0,2,5,0,0,0,0,3,1
"228","MYO10",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"229","RP11-774O3",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"230","RP11-981P6",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"231","CACYBPP2",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"232","PLXNA1",9,"gomez goschFifteenHrMain goschNineHrMain goschSixHrMain goschThreeHrMain goschTwelveHrMain obermoser1BaseVSoneALL rusch karlovich2",4,"goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL",1,0,5,1,0,1,0,1,5,3
"233","RP11-486O12",2,"gomez goschNineHrMain",1,"goschNineHrMain",1,0,1,0,0,0,0,0,2,1
"234","ZC3HAV1L",2,"gomez rusch",0,"",1,0,0,0,0,1,0,0,2,0
"235","RP11-274B21",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"236","DIEXF",7,"gomez goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschThreeHrMain goschTwelveHrMain",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",1,0,6,0,0,0,0,0,2,1
"237","NBEAL1",4,"gomez goschEighteenHrMain goschThreeHrMain goschTwentyoneHrMain",0,"",1,0,3,0,0,0,0,0,2,0
"238","TMEM182",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"239","PIK3CD-AS2",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"240","RP11-574K11",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"241","SGMS1-AS1",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"242","CLCN3",18,"gomez meaburn2 goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser1BaseVStenALL obermoser2BaselineVSsevenAll obermoser2BaselineVSzeroAll obermoser3BaselineVSpoint5All obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll rusch",4,"goschNineHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVStwelveAll",1,1,4,11,0,1,0,0,5,2
"243","CFAP44",9,"gomez meaburn1 obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser1BaseVStwentyOneALL obermoser2BaselineVSsevenAll obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll rusch",3,"obermoser1BaseVSoneALL obermoser1BaseVSsevenALL rusch",1,1,0,6,0,1,0,0,4,2
"244","RYR1",3,"gomez goschNineHrMain goschSixHrMain",1,"goschSixHrMain",1,0,2,0,0,0,0,0,2,1
"245","PSMD9",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"246","GMNN",6,"gomez obermoser3BaselineVSsevenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll rusch karlovich_28d",1,"rusch",1,0,0,3,0,1,0,1,4,2
"247","G0S2",4,"gomez goschNineHrMain goschTwelveHrMain larocca",2,"goschNineHrMain goschTwelveHrMain",1,0,2,0,0,0,1,0,3,1
"248","IGKJ3",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"249","ING5",14,"gomez goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser2BaselineVSsevenAll obermoser3BaselineVStenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVStwelveAll rusch",6,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL rusch",1,0,4,8,0,1,0,0,4,3
"250","RP11-488L18",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"251","ZNF75A",7,"gomez meaburn1 goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll rusch",4,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain rusch",1,1,3,1,0,1,0,0,5,2
"252","LINC01355",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"253","PXDC1",3,"gomez meaburn1 goschNineHrMain",1,"goschNineHrMain",1,1,1,0,0,0,0,0,3,1
"254","CTD-2555A7",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"255","BEST4",6,"gomez goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain",1,"goschEighteenHrMain",1,0,5,0,0,0,0,0,2,1
"256","CRYGS",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
"257","WDR91",9,"gomez meaburn1 goschTwentyoneHrMain obermoser1BaseVSsevenALL obermoser1BaseVStenALL obermoser1BaseVSthreeALL obermoser1BaseVStwentyEightALL obermoser1BaseVStwentyOneALL obermoser2BaselineVSsevenAll",0,"",1,1,1,6,0,0,0,0,4,0
"258","GBAP1",3,"gomez goschNineHrMain goschSixHrMain",0,"",1,0,2,0,0,0,0,0,2,0
"259","CACFD1",8,"gomez goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser4BaselineVSthirtySixAll",2,"goschSixHrMain goschTwelveHrMain",1,0,5,2,0,0,0,0,3,1
"260","SEMA3F-AS1",1,"gomez",0,"",1,0,0,0,0,0,0,0,1,0
