"","Symbol","Score","Filters","gomez","meaburn","gosch","obermoser","dusek","rusch","larocca","Study_counts"
"7799","C2orf47",0,"",0,0,0,0,0,0,0,0
"7800","PQLC3",2,"gomez.vp gosch.vp",1,0,1,0,0,0,0,2
"7801","ARL5A",8,"gomez.vp obermoser3.vp obermoser4.vp dusek.vp meaburn1.rp obermoser3.rp dusek.rp rusch.rp",1,1,0,3,2,1,0,5
"7802","CLHC1",11,"gosch.vp meaburn2.vp obermoser1.vp obermoser4.vp dusek.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser4.rp rusch.rp",1,3,1,4,1,1,0,6
"7803","PRORSD1P",1,"obermoser2.vp",0,0,0,1,0,0,0,1
"7804","DUSP19",3,"meaburn1.vp obermoser3.vp obermoser3.rp",0,1,0,2,0,0,0,2
"7805","CFAP36",6,"gomez.vp obermoser1.vp dusek.vp meaburn1.rp meaburn2.rp dusek.rp",1,2,0,1,2,0,0,4
"7806","NUP35",4,"meaburn1.rp meaburn2.rp dusek.rp rusch.rp",0,2,0,0,1,1,0,3
"7807","CCDC138",0,"",0,0,0,0,0,0,0,0
"7808","FBXO41",0,"",0,0,0,0,0,0,0,0
"7809","WDCP",0,"",0,0,0,0,0,0,0,0
"7810","SMC6",9,"meaburn1.vp meaburn2.vp obermoser3.vp obermoser4.vp dusek.vp meaburn1.rp obermoser1.rp obermoser3.rp obermoser4.rp",0,3,0,5,1,0,0,3
"7811","H3F3A",1,"gosch.rp",0,0,1,0,0,0,0,1
"7812","COQ8A",3,"meaburn1.vp obermoser3.vp meaburn1.rp",0,2,0,1,0,0,0,2
"7813","SGCB",4,"meaburn1.vp meaburn2.vp meaburn1.rp larocca.rp",0,3,0,0,0,0,1,2
"7814","SGPP2",1,"meaburn1.vp",0,1,0,0,0,0,0,1
"7815","BBS5",0,"",0,0,0,0,0,0,0,0
"7816","SMARCAD1",2,"gomez.rp obermoser3.rp",1,0,0,1,0,0,0,2
"7817","PDLIM5",10,"meaburn1.vp meaburn2.vp obermoser3.vp dusek.vp rusch.vp larocca.vp meaburn1.rp obermoser3.rp dusek.rp rusch.rp",0,3,0,2,2,2,1,5
"7818","RPRD2",1,"meaburn1.rp",0,1,0,0,0,0,0,1
"7819","ANKRD23",3,"dusek.vp meaburn2.rp dusek.rp",0,1,0,0,2,0,0,2
"7820","CTSS",14,"gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp meaburn1.rp meaburn2.rp obermoser2.rp dusek.rp",1,4,1,5,2,0,1,6
"7821","PACRGL",3,"larocca.vp rusch.rp larocca.rp",0,0,0,0,0,1,2,2
"7822","BNIPL",0,"",0,0,0,0,0,0,0,0
"7823","TNFAIP8L2",1,"dusek.vp",0,0,0,0,1,0,0,1
"7824","LYSMD1",0,"",0,0,0,0,0,0,0,0
"7825","SCNM1",3,"meaburn2.vp obermoser3.vp obermoser3.rp",0,1,0,2,0,0,0,2
"7826","TMOD4",1,"dusek.vp",0,0,0,0,1,0,0,1
"7827","VPS72",4,"meaburn1.vp obermoser3.vp dusek.vp obermoser3.rp",0,1,0,2,1,0,0,3
"7828","ERCC3",6,"gosch.vp meaburn1.vp meaburn2.vp dusek.vp meaburn2.rp dusek.rp",0,3,1,0,2,0,0,3
"7829","RNF149",13,"meaburn1.sd meaburn2.sd meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp rusch.rp",0,5,0,7,0,1,0,3
"7830","IWS1",3,"gomez.vp meaburn2.rp rusch.rp",1,1,0,0,0,1,0,3
"7831","BOLA3",7,"obermoser1.vp obermoser4.vp dusek.vp meaburn1.rp obermoser1.rp obermoser2.rp dusek.rp",0,1,0,4,2,0,0,3
"7832","CDC42EP3",15,"gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp rusch.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",0,4,1,6,2,2,0,5
"7833","S100A11",7,"gomez.vp obermoser1.vp obermoser2.vp gomez.rp obermoser1.rp obermoser2.rp rusch.rp",2,0,0,4,0,1,0,3
"7834","DHX57",1,"meaburn1.rp",0,1,0,0,0,0,0,1
"7835","ARHGAP25",4,"meaburn1.vp obermoser1.vp obermoser4.vp obermoser1.rp",0,1,0,3,0,0,0,2
"7836","S100A9",11,"gomez.vp gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp gomez.rp obermoser2.rp dusek.rp larocca.rp",2,1,1,4,2,0,1,6
"7837","S100A12",15,"meaburn2.sd gomez.vp gosch.vp meaburn2.vp obermoser1.vp dusek.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp dusek.rp larocca.rp",2,4,2,3,2,0,2,6
"7838","TGFA",14,"meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp rusch.rp",1,3,1,8,0,1,0,5
"7839","CCNYL1",4,"meaburn2.vp dusek.vp dusek.rp rusch.rp",0,1,0,0,2,1,0,3
"7840","FZD5",5,"gosch.vp meaburn1.vp meaburn2.vp gosch.rp meaburn1.rp",0,3,2,0,0,0,0,2
"7841","DCAF16",12,"obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",0,1,0,8,2,1,0,4
"7842","GNPDA2",6,"obermoser1.vp dusek.vp meaburn1.rp meaburn2.rp obermoser1.rp dusek.rp",0,2,0,2,2,0,0,3
"7843","PAQR3",2,"meaburn1.vp meaburn1.rp",0,2,0,0,0,0,0,1
"7844","ANTXR2",16,"meaburn1.sd meaburn2.sd meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp rusch.vp larocca.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser4.rp rusch.rp",0,6,0,6,1,2,1,5
"7845","HELQ",6,"meaburn2.vp obermoser1.vp dusek.vp meaburn1.rp obermoser1.rp rusch.rp",0,2,0,2,1,1,0,4
"7846","MRPS18C",7,"meaburn1.vp obermoser3.vp dusek.vp meaburn1.rp obermoser1.rp obermoser3.rp dusek.rp",0,2,0,3,2,0,0,3
"7847","CGGBP1",8,"meaburn1.sd gomez.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp meaburn1.rp obermoser1.rp",1,2,0,5,0,0,0,3
"7848","FAM175A",0,"",0,0,0,0,0,0,0,0
"7849","GPR155",15,"gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser2.vp obermoser4.vp dusek.vp gosch.rp meaburn1.rp meaburn2.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",1,4,2,5,2,1,0,6
"7850","PMVK",2,"gosch.vp meaburn1.vp",0,1,1,0,0,0,0,2
"7851","PBXIP1",3,"dusek.vp meaburn1.rp dusek.rp",0,1,0,0,2,0,0,2
"7852","PYGO2",3,"obermoser3.vp larocca.vp obermoser3.rp",0,0,0,2,0,0,1,2
"7853","HIPK1",6,"gosch.vp meaburn1.vp meaburn2.vp dusek.vp dusek.rp rusch.rp",0,2,1,0,2,1,0,4
"7854","COL6A3",4,"gomez.vp dusek.vp gomez.rp gosch.rp",2,0,1,0,1,0,0,3
"7855","YY1AP1",12,"obermoser4.sd gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp",1,0,2,9,0,0,0,3
"7856","KBTBD8",6,"meaburn1.vp obermoser1.vp obermoser4.vp meaburn1.rp meaburn2.rp obermoser1.rp",0,3,0,3,0,0,0,2
"7857","EOGT",3,"meaburn1.rp meaburn2.rp rusch.rp",0,2,0,0,0,1,0,2
"7858","NAXE",6,"meaburn1.vp meaburn2.vp obermoser1.vp obermoser3.vp rusch.vp obermoser3.rp",0,2,0,3,0,1,0,3
"7859","POGLUT1",11,"meaburn1.sd gomez.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp obermoser1.rp obermoser3.rp dusek.rp rusch.rp",1,1,0,6,2,1,0,5
"7860","SLC22A15",12,"gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser4.rp rusch.rp larocca.rp",0,3,1,6,0,1,1,5
"7861","ATP1A1",5,"obermoser2.vp obermoser3.vp larocca.vp obermoser1.rp obermoser3.rp",0,0,0,4,0,0,1,2
"7862","SLC15A2",6,"meaburn1.vp meaburn2.vp meaburn1.rp meaburn2.rp rusch.rp larocca.rp",0,4,0,0,0,1,1,3
"7863","EIF4E3",13,"meaburn2.sd meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp meaburn1.rp meaburn2.rp obermoser4.rp dusek.rp rusch.rp",0,5,0,4,2,2,0,4
"7864","PROK2",15,"gomez.vp gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp gomez.rp meaburn1.rp meaburn2.rp obermoser4.rp rusch.rp larocca.rp",2,3,1,5,1,1,2,7
"7865","LRRC58",2,"meaburn1.vp meaburn1.rp",0,2,0,0,0,0,0,1
"7866","FSTL1",15,"obermoser2.sd gomez.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp dusek.rp rusch.rp larocca.rp",2,3,1,4,2,2,1,7
"7867","TMEM183A",10,"meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp rusch.vp meaburn1.rp meaburn2.rp obermoser1.rp rusch.rp",0,4,0,4,0,2,0,3
"7868","TMEM169",0,"",0,0,0,0,0,0,0,0
"7869","IGFBP7",15,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp rusch.vp larocca.vp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp dusek.rp rusch.rp",1,1,2,6,2,2,1,7
"7870","TRIM46",2,"rusch.vp rusch.rp",0,0,0,0,0,2,0,1
"7871","KRTCAP2",4,"meaburn2.vp obermoser1.vp meaburn2.rp dusek.rp",0,2,0,1,1,0,0,3
"7872","CXCR1",8,"obermoser1.vp obermoser3.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp",0,2,0,6,0,0,0,2
"7873","ARPC2",1,"obermoser2.vp",0,0,0,1,0,0,0,1
"7874","TSACC",2,"dusek.vp rusch.vp",0,0,0,0,1,1,0,2
"7875","CCT3",2,"obermoser1.vp dusek.rp",0,0,0,1,1,0,0,2
"7876","TMEM79",5,"obermoser2.vp obermoser3.vp dusek.vp obermoser1.rp obermoser3.rp",0,0,0,4,1,0,0,2
"7877","SSR2",6,"gosch.vp obermoser1.vp obermoser3.vp dusek.vp obermoser3.rp dusek.rp",0,0,1,3,2,0,0,3
"7878","RNF25",0,"",0,0,0,0,0,0,0,0
"7879","STK36",1,"dusek.vp",0,0,0,0,1,0,0,1
"7880","CCDC141",1,"gosch.rp",0,0,1,0,0,0,0,1
"7881","KIAA1524",2,"gosch.vp larocca.rp",0,0,1,0,0,0,1,2
"7882","EOMES",18,"meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,4,1,7,2,2,1,7
"7883","CWC22",1,"meaburn2.rp",0,1,0,0,0,0,0,1
"7884","AZI2",8,"meaburn1.sd meaburn2.sd meaburn1.vp dusek.vp meaburn1.rp meaburn2.rp dusek.rp rusch.rp",0,5,0,0,2,1,0,3
"7885","TGFBR2",8,"gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp rusch.vp meaburn1.rp obermoser2.rp",0,2,1,4,0,1,0,4
"7886","ANKZF1",2,"meaburn2.vp dusek.vp",0,1,0,0,1,0,0,2
"7887","HDAC11",0,"",0,0,0,0,0,0,0,0
"7888","TRAT1",11,"obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp",0,2,0,7,2,0,0,3
"7889","FBLN2",8,"meaburn1.vp obermoser1.vp obermoser3.vp larocca.vp meaburn1.rp obermoser1.rp obermoser3.rp larocca.rp",0,2,0,4,0,0,2,3
"7890","GLB1L",11,"gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gomez.rp gosch.rp obermoser2.rp obermoser3.rp obermoser4.rp",1,0,2,7,1,0,0,4
"7891","STT3B",1,"gosch.vp",0,0,1,0,0,0,0,1
"7892","CHCHD4",4,"meaburn2.vp rusch.vp obermoser1.rp rusch.rp",0,1,0,1,0,2,0,3
"7893","FCRL1",13,"gomez.vp gosch.vp meaburn1.vp meaburn2.vp dusek.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp dusek.rp rusch.rp larocca.rp",2,4,2,0,2,1,2,6
"7894","SGO2",0,"",0,0,0,0,0,0,0,0
"7895","SERPINI1",7,"meaburn1.vp meaburn2.vp obermoser1.vp obermoser3.vp dusek.vp meaburn1.rp meaburn2.rp",0,4,0,2,1,0,0,3
"7896","CLASP2",6,"meaburn2.vp dusek.vp rusch.vp meaburn2.rp dusek.rp rusch.rp",0,2,0,0,2,2,0,3
"7897","SUCLG1",3,"obermoser1.vp dusek.vp larocca.vp",0,0,0,1,1,0,1,3
"7898","NUAK2",6,"obermoser1.vp obermoser2.vp obermoser3.vp obermoser1.rp obermoser2.rp obermoser3.rp",0,0,0,6,0,0,0,1
"7899","SPTA1",9,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser4.rp",2,0,2,5,0,0,0,3
"7900","PRKCI",6,"meaburn2.vp dusek.vp rusch.vp meaburn1.rp dusek.rp rusch.rp",0,2,0,0,2,2,0,3
"7901","MNDA",12,"gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp larocca.vp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp dusek.rp rusch.rp",0,1,1,6,2,1,1,6
"7902","PYHIN1",17,"meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",0,4,1,8,2,1,1,6
"7903","IFI16",12,"meaburn2.sd meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp rusch.vp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp rusch.rp",0,5,1,4,0,2,0,4
"7904","AIM2",11,"gomez.vp meaburn2.vp obermoser2.vp rusch.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser4.rp",2,3,1,4,0,1,0,5
"7905","EIF5A2",6,"meaburn1.sd meaburn1.vp gosch.rp meaburn1.rp obermoser3.rp rusch.rp",0,3,1,1,0,1,0,4
"7906","RPL22L1",7,"obermoser1.vp obermoser3.vp obermoser4.vp meaburn1.rp obermoser1.rp obermoser3.rp obermoser4.rp",0,1,0,6,0,0,0,2
"7907","PPM1L",6,"dusek.vp rusch.vp gosch.rp meaburn2.rp obermoser2.rp rusch.rp",0,1,1,1,1,2,0,5
"7908","ICA1L",4,"meaburn1.vp obermoser2.vp dusek.vp dusek.rp",0,1,0,1,2,0,0,3
"7909","SNHG16",8,"gosch.vp meaburn1.vp meaburn2.vp rusch.vp larocca.vp meaburn1.rp meaburn2.rp rusch.rp",0,4,1,0,0,2,1,4
"7910","CTLA4",11,"gosch.vp meaburn1.vp obermoser1.vp obermoser4.vp dusek.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser4.rp dusek.rp rusch.rp",0,3,1,4,2,1,0,5
"7911","ICOS",12,"obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp",1,1,1,7,2,0,0,5
"7912","RYBP",10,"gosch.vp meaburn1.vp obermoser4.vp dusek.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser4.rp dusek.rp rusch.rp",0,3,1,3,2,1,0,5
"7913","PPP4R2",6,"meaburn1.sd gomez.vp meaburn1.vp rusch.vp meaburn1.rp meaburn2.rp",1,4,0,0,0,1,0,3
"7914","CD200R1",5,"meaburn1.vp obermoser2.vp rusch.vp meaburn1.rp obermoser2.rp",0,2,0,2,0,1,0,3
"7915","GTPBP8",10,"meaburn1.vp obermoser2.vp obermoser3.vp obermoser4.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp dusek.rp rusch.rp",0,3,0,5,1,1,0,4
"7916","NEPRO",7,"meaburn2.vp obermoser1.vp dusek.vp meaburn1.rp obermoser1.rp dusek.rp rusch.rp",0,2,0,2,2,1,0,4
"7917","SPICE1",4,"obermoser2.vp obermoser4.vp meaburn1.rp obermoser2.rp",0,1,0,3,0,0,0,2
"7918","CCDC191",2,"obermoser3.vp dusek.vp",0,0,0,1,1,0,0,2
"7919","WDFY3",10,"meaburn1.sd meaburn2.sd gomez.vp meaburn1.vp meaburn2.vp rusch.vp larocca.vp meaburn1.rp meaburn2.rp rusch.rp",1,6,0,0,0,2,1,4
"7920","COX18",3,"dusek.vp dusek.rp rusch.rp",0,0,0,0,2,1,0,2
"7921","PTPN13",6,"gosch.vp meaburn1.vp larocca.vp gosch.rp meaburn1.rp larocca.rp",0,2,2,0,0,0,2,3
"7922","THOC7",8,"gosch.vp obermoser1.vp obermoser2.vp obermoser4.vp gosch.rp obermoser1.rp obermoser2.rp obermoser4.rp",0,0,2,6,0,0,0,2
"7923","ATXN7",6,"meaburn1.sd meaburn2.sd meaburn1.vp meaburn2.vp meaburn1.rp meaburn2.rp",0,6,0,0,0,0,0,1
"7924","PSMD6",3,"dusek.vp dusek.rp rusch.rp",0,0,0,0,2,1,0,2
"7925","PPM1K",12,"meaburn2.vp obermoser1.vp obermoser3.vp obermoser4.vp dusek.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",0,3,0,6,2,1,0,4
"7926","GMPS",8,"meaburn2.sd gosch.vp dusek.vp larocca.vp gosch.rp meaburn2.rp dusek.rp rusch.rp",0,2,2,0,2,1,1,5
"7927","TIPARP",4,"obermoser1.vp dusek.vp dusek.rp rusch.rp",0,0,0,1,2,1,0,3
"7928","CCNL1",7,"meaburn2.vp obermoser2.vp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp rusch.rp",0,2,0,4,0,1,0,3
"7929","PTX3",1,"rusch.rp",0,0,0,0,0,1,0,1
"7930","SLMAP",7,"meaburn1.vp meaburn2.vp obermoser2.vp rusch.vp meaburn1.rp meaburn2.rp rusch.rp",0,4,0,1,0,2,0,3
"7931","RPL9",12,"gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gomez.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp dusek.rp",1,1,1,7,2,0,0,5
"7932","SMIM14",9,"gomez.vp gosch.vp obermoser1.vp obermoser3.vp dusek.vp rusch.vp obermoser3.rp dusek.rp rusch.rp",1,0,1,3,2,2,0,5
"7933","RPP14",4,"meaburn1.vp rusch.vp meaburn1.rp meaburn2.rp",0,3,0,0,0,1,0,2
"7934","ABHD6",1,"dusek.vp",0,0,0,0,1,0,0,1
"7935","DNASE1L3",10,"meaburn2.sd gomez.vp obermoser1.vp obermoser3.vp obermoser4.vp gomez.rp gosch.rp obermoser1.rp obermoser3.rp larocca.rp",2,1,1,5,0,0,1,5
"7936","RBM47",9,"meaburn2.vp obermoser1.vp obermoser3.vp dusek.vp meaburn2.rp obermoser1.rp obermoser3.rp dusek.rp rusch.rp",0,2,0,4,2,1,0,4
"7937","IL17RC",4,"meaburn1.vp gosch.rp meaburn1.rp larocca.rp",0,2,1,0,0,0,1,3
"7938","CRELD1",6,"gosch.vp obermoser1.vp obermoser3.vp dusek.vp larocca.vp obermoser1.rp",0,0,1,3,1,0,1,4
"7939","PRRT3",2,"dusek.vp gosch.rp",0,0,1,0,1,0,0,2
"7940","U2SURP",7,"meaburn2.sd meaburn2.vp dusek.vp meaburn1.rp meaburn2.rp dusek.rp rusch.rp",0,4,0,0,2,1,0,3
"7941","MTMR14",8,"gosch.vp meaburn1.vp meaburn2.vp obermoser2.vp obermoser4.vp dusek.vp meaburn2.rp dusek.rp",0,3,1,2,2,0,0,4
"7942","TTC14",10,"gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp dusek.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp dusek.rp",0,3,1,4,2,0,0,4
"7943","CXCL3",0,"",0,0,0,0,0,0,0,0
"7944","CXCL5",15,"gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",0,2,1,8,2,2,0,5
"7945","PPBP",15,"gomez.vp gosch.vp obermoser1.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp gomez.rp gosch.rp obermoser1.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,0,2,6,2,1,2,6
"7946","PF4",6,"gomez.vp dusek.vp gomez.rp gosch.rp dusek.rp rusch.rp",2,0,1,0,2,1,0,4
"7947","MTHFD2L",6,"meaburn1.vp obermoser3.vp obermoser4.vp rusch.vp meaburn1.rp obermoser3.rp",0,2,0,3,0,1,0,3
"7948","CXCL1",9,"gosch.vp obermoser3.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp rusch.rp larocca.rp",1,2,1,3,0,1,1,6
"7949","RCHY1",4,"meaburn1.sd dusek.vp meaburn1.rp dusek.rp",0,2,0,0,2,0,0,2
"7950","CPA3",16,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,1,2,7,2,1,1,7
"7951","GYG1",11,"meaburn2.sd gomez.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp meaburn2.rp obermoser1.rp obermoser2.rp rusch.rp",1,3,0,6,0,1,0,4
"7952","HPS3",6,"meaburn2.sd meaburn1.vp meaburn2.vp meaburn1.rp meaburn2.rp rusch.rp",0,5,0,0,0,1,0,2
"7953","TOPBP1",1,"rusch.rp",0,0,0,0,0,1,0,1
"7954","RYK",4,"gosch.vp obermoser1.vp meaburn1.rp obermoser1.rp",0,1,1,2,0,0,0,3
"7955","SNRK",5,"meaburn2.sd obermoser1.vp meaburn1.rp meaburn2.rp rusch.rp",0,3,0,1,0,1,0,3
"7956","UCN",2,"meaburn2.vp meaburn2.rp",0,2,0,0,0,0,0,1
"7957","ZNF513",2,"dusek.vp dusek.rp",0,0,0,0,2,0,0,1
"7958","SLC4A1AP",2,"dusek.vp rusch.rp",0,0,0,0,1,1,0,2
"7959","PLB1",13,"gosch.vp meaburn1.vp obermoser2.vp obermoser3.vp obermoser4.vp larocca.vp gomez.rp meaburn1.rp meaburn2.rp obermoser2.rp obermoser3.rp obermoser4.rp larocca.rp",1,3,1,6,0,0,2,5
"7960","SPDYA",0,"",0,0,0,0,0,0,0,0
"7961","KIAA1143",8,"meaburn1.sd gosch.vp meaburn1.vp obermoser3.vp obermoser4.vp meaburn1.rp dusek.rp rusch.rp",0,3,1,2,1,1,0,5
"7962","KIF15",5,"obermoser1.vp obermoser4.vp gosch.rp obermoser1.rp obermoser4.rp",0,0,1,4,0,0,0,2
"7963","WDR43",3,"meaburn1.vp meaburn1.rp meaburn2.rp",0,3,0,0,0,0,0,1
"7964","ZDHHC3",5,"obermoser2.vp dusek.vp rusch.vp larocca.vp obermoser2.rp",0,0,0,2,1,1,1,4
"7965","LZTFL1",7,"gosch.vp meaburn1.vp obermoser3.vp meaburn1.rp meaburn2.rp obermoser3.rp rusch.rp",0,3,1,2,0,1,0,4
"7966","FYCO1",9,"obermoser1.vp obermoser3.vp dusek.vp rusch.vp larocca.vp meaburn2.rp obermoser3.rp dusek.rp larocca.rp",0,1,0,3,2,1,2,5
"7967","CCR1",20,"meaburn2.sd rusch.sd meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",1,5,1,8,2,2,1,7
"7968","ELP6",3,"obermoser1.vp obermoser3.vp obermoser1.rp",0,0,0,3,0,0,0,1
"7969","DTX3L",8,"meaburn1.sd meaburn2.sd obermoser1.vp rusch.vp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp",0,4,1,2,0,1,0,4
"7970","ZNF148",10,"meaburn2.vp obermoser4.vp dusek.vp rusch.vp meaburn1.rp meaburn2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",0,3,0,3,2,2,0,4
"7971","NMNAT3",10,"obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp gomez.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp rusch.rp",1,0,0,8,0,1,0,3
"7972","SMIM12",3,"meaburn1.vp obermoser1.vp rusch.vp",0,1,0,1,0,1,0,3
"7973","ZMYM6",7,"meaburn2.vp dusek.vp rusch.vp meaburn1.rp meaburn2.rp dusek.rp rusch.rp",0,3,0,0,2,2,0,3
"7974","TPRA1",8,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser4.vp obermoser1.rp obermoser2.rp obermoser4.rp",1,0,1,6,0,0,0,3
"7975","YEATS2",3,"meaburn2.vp obermoser2.vp obermoser2.rp",0,1,0,2,0,0,0,2
"7976","ZC3H12A",4,"obermoser1.vp obermoser3.vp obermoser1.rp obermoser3.rp",0,0,0,4,0,0,0,1
"7977","MEAF6",4,"meaburn2.vp dusek.vp obermoser1.rp dusek.rp",0,1,0,1,2,0,0,3
"7978","SNIP1",2,"meaburn1.vp obermoser1.vp",0,1,0,1,0,0,0,2
"7979","POLR2H",3,"obermoser4.vp dusek.vp dusek.rp",0,0,0,1,2,0,0,2
"7980","LIPH",2,"gosch.vp gosch.rp",0,0,2,0,0,0,0,1
"7981","TMEM41A",5,"obermoser2.vp obermoser4.vp obermoser2.rp obermoser3.rp obermoser4.rp",0,0,0,5,0,0,0,1
"7982","RPN1",5,"gosch.vp obermoser1.vp obermoser4.vp dusek.vp dusek.rp",0,0,1,2,2,0,0,3
"7983","SENP2",8,"meaburn1.vp meaburn2.vp obermoser1.vp dusek.vp meaburn1.rp obermoser1.rp obermoser2.rp dusek.rp",0,3,0,3,2,0,0,3
"7984","IFT122",3,"dusek.vp meaburn2.rp dusek.rp",0,1,0,0,2,0,0,2
