"","Symbol","Score","Filters","gomez","meaburn","gosch","obermoser","dusek","rusch","larocca","karlovich","Study_counts"
"3210","DBN1",6,"meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp obermoser1.rp obermoser3.rp",0,1,0,5,0,0,0,0,2
"3211","ZNF346",4,"obermoser3.vp dusek.vp meaburn2.rp obermoser3.rp",0,1,0,2,1,0,0,0,3
"3212","EHHADH",0,"",0,0,0,0,0,0,0,0,0
"3213","SMC4",2,"gosch.vp obermoser4.vp",0,0,1,1,0,0,0,0,2
"3214","SELK",4,"gomez.vp larocca.vp gosch.rp larocca.rp",1,0,1,0,0,0,2,0,3
"3215","ACTR8",3,"meaburn2.vp obermoser2.vp obermoser2.rp",0,1,0,2,0,0,0,0,2
"3216","TBCCD1",2,"meaburn2.vp rusch.rp",0,1,0,0,0,1,0,0,2
"3217","TIMMDC1",0,"",0,0,0,0,0,0,0,0,0
"3218","CRBN",5,"obermoser2.vp obermoser3.vp dusek.vp dusek.rp karlovich1.rp",0,0,0,2,2,0,0,1,3
"3219","BCL6",18,"gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp rusch.vp larocca.vp karlovich1.vp karlovich2.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser4.rp rusch.rp karlovich1.rp karlovich2.rp",0,4,1,6,0,2,1,4,6
"3220","HGD",7,"gomez.vp obermoser1.vp obermoser3.vp obermoser4.vp obermoser1.rp obermoser2.rp obermoser3.rp",1,0,0,6,0,0,0,0,2
"3221","ARL6",1,"meaburn1.rp",0,1,0,0,0,0,0,0,1
"3222","NPHP3",7,"obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp karlovich1.vp meaburn1.rp dusek.rp",0,1,0,3,2,0,0,1,4
"3223","CD86",16,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp karlovich1.vp karlovich2.vp gomez.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp karlovich1.rp karlovich2.rp",2,1,1,8,0,0,0,4,5
"3224","NIT2",2,"obermoser1.vp dusek.vp",0,0,0,1,1,0,0,0,2
"3225","FAM162A",5,"gomez.vp obermoser4.vp dusek.vp obermoser4.rp karlovich2.rp",1,0,0,2,1,0,0,1,4
"3226","OGG1",1,"obermoser3.vp",0,0,0,1,0,0,0,0,1
"3227","KPNA1",6,"gosch.vp meaburn2.vp karlovich2.vp meaburn1.rp rusch.rp karlovich2.rp",0,2,1,0,0,1,0,2,4
"3228","PCCB",4,"gomez.vp meaburn2.vp rusch.vp meaburn2.rp",1,2,0,0,0,1,0,0,3
"3229","UBE3A",4,"meaburn1.vp obermoser1.vp obermoser2.vp rusch.rp",0,1,0,2,0,1,0,0,3
"3230","ARMC8",4,"gosch.vp meaburn1.vp meaburn2.rp rusch.rp",0,2,1,0,0,1,0,0,3
"3231","CEP70",0,"",0,0,0,0,0,0,0,0,0
"3232","SLC25A36",6,"obermoser4.vp rusch.vp meaburn2.rp obermoser4.rp dusek.rp rusch.rp",0,1,0,2,1,2,0,0,4
"3233","RNF7",6,"meaburn1.vp obermoser1.vp obermoser4.vp karlovich2.vp meaburn1.rp karlovich2.rp",0,2,0,2,0,0,0,2,3
"3234","TFDP2",7,"gosch.vp obermoser2.vp karlovich2.vp obermoser1.rp obermoser2.rp rusch.rp karlovich2.rp",0,0,1,3,0,1,0,2,4
"3235","XRN1",7,"meaburn1.vp meaburn2.vp rusch.vp meaburn1.rp meaburn2.rp obermoser4.rp rusch.rp",0,4,0,1,0,2,0,0,3
"3236","KAT2B",3,"meaburn1.rp meaburn2.rp karlovich1.rp",0,2,0,0,0,0,0,1,2
"3237","PDCD10",4,"gosch.vp meaburn1.rp larocca.rp karlovich2.rp",0,1,1,0,0,0,1,1,4
"3238","PFKFB4",5,"obermoser1.vp obermoser2.vp obermoser4.vp obermoser1.rp obermoser2.rp",0,0,0,5,0,0,0,0,1
"3239","PRKAR2A",3,"meaburn1.vp meaburn2.vp obermoser3.vp",0,2,0,1,0,0,0,0,2
"3240","HES1",7,"gosch.vp larocca.vp karlovich1.vp gosch.rp meaburn1.rp larocca.rp karlovich1.rp",0,1,2,0,0,0,2,2,4
"3241","USP4",8,"gosch.vp obermoser1.vp obermoser3.vp dusek.vp rusch.vp karlovich1.vp dusek.rp karlovich1.rp",0,0,1,2,2,1,0,2,5
"3242","ACAP2",8,"meaburn2.sd gosch.vp meaburn2.vp rusch.vp karlovich1.vp meaburn2.rp rusch.rp karlovich1.rp",0,3,1,0,0,2,0,2,4
"3243","ECT2",1,"gosch.rp",0,0,1,0,0,0,0,0,1
"3244","GNAI2",3,"gosch.vp obermoser2.vp rusch.rp",0,0,1,1,0,1,0,0,3
"3245","TFG",11,"obermoser1.sd obermoser4.sd obermoser2.vp obermoser3.vp obermoser4.vp karlovich1.vp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp",0,1,0,9,0,0,0,1,3
"3246","HYAL1",2,"larocca.vp larocca.rp",0,0,0,0,0,0,2,0,1
"3247","TUSC2",2,"meaburn2.vp rusch.vp",0,1,0,0,0,1,0,0,2
"3248","NPRL2",3,"dusek.vp karlovich2.vp karlovich2.rp",0,0,0,0,1,0,0,2,2
"3249","RPL24",4,"obermoser1.vp obermoser2.vp dusek.rp karlovich2.rp",0,0,0,2,1,0,0,1,3
"3250","CYB561D2",2,"dusek.vp larocca.vp",0,0,0,0,1,0,1,0,2
"3251","C3orf14",2,"gomez.vp gomez.rp",2,0,0,0,0,0,0,0,1
"3252","FXR1",4,"meaburn1.vp meaburn2.vp obermoser1.vp rusch.vp",0,2,0,1,0,1,0,0,3
"3253","CBLB",15,"gomez.vp gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp karlovich2.vp meaburn1.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp karlovich2.rp",1,2,1,6,2,1,0,2,7
"3254","BBX",9,"meaburn2.sd meaburn2.vp obermoser3.vp dusek.vp karlovich2.vp meaburn2.rp obermoser3.rp dusek.rp rusch.rp",0,3,0,2,2,1,0,1,5
"3255","IFT57",2,"gomez.vp meaburn1.rp",1,1,0,0,0,0,0,0,2
"3256","GNB4",5,"gosch.vp obermoser3.vp meaburn1.rp obermoser1.rp obermoser3.rp",0,1,1,3,0,0,0,0,3
"3257","IQCG",2,"obermoser4.vp gosch.rp",0,0,1,1,0,0,0,0,2
"3258","GBE1",2,"meaburn2.rp rusch.rp",0,1,0,0,0,1,0,0,2
"3259","UMPS",1,"karlovich1.vp",0,0,0,0,0,0,0,1,1
"3260","NCBP2",6,"obermoser1.vp obermoser2.vp obermoser3.vp meaburn1.rp obermoser1.rp obermoser2.rp",0,1,0,5,0,0,0,0,2
"3261","SNX4",1,"meaburn1.rp",0,1,0,0,0,0,0,0,1
"3262","C3orf52",0,"",0,0,0,0,0,0,0,0,0
"3263","FRMD4B",5,"gomez.vp meaburn1.vp meaburn2.vp meaburn1.rp rusch.rp",1,3,0,0,0,1,0,0,3
"3264","SLC41A3",6,"meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp obermoser1.rp",0,1,0,5,0,0,0,0,2
"3265","PLXNA1",1,"larocca.vp",0,0,0,0,0,0,1,0,1
"3266","ATP6V1A",9,"meaburn2.vp obermoser1.vp dusek.vp rusch.vp meaburn2.rp dusek.rp rusch.rp karlovich1.rp karlovich2.rp",0,2,0,1,2,2,0,2,5
"3267","ABTB1",12,"gomez.vp obermoser1.vp obermoser2.vp obermoser3.vp karlovich1.vp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp karlovich1.rp karlovich2.rp",1,1,0,7,0,0,0,3,4
"3268","PODXL2",1,"gosch.rp",0,0,1,0,0,0,0,0,1
"3269","KLHL18",3,"gosch.vp meaburn2.vp meaburn2.rp",0,2,1,0,0,0,0,0,2
"3270","SCAP",3,"obermoser2.vp obermoser3.vp obermoser2.rp",0,0,0,3,0,0,0,0,1
"3271","KIAA1257",1,"gomez.vp",1,0,0,0,0,0,0,0,1
"3272","NEK11",0,"",0,0,0,0,0,0,0,0,0
"3273","MRPL3",6,"obermoser2.vp obermoser3.vp obermoser4.vp obermoser1.rp obermoser2.rp karlovich2.rp",0,0,0,5,0,0,0,1,2
"3274","HEMK1",0,"",0,0,0,0,0,0,0,0,0
"3275","CISH",4,"gomez.vp obermoser2.vp obermoser1.rp obermoser2.rp",1,0,0,3,0,0,0,0,2
"3276","MAPKAPK3",6,"gosch.vp obermoser2.vp larocca.vp karlovich1.vp karlovich1.rp karlovich2.rp",0,0,1,1,0,0,1,3,4
"3277","ACVR2B",0,"",0,0,0,0,0,0,0,0,0
"3278","WDR48",11,"obermoser4.sd meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp karlovich1.vp obermoser1.rp obermoser4.rp",0,1,0,7,1,1,0,1,5
"3279","COMMD2",8,"obermoser1.vp obermoser3.vp obermoser4.vp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp",0,1,0,7,0,0,0,0,2
"3280","GORASP1",4,"gosch.vp obermoser4.vp meaburn1.rp obermoser4.rp",0,1,1,2,0,0,0,0,3
"3281","RRP9",0,"",0,0,0,0,0,0,0,0,0
"3282","ABCC5",8,"gomez.vp gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp larocca.vp meaburn1.rp obermoser1.rp",1,2,1,3,0,0,1,0,5
"3283","ABHD14B",4,"gomez.vp dusek.vp karlovich2.vp dusek.rp",1,0,0,0,2,0,0,1,3
"3284","EIF1B",8,"gomez.vp meaburn2.vp obermoser1.vp obermoser4.vp larocca.vp gomez.rp obermoser1.rp karlovich1.rp",2,1,0,3,0,0,1,1,5
"3285","KLHL24",4,"meaburn2.vp rusch.vp karlovich1.vp meaburn2.rp",0,2,0,0,0,1,0,1,3
"3286","VIPR1",7,"meaburn1.vp obermoser3.vp larocca.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp",0,3,0,3,0,0,1,0,3
"3287","DNAH1",2,"larocca.vp meaburn2.rp",0,1,0,0,0,0,1,0,2
"3288","SSR3",6,"gosch.vp dusek.vp rusch.vp meaburn2.rp rusch.rp karlovich2.rp",0,1,1,0,1,2,0,1,5
"3289","ZBTB47",2,"gosch.vp larocca.vp",0,0,1,0,0,0,1,0,2
"3290","NKTR",3,"obermoser1.vp dusek.vp meaburn2.rp",0,1,0,1,1,0,0,0,3
"3291","FOXP1",10,"meaburn2.vp obermoser4.vp dusek.vp karlovich1.vp karlovich2.vp meaburn2.rp obermoser4.rp dusek.rp karlovich1.rp karlovich2.rp",0,2,0,2,2,0,0,4,4
"3292","EIF4G1",1,"gosch.vp",0,0,1,0,0,0,0,0,1
"3293","SPCS1",4,"gosch.vp obermoser4.vp karlovich2.vp karlovich2.rp",0,0,1,1,0,0,0,2,3
"3294","NEK4",1,"rusch.rp",0,0,0,0,0,1,0,0,1
"3295","INO80D",12,"obermoser2.vp obermoser4.vp karlovich1.vp karlovich2.vp meaburn1.rp meaburn2.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp karlovich1.rp karlovich2.rp",0,2,0,4,1,1,0,4,5
"3296","EEF1B2",10,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp",1,1,1,7,0,0,0,0,4
"3297","ADAM23",3,"gosch.vp gosch.rp larocca.rp",0,0,2,0,0,0,1,0,2
"3298","DGUOK",5,"meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp larocca.vp",0,1,0,3,0,0,1,0,3
"3299","MOB1A",5,"meaburn1.vp meaburn2.vp meaburn1.rp meaburn2.rp rusch.rp",0,4,0,0,0,1,0,0,2
"3300","KANSL3",1,"obermoser1.vp",0,0,0,1,0,0,0,0,1
"3301","LMAN2L",0,"",0,0,0,0,0,0,0,0,0
"3302","RTKN",1,"gosch.rp",0,0,1,0,0,0,0,0,1
"3303","TTL",2,"meaburn2.vp dusek.vp",0,1,0,0,1,0,0,0,2
"3304","PIKFYVE",0,"",0,0,0,0,0,0,0,0,0
"3305","FAHD2A",5,"meaburn2.vp dusek.vp karlovich2.vp dusek.rp karlovich2.rp",0,1,0,0,2,0,0,2,3
"3306","NCL",3,"gosch.vp meaburn2.vp obermoser1.rp",0,1,1,1,0,0,0,0,3
"3307","ACTR1B",2,"obermoser1.vp obermoser3.vp",0,0,0,2,0,0,0,0,1
"3308","SLC35F5",0,"",0,0,0,0,0,0,0,0,0
"3309","ZAP70",7,"obermoser2.vp dusek.vp karlovich2.vp obermoser1.rp obermoser2.rp dusek.rp karlovich2.rp",0,0,0,3,2,0,0,2,3
"3310","ACTR3",5,"meaburn1.vp meaburn2.vp rusch.vp meaburn2.rp karlovich1.rp",0,3,0,0,0,1,0,1,3
"3311","STEAP3",5,"gomez.vp larocca.vp meaburn1.rp meaburn2.rp larocca.rp",1,2,0,0,0,0,2,0,3
"3312","EPB41L5",0,"",0,0,0,0,0,0,0,0,0
"3313","SF3B6",3,"obermoser3.vp obermoser3.rp larocca.rp",0,0,0,2,0,0,1,0,2
"3314","TP53I3",9,"meaburn1.sd gomez.vp meaburn1.vp obermoser4.vp gomez.rp gosch.rp meaburn1.rp obermoser3.rp obermoser4.rp",2,3,1,3,0,0,0,0,4
"3315","DNAJC27",4,"meaburn1.vp obermoser2.vp meaburn1.rp rusch.rp",0,2,0,1,0,1,0,0,3
"3316","POMC",6,"gomez.vp obermoser1.vp obermoser3.vp gomez.rp obermoser1.rp obermoser3.rp",2,0,0,4,0,0,0,0,2
"3317","STAM2",6,"gosch.vp meaburn2.vp obermoser2.vp meaburn1.rp obermoser2.rp obermoser4.rp",0,2,1,3,0,0,0,0,3
"3318","GPD2",3,"gomez.vp rusch.rp karlovich2.rp",1,0,0,0,0,1,0,1,3
"3319","CYTIP",2,"obermoser3.vp dusek.rp",0,0,0,1,1,0,0,0,2
"3320","ACVR1",5,"obermoser2.vp obermoser3.vp obermoser4.vp obermoser2.rp rusch.rp",0,0,0,4,0,1,0,0,2
"3321","MPV17",2,"obermoser4.vp rusch.vp",0,0,0,1,0,1,0,0,2
"3322","GTF3C2",0,"",0,0,0,0,0,0,0,0,0
"3323","EIF2B4",1,"obermoser1.vp",0,0,0,1,0,0,0,0,1
"3324","NRBP1",3,"gosch.vp meaburn1.vp obermoser3.vp",0,1,1,1,0,0,0,0,3
"3325","ITGA4",12,"gomez.vp gosch.vp meaburn1.vp obermoser2.vp dusek.vp karlovich2.vp meaburn1.rp meaburn2.rp dusek.rp rusch.rp karlovich1.rp karlovich2.rp",1,3,1,1,2,1,0,3,7
"3326","PSMD14",3,"gosch.vp karlovich2.vp karlovich2.rp",0,0,1,0,0,0,0,2,2
"3327","SNX17",4,"gosch.vp obermoser1.vp dusek.vp rusch.vp",0,0,1,1,1,1,0,0,4
"3328","ASB3",2,"obermoser3.vp dusek.vp",0,0,0,1,1,0,0,0,2
"3329","PPM1G",1,"gomez.vp",1,0,0,0,0,0,0,0,1
"3330","REEP6",0,"",0,0,0,0,0,0,0,0,0
"3331","APC2",0,"",0,0,0,0,0,0,0,0,0
"3332","IFIH1",13,"gomez.vp gosch.vp meaburn2.vp obermoser1.vp obermoser4.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser4.rp karlovich2.rp",2,3,2,4,0,0,1,1,6
"3333","RPS15",6,"gosch.vp meaburn2.vp obermoser1.vp dusek.vp karlovich2.vp gosch.rp",0,1,2,1,1,0,0,1,5
"3334","GCA",7,"meaburn2.vp obermoser1.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp",1,3,0,3,0,0,0,0,3
"3335","MOGS",0,"",0,0,0,0,0,0,0,0,0
"3336","TTC31",1,"obermoser1.vp",0,0,0,1,0,0,0,0,1
"3337","NDUFS7",4,"obermoser3.vp dusek.vp karlovich1.vp dusek.rp",0,0,0,1,2,0,0,1,3
"3338","PCGF1",0,"",0,0,0,0,0,0,0,0,0
"3339","GRB14",5,"obermoser3.vp obermoser4.vp obermoser1.rp obermoser3.rp obermoser4.rp",0,0,0,5,0,0,0,0,1
"3340","CLIP4",3,"obermoser2.vp karlovich2.vp meaburn1.rp",0,1,0,1,0,0,0,1,3
"3341","SPTBN1",10,"gomez.vp gosch.vp meaburn2.vp rusch.vp larocca.vp karlovich2.vp meaburn2.rp rusch.rp larocca.rp karlovich2.rp",1,2,1,0,0,2,2,2,6
"3342","AUP1",2,"dusek.vp dusek.rp",0,0,0,0,2,0,0,0,1
"3343","RTN4",9,"gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp rusch.vp meaburn2.rp rusch.rp karlovich1.rp",0,3,1,2,0,2,0,1,5
"3344","HTRA2",2,"rusch.vp karlovich2.vp",0,0,0,0,0,1,0,1,2
"3345","LOXL3",2,"gosch.vp dusek.vp",0,0,1,0,1,0,0,0,2
"3346","DOK1",1,"gosch.vp",0,0,1,0,0,0,0,0,1
"3347","GALNT3",2,"meaburn1.rp meaburn2.rp",0,2,0,0,0,0,0,0,1
"3348","POLE4",5,"meaburn1.vp obermoser3.vp obermoser4.vp obermoser1.rp karlovich2.rp",0,1,0,3,0,0,0,1,3
"3349","CCDC88A",6,"gosch.vp meaburn1.vp gosch.rp meaburn1.rp meaburn2.rp rusch.rp",0,3,2,0,0,1,0,0,3
"3350","MRPL19",1,"karlovich2.vp",0,0,0,0,0,0,0,1,1
"3351","LANCL1",1,"obermoser1.rp",0,0,0,1,0,0,0,0,1
"3352","WDR75",4,"obermoser1.vp obermoser2.vp obermoser3.vp obermoser1.rp",0,0,0,4,0,0,0,0,1
"3353","FANCL",6,"gosch.vp meaburn2.vp karlovich2.vp gosch.rp meaburn2.rp karlovich2.rp",0,2,2,0,0,0,0,2,3
"3354","FN1",0,"",0,0,0,0,0,0,0,0,0
"3355","STAT1",19,"meaburn1.sd meaburn2.sd gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp larocca.vp karlovich1.vp karlovich2.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp larocca.rp karlovich1.rp karlovich2.rp",2,6,2,3,0,0,2,4,6
"3356","GLS",5,"gomez.vp gosch.vp meaburn1.vp rusch.vp karlovich2.vp",1,1,1,0,0,1,0,1,5
"3357","PAPOLG",3,"karlovich1.vp rusch.rp karlovich1.rp",0,0,0,0,0,1,0,2,2
"3358","DNAH6",3,"larocca.vp gosch.rp larocca.rp",0,0,1,0,0,0,2,0,2
"3359","PECR",0,"",0,0,0,0,0,0,0,0,0
"3360","UNC50",2,"obermoser3.vp karlovich1.vp",0,0,0,1,0,0,0,1,2
"3361","IGFBP2",4,"gomez.vp larocca.vp gomez.rp larocca.rp",2,0,0,0,0,0,2,0,2
"3362","ELMOD3",0,"",0,0,0,0,0,0,0,0,0
"3363","USP34",3,"meaburn1.vp karlovich1.vp meaburn1.rp",0,2,0,0,0,0,0,1,2
"3364","EFHD1",4,"gomez.vp gomez.rp obermoser3.rp larocca.rp",2,0,0,1,0,0,1,0,3
"3365","CCT4",4,"dusek.vp larocca.vp karlovich2.vp dusek.rp",0,0,0,0,2,0,1,1,3
"3366","GGCX",1,"meaburn2.vp",0,1,0,0,0,0,0,0,1
"3367","EHBP1",3,"obermoser1.vp karlovich2.vp rusch.rp",0,0,0,1,0,1,0,1,3
"3368","OTX1",3,"gosch.vp obermoser4.vp obermoser4.rp",0,0,1,2,0,0,0,0,2
"3369","TXNDC9",1,"meaburn1.rp",0,1,0,0,0,0,0,0,1
"3370","COQ10B",1,"meaburn1.rp",0,1,0,0,0,0,0,0,1
"3371","GNLY",24,"rusch.sd gomez.vp gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp karlovich1.vp karlovich2.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp karlovich1.rp karlovich2.rp",2,3,2,8,2,2,1,4,8
"3372","SF3B1",4,"meaburn1.vp obermoser4.vp obermoser4.rp karlovich1.rp",0,1,0,2,0,0,0,1,3
"3373","ST3GAL5",5,"obermoser1.vp obermoser2.vp dusek.vp rusch.vp karlovich2.vp",0,0,0,2,1,1,0,1,4
"3374","CHST10",0,"",0,0,0,0,0,0,0,0,0
"3375","PDCL3",8,"obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp obermoser2.rp obermoser3.rp dusek.rp rusch.rp",0,0,0,5,2,1,0,0,3
"3376","MOB4",3,"obermoser2.vp meaburn1.rp obermoser2.rp",0,1,0,2,0,0,0,0,2
"3377","HSPE1",7,"obermoser2.vp obermoser3.vp dusek.vp obermoser1.rp obermoser3.rp dusek.rp karlovich2.rp",0,0,0,4,2,0,0,1,3
"3378","KDM3A",3,"gosch.vp meaburn2.vp meaburn2.rp",0,2,1,0,0,0,0,0,2
"3379","CHMP3",2,"obermoser3.vp obermoser3.rp",0,0,0,2,0,0,0,0,1
"3380","ZNF142",1,"gomez.rp",1,0,0,0,0,0,0,0,1
"3381","IL1R2",14,"gomez.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp rusch.vp gomez.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp larocca.rp",2,1,0,7,2,1,1,0,6
"3382","IL1R1",5,"gomez.vp meaburn1.vp gomez.rp meaburn1.rp meaburn2.rp",2,3,0,0,0,0,0,0,2
"3383","WNT6",0,"",0,0,0,0,0,0,0,0,0
"3384","IL1RL1",1,"gosch.rp",0,0,1,0,0,0,0,0,1
"3385","IL18R1",8,"obermoser1.vp obermoser3.vp karlovich2.vp meaburn2.rp obermoser1.rp obermoser3.rp larocca.rp karlovich2.rp",0,1,0,4,0,0,1,2,4
"3386","IL18RAP",22,"meaburn2.sd meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp karlovich1.vp karlovich2.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp karlovich1.rp karlovich2.rp",1,5,0,7,2,2,1,4,7
"3387","FHL2",12,"obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp karlovich1.vp karlovich2.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp karlovich1.rp",1,1,1,6,0,0,0,3,5
"3388","CNPPD1",17,"obermoser2.sd gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp rusch.vp larocca.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp larocca.rp karlovich1.rp",2,0,2,9,0,1,2,1,6
"3389","UXS1",4,"dusek.vp karlovich1.vp dusek.rp rusch.rp",0,0,0,0,2,1,0,1,3
"3390","STK16",0,"",0,0,0,0,0,0,0,0,0
"3391","HDLBP",2,"gomez.vp gosch.vp",1,0,1,0,0,0,0,0,2
"3392","PPP1R7",3,"rusch.vp karlovich1.vp karlovich2.vp",0,0,0,0,0,1,0,2,2
"3393","PASK",16,"obermoser1.vp obermoser2.vp dusek.vp karlovich1.vp karlovich2.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp karlovich1.rp karlovich2.rp",1,2,0,6,2,1,0,4,6
"3394","STK25",1,"dusek.vp",0,0,0,0,1,0,0,0,1
"3395","PROC",0,"",0,0,0,0,0,0,0,0,0
"3396","ID2",11,"obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp karlovich2.rp",0,0,1,7,2,0,0,1,4
"3397","TAF1B",6,"obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp obermoser2.rp obermoser3.rp",0,0,0,6,0,0,0,0,1
"3398","HPCAL1",9,"obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp karlovich1.vp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp",0,0,0,8,0,0,0,1,2
"3399","ODC1",11,"gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser4.vp karlovich1.vp gomez.rp gosch.rp obermoser1.rp obermoser4.rp karlovich1.rp",1,1,2,5,0,0,0,2,5
"3400","BIRC6",3,"karlovich2.vp rusch.rp karlovich2.rp",0,0,0,0,0,1,0,2,2
"3401","NOL10",4,"obermoser2.vp obermoser4.vp karlovich2.vp obermoser4.rp",0,0,0,3,0,0,0,1,2
"3402","PLEKHB2",11,"gosch.vp meaburn1.vp meaburn2.vp obermoser4.vp karlovich1.vp karlovich2.vp meaburn1.rp obermoser3.rp obermoser4.rp karlovich1.rp karlovich2.rp",0,3,1,3,0,0,0,4,4
"3403","GORASP2",6,"meaburn2.vp obermoser1.vp karlovich2.vp meaburn2.rp rusch.rp karlovich2.rp",0,2,0,1,0,1,0,2,4
"3404","STRN",10,"gosch.vp meaburn1.vp meaburn2.vp obermoser4.vp dusek.vp rusch.vp karlovich2.vp meaburn2.rp dusek.rp rusch.rp",0,3,1,1,2,2,0,1,6
"3405","CEBPZ",4,"gosch.vp obermoser4.vp larocca.vp obermoser4.rp",0,0,1,2,0,0,1,0,3
"3406","PRKD3",3,"meaburn2.vp meaburn2.rp rusch.rp",0,2,0,0,0,1,0,0,2
"3407","DCAF17",1,"meaburn1.rp",0,1,0,0,0,0,0,0,1
"3408","QPCT",14,"meaburn2.sd meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp larocca.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp rusch.rp larocca.rp karlovich2.rp",0,5,0,5,0,1,2,1,5
"3409","RAB3GAP1",2,"meaburn1.rp rusch.rp",0,1,0,0,0,1,0,0,2
"3410","SLC25A12",1,"meaburn2.vp",0,1,0,0,0,0,0,0,1
"3411","RMDN2",1,"gomez.vp",1,0,0,0,0,0,0,0,1
"3412","DARS",1,"larocca.vp",0,0,0,0,0,0,1,0,1
"3413","SRSF7",0,"",0,0,0,0,0,0,0,0,0
"3414","PLCL1",6,"gosch.vp obermoser3.vp gomez.rp gosch.rp meaburn1.rp obermoser3.rp",1,1,2,2,0,0,0,0,4
"3415","SLC1A4",7,"gosch.vp rusch.vp karlovich1.vp karlovich2.vp gosch.rp meaburn1.rp karlovich2.rp",0,1,2,0,0,1,0,3,4
"3416","SOS1",13,"meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp rusch.vp karlovich2.vp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp karlovich2.rp",0,1,0,7,1,2,0,2,5
"3417","KYNU",16,"gomez.vp gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp karlovich1.vp karlovich2.vp gomez.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser4.rp karlovich1.rp karlovich2.rp",2,2,1,7,0,0,0,4,5
"3418","WIPF1",10,"meaburn2.sd obermoser2.vp karlovich1.vp karlovich2.vp meaburn2.rp obermoser2.rp obermoser3.rp obermoser4.rp karlovich1.rp karlovich2.rp",0,2,0,4,0,0,0,4,3
"3419","ORC2",3,"dusek.vp dusek.rp rusch.rp",0,0,0,0,2,1,0,0,2
"3420","COX7A2L",1,"karlovich2.rp",0,0,0,0,0,0,0,1,1
