"","Symbol","Within Variation (SD)","Total Variation (SD)","Rs","subject","time","repeatability","gen.variance","Average Expression","OVERALL_RP","OVERALL_RANK"
"2584","CACNA2D3",64.19,92.63,7.67,97.67,49.94,98.4,97.78,70.52,97.33,97.33
"14319","NFIL3",69.89,88.35,13.73,85.55,60.77,77.17,81.62,92.4,97.33,97.33
"19702","SKAP2",50.26,87.43,6.57,98.41,30.41,98.48,97.84,89.8,97.34,97.34
"19035","RTP4",81.45,97.49,6.5,90.42,69.1,92.92,97.99,74.33,97.34,97.34
"19797","SLC24A3",85.81,95.84,12.91,96.62,70.63,95.75,98.07,43.22,97.34,97.34
"12059","LY6G6D",82.49,64.8,91.56,52.73,97.3,60.92,54.93,67.89,97.35,97.35
"14228","NDUFS5",46.7,63.38,27.21,84.89,78.58,80.82,80.12,93.64,97.35,97.35
"4526","CYP1B1",76.76,97.44,6.24,88.1,73.56,93.04,95.79,82.16,97.36,97.36
"1699","AXIN2",71.19,85.32,14.39,90.9,50.91,94.99,94.44,64.57,97.36,97.36
"6322","FCRL1",84.56,94.4,8.83,95.19,58.6,97.63,97.69,58.15,97.36,97.36
"5636","EPB41L4A-AS1",41.42,77.92,11.06,90.27,92.47,90.13,88.85,91.43,97.37,97.37
"943","AMIGO1",57.41,65.3,33.91,79.79,94.17,88.72,84.08,62.26,97.37,97.37
"10398","LOC100507006",32.4,86.4,10.51,99.8,6.93,99.64,98.63,86.38,97.38,97.38
"7620","HBQ1",80.47,97.02,7.39,83.03,59.13,86.6,96.25,88.69,97.38,97.38
"17101","REPS2",58.67,75.47,14.63,89.61,85.02,85.39,78.99,88.03,97.39,97.39
"3978","COXFA4",42.5,57.98,30.56,80.1,59.28,79.51,89.9,98.22,97.39,97.39
"18376","RP11-85G21.3",72.01,82.11,14.25,92.74,97.15,90.93,89.72,50.36,97.39,97.39
"8338","IGF2BP2",70.59,97.74,5.03,93.48,37.91,93.57,98.35,90.82,97.4,97.4
"655","AFDN",85.71,98.74,4.07,99.23,66.73,99.36,99.37,60.38,97.4,97.4
"20477","SNRPE",77.29,80.67,47.88,64.91,53.2,67.28,76.55,83.07,97.41,97.41
"22060","TNFAIP6",97.55,99.18,2.6,96.11,56.26,98.02,99.22,88.13,97.41,97.41
"4072","CRISP2",97.29,91.28,72.06,70.48,30.26,73.56,90.38,44.45,97.41,97.41
"20025","SLC71A2",55.19,87.81,14.49,81.16,73.91,84.76,84.28,92.65,97.42,97.42
"24489","ZNG1A",97.58,85.7,54.84,64.17,82.52,51.23,65.08,77.33,97.42,97.42
"19630","SHLD2",71.23,79.87,42.62,66.86,92.48,62.42,68.97,81.98,97.43,97.43
"6426","FKBP1B",91.59,96.4,11.03,86.87,55.05,92.24,97.28,61.36,97.43,97.43
"1314","ARHGEF12",78.78,96.75,6.46,94.68,90.05,93.45,97.17,65.51,97.43,97.43
"20976","STON2",84.63,90.78,26.32,91.39,58.4,89.86,95.76,44.01,97.44,97.44
"1868","BDKRB1",83.52,97.53,6.07,95.86,25.22,96.33,98,76.75,97.44,97.44
"17433","RNR2",98.32,95.78,69.65,18.94,43.69,90.1,97.14,64.68,97.45,97.45
"1242","AQP9",51.45,83.86,7.9,95.85,33.7,93.35,90.73,99.44,97.45,97.45
"9584","LBR",74.68,77.51,44.56,53.32,87.07,56.2,68.76,97.78,97.45,97.45
"13939","MYL7",96.77,96.21,44.74,61.36,99.82,69.75,82.9,32.27,97.46,97.46
"22799","TXK",75.59,86.7,18.56,81.48,36.64,86.38,86.11,77.83,97.46,97.46
"12393","MCEMP1",63.38,94.81,4.82,93.37,73.33,95.04,97.14,94.32,97.47,97.47
"1981","BNIP3L",52.05,96.01,4.65,93.25,82.55,93.19,97.83,98.02,97.47,97.47
"16093","PPDPF",60.25,87.99,7.35,96.97,22.66,97.72,97.89,86.73,97.47,97.47
"12087","LYRM4-AS1",99.94,99.78,99.47,47.52,30.66,46.91,88.04,30.06,97.48,97.48
"16407","PRR5",59.39,71.48,17.54,88.93,70.91,89.28,87.59,80.43,97.48,97.48
"3715","CLK1",72.23,74.94,43.36,67.2,85.68,60.76,74.81,86.19,97.49,97.49
"9677","LGR6",85.64,95.74,14.69,80.21,59.03,97.19,98.55,52.34,97.49,97.49
"8289","IFIT5",81.29,97.87,5.12,93.04,74.83,92.06,97.86,80.9,97.5,97.5
"22410","TREM1",65.01,93.01,5.58,98.18,54.43,94.21,90.89,94.26,97.5,97.5
"20795","SRRD",73.68,90.45,6.59,92.67,57.37,93.77,93.14,90.16,97.5,97.5
"3031","CD151",71.6,96.91,5.54,99.05,65.95,95.79,95.87,76.08,97.51,97.51
"4843","DHRS13",73.96,83.25,24.71,81.02,37.9,78.9,84.18,80.02,97.51,97.51
"14585","NRARP",99.49,98.28,61.9,42.39,67.23,73.6,94.04,47.11,97.52,97.52
"14444","NMI",46.48,72.31,16.73,86.51,64.12,86.78,85.41,97.39,97.52,97.52
"4429","CTTN",83.63,97.41,8.66,89.5,86.99,85.88,87.18,75.02,97.52,97.52
"8893","KBTBD7",91.79,88.03,46.41,71.57,59.29,71.03,78.72,64.21,97.53,97.53
"11708","LRRC4",61.3,79.18,21.17,83.93,54.15,85.61,87.05,82.19,97.53,97.53
"21316","TBC1D9",59.11,85.85,14.1,84.32,72.08,86.13,92.22,83.62,97.54,97.54
"12497","MEFV",66.64,77.26,21.07,81.69,75.84,84.75,82.41,80.34,97.54,97.54
"1415","ARRDC3",88.4,91.35,41.29,52.63,65.3,49.99,76.66,94.68,97.54,97.54
"8510","IL1B",58.78,82.46,9.72,94.82,31.61,93.19,90.26,94.01,97.55,97.55
"14879","OR2A7",58.42,93.99,35.18,97.3,93.51,86.26,81.55,41.36,97.55,97.55
"574","ADGRE4P",92.38,94.03,24.21,91.11,21.23,89.32,95.45,49.68,97.56,97.56
"3557","CHRM3-AS2",72.1,87.96,12.51,90.03,88.9,94.36,96.61,57.04,97.56,97.56
"15302","PCGF3-AS1",85.21,99.11,6.67,97.92,68.89,97.1,98.57,56.14,97.56,97.56
"2734","CASTOR3P",49.49,66.26,23.06,92.22,32.61,95.08,84.87,83.63,97.57,97.57
"3658","CLCNKB",26.93,46.46,23.55,99.57,98.43,99.45,82.61,64.04,97.57,97.57
"5136","DPYD",60.6,69.19,30.84,73.98,65.89,80.45,84.36,88.23,97.58,97.58
"1824","BCAT1",87.31,97.84,7.29,98.31,91.11,98.79,98.97,43.44,97.58,97.58
"19876","SLC2A3",46.77,83.56,6.15,96.48,73.43,98.31,96.17,95.78,97.58,97.58
"3045","CD200",87.44,92.08,19.06,79.52,98.52,79.83,80.57,53.21,97.59,97.59
"21565","THEMIS",74.98,94.52,14.76,93.02,50.62,92.66,97.85,56.52,97.59,97.59
"2061","BST1",50.83,74.96,11.89,92.35,62.97,94.19,91.06,90.5,97.6,97.6
"8472","IKBIP",87.44,93.3,26.83,80.61,17.18,78.4,89.76,70.97,97.6,97.6
"15775","PLAUR",49.87,69.76,17.63,87.29,90.94,83.13,78.44,93.25,97.61,97.61
"553","ADCY4",78.98,72.04,53.91,80.04,28.7,82.56,85.69,62,97.61,97.61
"14980","OSBP2",80.06,98.43,3.3,96,73.03,97.27,98.94,89.65,97.61,97.61
"11391","LOC107984035",98.1,64.88,98.89,74.74,98.85,47.15,55.39,45.59,97.62,97.62
"14867","OR1D2",51.32,69.71,63.89,94.26,31.91,96.63,95.59,43.8,97.62,97.62
"17211","RHOU",72.36,83.37,24.64,81.84,57.88,83.37,90.36,70.21,97.63,97.63
"16640","PTPRJ",55.89,66.32,30.97,87.36,20.76,86.11,81.92,90.63,97.63,97.63
"19097","S1PR3",73.57,84.47,17.18,92.81,87.57,87.4,84.6,61.32,97.63,97.63
"18740","RPL10A",55.86,69.95,19.61,80.31,75.18,81.79,77.81,99.19,97.64,97.64
"4849","DHRS4L1",66.24,88.58,12.83,97.43,76.04,96.2,96.49,55.73,97.64,97.64
"1437","ASAP1",50.08,65.65,19.12,91.08,55.58,91.74,87.97,88.5,97.65,97.65
"16229","PRAG1",36.11,67.98,14.19,94.16,61.78,97.84,92.41,92.43,97.65,97.65
"14134","NCF1C",43.29,72.46,8.72,94.9,92.53,91.57,87.96,97.39,97.65,97.65
"20450","SNORD89",80.08,88.07,20.67,92.01,16.37,83.67,89.19,73.19,97.66,97.66
"4126","CSGALNACT1",73.43,92.55,9.97,93.76,80.62,89.57,94.46,69.71,97.66,97.66
"3120","CDA",68,89.84,6.22,96.01,60.23,92.14,92.34,94.74,97.67,97.67
"16714","PYGL",55.78,87.74,9.93,94.77,27.04,89.88,88.4,97.72,97.67,97.67
"14898","OR2W5P",91.82,82.08,43.8,72.57,66.74,79.33,83.68,58.57,97.67,97.67
"19350","SELENBP1",92.25,99.1,2.9,95.8,31.12,96.01,98.83,97.87,97.68,97.68
"8251","ID3",60.68,74.81,24.88,82.13,24.49,91.23,84.47,85.97,97.68,97.68
"1823","BCAS4",62.96,78.3,15.84,94.14,82.31,94.33,91.88,62.57,97.69,97.69
"8049","HOOK1",84.03,84.76,38.89,83.53,55.83,89.48,93.65,46.72,97.69,97.69
"11733","LRRC75A.AS1",82.98,85.09,17.6,68.42,71.87,71.3,88.44,91.07,97.69,97.69
"3243","CEACAM1",73.87,85.38,13.17,91.18,77.41,92.01,93.65,65.48,97.7,97.7
"1463","ASF1B",54.81,75.33,12.34,94.71,66.68,96.3,94.23,77.95,97.7,97.7
"9699","LILRA2",37.54,68.54,10.21,97.06,66.41,97.6,90.61,98.75,97.71,97.71
"17403","RNF24",71.19,80.74,19.66,79.73,49.53,79.01,81.66,93.93,97.71,97.71
"9706","LILRB3",38.5,72.56,9.29,97.55,59.88,97.99,91.58,98.73,97.72,97.72
"8595","INKA2",51.77,91.04,12.76,92.65,76.8,95.31,94.32,71.14,97.72,97.72
"1267","ARG1",98.59,98.71,8.45,88.65,36.95,94.35,98.95,59.94,97.72,97.72
"3401","CFAP68",39.82,70.49,15.59,96.71,70.23,98.26,90.47,79.99,97.73,97.73
"6605","FRG1JP",99.37,99.52,17.65,91.82,84.33,99.01,99.82,18.87,97.73,97.73
"21708","TLR2",65.14,77.77,13.42,92.84,16.85,90.49,88.54,94.8,97.74,97.74
"10099","LINC02987",38.36,56.97,23.29,93.13,93.41,89.97,77,89.79,97.74,97.74
"4955","DMRTB1",98.88,99.14,11.68,96.06,26.58,89.57,96.75,52.7,97.74,97.74
"1783","BANK1",48.72,88.69,4.72,97.87,87.41,99.06,97.71,90.27,97.75,97.75
"22600","TSC22D1",78.21,93.22,6.98,87.35,52.99,93.81,95.14,90.8,97.75,97.75
"20020","SLC6A6",64.86,77.4,22.14,87.81,32.66,80.76,82.16,90.2,97.76,97.76
"5351","EEF1B2",91.52,88.62,54.91,60.67,73.98,56.28,76.26,75.88,97.76,97.76
"9618","LDHB",52.24,58.86,30.51,80.78,63.02,85.28,79.55,96.93,97.76,97.76
"14991","OSCAR",48.85,70.04,13.64,95.11,70.28,94.74,88.13,87.63,97.77,97.77
"10242","LOC100132062",55.54,59.01,26.9,84.22,94.11,83.96,80.04,81.2,97.77,97.77
"19830","SLC25A37",49.36,91.95,4.47,97.52,67.91,98.27,97.8,99.25,97.78,97.78
"3988","CPD",53.12,74.3,19.59,88.89,35.74,88.56,87.55,90.81,97.78,97.78
"13893","MXD3",65.39,70.68,23.39,86.29,55.98,88.93,87,78.34,97.78,97.78
"16869","RADX",89.11,89.26,45.85,87.64,27.55,74.41,72.84,64.2,97.79,97.79
"10071","LINC02482",18.3,99.36,4.35,99.96,93.69,99.94,99.94,62.73,97.79,97.79
"14930","OR52K2",98.7,96.39,34.39,83.97,20.74,90.38,97.39,41.19,97.8,97.8
"15711","PITPNM2",55.26,63.83,28.09,84.59,65.17,87.88,87.59,83.03,97.8,97.8
"7562","HACD4",44.03,55.83,31.85,84.41,93.88,81.26,77.14,91.79,97.8,97.8
"2829","CCDC140",75.81,63.39,80.87,63.61,66.11,70.5,72.59,76.87,97.81,97.81
"14679","NUCB2",54.7,74.13,26.42,75.85,78.47,89.72,92.06,76.92,97.81,97.81
"22805","TXN",49.33,72.13,21.11,85.82,33.05,87.07,90.78,94.9,97.82,97.82
"1921","BIRC3",73.08,89.27,21.3,78.07,66.47,76.19,84.71,83.11,97.82,97.82
"19164","SAXO4",93.3,80.77,84.11,57.08,95.07,63.66,72.83,51.93,97.83,97.83
"10781","LOC101928548",83.09,79.05,60.27,56.76,43.69,97.09,95.78,48.95,97.83,97.83
"3976","COX7C",49.01,58.73,31.6,82.04,81.04,79.64,80.83,96.19,97.83,97.83
"4853","DHRS9",67.04,92.3,6.14,95.51,89.55,97.85,97.77,72.87,97.84,97.84
"9557","LAP3",75.25,97.76,4.32,93.09,65.18,93.84,98.31,94.2,97.84,97.84
"19470","SERPINF1",45.63,80.52,9.99,99.22,91.99,98.99,96.64,63.43,97.85,97.85
"20140","SMCHD1",90.39,91.17,25.01,70.42,25.9,66.66,81.04,93.17,97.85,97.85
"19678","SIPA1L2",90.77,92.97,20.14,79.56,35.86,85.38,92.33,66.87,97.85,97.85
"14358","NHSL1-AS1",78.91,83.83,37.01,86.4,97.17,80.3,81.76,44.21,97.86,97.86
"20539","SOD2",67.89,90.16,15.5,84.43,50.84,84.14,86.49,87.37,97.86,97.86
"12187","MAML3",76.85,74.32,45.55,74.87,75.76,82.24,87.95,60.64,97.87,97.87
"8717","ISLR",95.87,90.47,48.43,72.88,25.22,78.54,89.22,56.8,97.87,97.87
"1694","AVP",90.4,82.81,48.09,71.64,26.58,78.46,86.01,65.65,97.87,97.87
"12248","MAP3K13",59.57,58.91,33.47,86.52,87.72,90.3,81.03,71.52,97.88,97.88
"5237","DUSP6",55.88,74.72,16.43,86.33,33.33,87.72,89.68,96.42,97.88,97.88
"3694","CLEC4E",83.51,88.11,22.8,83.96,48.95,85.13,85.37,70.09,97.89,97.89
"8927","KCNJ2",64.33,93.85,6.9,95.97,25.56,94.3,94.97,95.99,97.89,97.89
"6875","GDPD3",64.31,66.52,35.07,85.94,82.49,82.26,80.22,73.87,97.89,97.89
"6082","FAM241B",93.68,91.18,34.3,87.55,26.58,83.5,85.09,55.8,97.9,97.9
"12063","LY75",65.15,87.56,16.78,83.14,85.23,81.85,88.48,78.88,97.9,97.9
"22163","TOP1P2",97.25,78.11,96.4,40.9,65.19,50.33,71.54,79.23,97.91,97.91
"11779","LSMEM1",67.94,97.63,8.59,98.47,81.39,96.04,96.63,61.16,97.91,97.91
"12503","MEGF9",66.29,85.43,21.02,79.84,28.75,79.99,86.01,93.81,97.91,97.91
"21547","THBD",70.1,90.7,12.61,90.4,38.75,94.27,96.06,72.87,97.92,97.92
"15868","PLPP6",53.14,66.3,23.08,88.54,95.26,88.06,85.78,70.78,97.92,97.92
"6286","FBXO7",67.9,88.29,8.57,90.49,69.08,87.64,89.29,96.24,97.93,97.93
"2949","CCL4",68.46,94.89,4.67,95.56,61.91,99.08,98.22,87.63,97.93,97.93
"9163","KIR3DS1",85.1,84.84,33.73,91.76,98.88,92.95,92.86,25.63,97.94,97.94
"19252","SCO2",73.64,93.36,10.2,86.73,17,91.25,96.82,92.32,97.94,97.94
"6379","FGFBP2",91.71,98.87,2,98.92,64.24,99.5,99.44,95.47,97.94,97.94
"21706","TLR1",62.06,81.85,13.45,90.19,20.96,89.16,89.3,96.57,97.95,97.95
"2067","BTBD16",79.87,73.58,74.45,69.22,95.16,71.93,75.72,53.1,97.95,97.95
"3059","CD28",66.1,70.33,41.49,71.16,75.45,81.92,84.25,77.57,97.96,97.96
"32","AATBC",71.91,81.97,20.82,87.45,55.88,84.33,87.18,77.2,97.96,97.96
"23593","XK",96.12,98.89,4.22,98.84,63.16,98.65,99.35,65.06,97.96,97.96
"4222","CTBP2",64.54,78.09,27.92,77.79,75.64,81.29,80.87,84.35,97.97,97.97
"8454","IGLV4-69",84.26,87.01,26.75,88.06,98.54,80.45,91.29,40.38,97.97,97.97
"6313","FCGR3B",81.21,98.14,3.65,95.79,32.59,95.65,98.46,98.92,97.98,97.98
"15821","PLEKHF1",45.74,73.22,16.82,92.33,31.16,95.87,93.42,89.33,97.98,97.98
"22889","UBE2J1",63.65,73.94,28.56,74.15,38.35,81.59,84.5,94.42,97.98,97.98
"19099","S1PR5",70.03,97.23,2.94,98.69,83.96,99.41,99.04,91,97.99,97.99
"8172","HSPA6",53,87.37,5.13,98.7,63.94,98.94,97.19,95.89,97.99,97.99
"3232","CDR2",35.75,61.58,15.14,96.1,86.02,98.24,90.27,88.19,98,98
"20005","SLC66A3",30.56,60.03,19.04,94.98,83.48,93.92,90.97,94.77,98,98
"65","ABCC13",90.09,99.43,3.96,99.25,53.82,99.03,99.59,66.56,98,98
"3227","CDKN3",98.88,97.75,34.39,86.79,93.21,85.72,92.44,29.91,98.01,98.01
"24490","ZNG1B",99.63,99.55,59.53,76.85,57.96,70.96,98.1,29.88,98.01,98.01
"4091","CRTAM",69.08,78.84,16.04,86.65,93.23,90.6,89.03,66.97,98.02,98.02
"22903","UBE2Q2P13",88.38,84.67,74.88,71.48,99.63,67.84,63.69,40.16,98.02,98.02
"20970","STMP1",75.46,95.07,25.44,68,92.94,75.47,77.31,76.19,98.02,98.02
"13814","MTHFD2",68.68,76.92,33.39,73.19,90.78,71.5,82.65,78.98,98.03,98.03
"12375","MBNL3",87.33,95.15,16.1,78.41,89.42,78.63,86.3,71.49,98.03,98.03
"13155","MIR570HG",98.88,99.57,4.49,98.18,90.81,99.39,99.7,46.37,98.04,98.04
"19314","SEC14L1",51.4,81.53,14.3,83.22,77.94,87.34,89.95,95.86,98.04,98.04
"1998","BORCS7",29.3,53.88,15.02,93.59,95.83,96.83,96.29,89.93,98.05,98.05
"21460","TESC",75.76,97.48,5.84,90.42,55,91.77,92.98,97.88,98.05,98.05
"22451","TRIM25",54.28,76.34,13.71,94.22,37.78,91.09,89.02,94.56,98.05,98.05
"8767","ITK",41.71,60.34,21.45,88.12,82.78,90.79,83.59,97.12,98.06,98.06
"12348","MATK",61.17,76.02,19.85,94.05,33.62,93.23,91.43,75.29,98.06,98.06
"6301","FCER2",91.13,98.48,5.1,99.24,62.97,93.98,92.25,77.68,98.07,98.07
"8516","IL1RN",59.88,88.39,6.06,95.87,77.42,94.97,95.55,95.59,98.07,98.07
"4460","CXCL1",80.33,93.81,13.29,96.69,74.46,87.93,88.71,64.66,98.07,98.07
"6887","GET1",56.69,84.73,14.67,94.01,65.3,94.95,94.82,72.61,98.08,98.08
"20068","SLCO4C1",96.74,97.55,23.52,81.64,76.58,72.51,92.4,58.26,98.08,98.08
"1488","ASPRV1",66.9,95.41,6.64,98.99,56.17,98.13,97.41,77.38,98.09,98.09
"19875","SLC2A14",72.43,93.99,9.73,97.13,88.52,95.67,97.89,57.87,98.09,98.09
"22409","TRDV3",96.82,99.7,1.42,99.79,53.15,99.84,99.78,95.95,98.09,98.09
"4125","CSF3R",52.47,74.76,11.44,95.41,73.78,91.17,83.2,98.02,98.1,98.1
"22642","TSPAN5",73.74,97.95,4.57,92.42,66.01,93.56,98.09,96.56,98.1,98.1
"13895","MXI1",74.62,95.61,4.91,95.72,33.1,95.83,97.53,97.16,98.11,98.11
"9246","KLRA1P",98.96,99.62,11.18,97.74,75.15,98.96,99.74,30.51,98.11,98.11
"6536","FOLR2",81.81,77.67,41.99,88.39,90.5,77.44,75.36,58.04,98.11,98.11
"5662","EPHB6",69.7,64.97,44.37,77.44,88.12,80.43,82.06,71.84,98.12,98.12
"812","ALDH1A1",75.79,92.48,10.11,96.86,57.47,91.92,94.76,74.41,98.12,98.12
"14132","NCF1",57.28,74.43,17.19,86.03,57.28,84.49,85.26,98.43,98.13,98.13
"9719","LIMK2",66.04,88.67,9.82,92.47,62.44,92.59,94.16,86.15,98.13,98.13
"13501","MOCS2-DT",98.75,99.47,62.82,94.26,30.66,92.8,99.82,15.84,98.13,98.13
"24168","ZNF467",56.29,77.2,12.78,90.78,65.93,91.34,86.18,96.36,98.14,98.14
"15882","PLVAP",94.84,98.37,5.16,92.93,89.7,96.13,98.24,68.03,98.14,98.14
"7493","H2AC17",94.02,98.41,17.38,90.71,75.48,94.71,98.11,41.16,98.15,98.15
"8245","ICOS",56.52,73.18,24.37,82.93,85.49,90.36,88.54,76.74,98.15,98.15
"3038","CD19",58.88,89.72,5.93,98.14,71.89,98.83,97.4,86.55,98.16,98.16
"17036","RBP7",81.02,89.52,19.37,85.88,56.73,75.91,80.41,86.32,98.16,98.16
"14989","OSBPL8",64.52,86.15,12.31,88.99,64.77,87.36,83.34,96.05,98.16,98.16
"8340","IGF2R",72.58,81.21,30.66,83.21,75.95,83.73,87.11,67.57,98.17,98.17
"20860","ST3GAL4",76.64,84.01,19.37,87.52,78.37,88.12,88.27,68.43,98.17,98.17
"11748","LRRK2",82.09,96.44,11.73,83.2,33.3,79.48,88.82,96.24,98.18,98.18
"22759","TUBB1",72.81,95.93,9.03,90.21,56.38,87.61,87.88,95.71,98.18,98.18
"4458","CX3CR1",67.24,86.16,7.89,94.88,49.64,97.56,96.71,87.92,98.18,98.18
"7181","GPC6",80.03,81.37,38.46,71.32,92.93,72.24,73.52,74.62,98.19,98.19
"19072","RYBP",49.04,68.08,15.22,89.84,91.63,88.62,81.15,96.42,98.19,98.19
"16689","PWAR6",95.35,97.92,42.91,79.55,37.29,80.56,96.48,46.81,98.2,98.2
"19969","SLC45A3",77.02,97,12.91,86.64,83.28,94.38,98.43,57.61,98.2,98.2
"21934","TMEM263",96.98,97.61,36.37,65.63,80.69,66.36,81.7,67.97,98.2,98.2
"22355","TRAV9-2",64.64,68.24,49.77,87.5,85.39,85.16,80.49,62.07,98.21,98.21
"7228","GPR160",72.09,91.1,10.48,94.94,86.07,87.18,89.68,77.75,98.21,98.21
"18963","RRM2B",73.44,83.98,38.5,75.16,53.69,73.23,87.5,79.04,98.22,98.22
"1723","B3GNT2",75.84,79.33,41.55,73.67,92.66,74.99,85,64.37,98.22,98.22
"14401","NKG7",68.29,97.77,3.22,97.36,65.5,99.15,98.92,98.59,98.22,98.22
"3768","CMTM2",71.73,85.15,15.51,87.66,51.12,79.55,79.4,98.11,98.23,98.23
"21692","TLCD4",95.01,99.04,8.31,98.93,88.5,94.44,99,46.04,98.23,98.23
"1618","ATP5PF",80.62,82.04,52.41,64.72,90.65,54.78,66.06,90.91,98.24,98.24
"9211","KLHL2",91.98,94.65,37.93,72.12,36.81,60.29,77.68,85.47,98.24,98.24
"21710","TLR4",66.15,83.4,11.85,93.05,56.7,93.52,91.6,85.23,98.24,98.24
"23038","UMODL1-AS1",99.02,93.05,74.52,68.64,67.19,57.25,73.58,61.07,98.25,98.25
"14951","OR7E156P",76.46,83.71,14.41,88.34,95.74,89.76,90.2,62.13,98.25,98.25
"16204","PPP4R1",47.44,72.7,14.59,90.8,74.17,91.87,88.23,96.94,98.26,98.26
"17332","RNF11",64.47,95.74,8.02,91.96,38.5,92.68,97.69,93.39,98.26,98.26
"22506","TRIML1",68.86,78.82,31.49,94.07,26.58,94.37,93.37,58.74,98.26,98.26
"19657","SIGLEC17P",68.48,95.83,6.41,99.13,88.55,99.21,99.02,60.45,98.27,98.27
"17091","RELL1",64.92,74.25,15.86,83.64,84.2,85.32,83.28,94.87,98.27,98.27
"6080","FAM239B",99.83,99.98,4.08,99.95,94.1,99.94,99.97,15.09,98.28,98.28
"17050","RCBTB2",65.3,76.2,25.09,85.25,69.53,79.7,82.47,88.69,98.28,98.28
"13224","MIR6747",73.91,77.17,20.56,67.2,94.97,76.06,84.79,88.45,98.29,98.29
"22238","TPST1",89.56,88.24,20.73,87.98,78.07,89.96,91.25,56.72,98.29,98.29
"3259","CEBPD",49.9,63.43,27.19,84.16,78.33,83.13,79.38,99.2,98.29,98.29
"3896","COLQ",68,84.59,10.92,95.37,88.87,95.54,95.4,68.33,98.3,98.3
"6","A2M-AS1",86.53,99.08,9.35,97.79,18.3,97.78,99.49,59.24,98.3,98.3
"22651","TSPOAP1-AS1",42.93,57.96,18.69,96.52,89.81,95.66,87.11,85.34,98.31,98.31
"9911","LINC00999",87.99,85.87,34.13,88.86,28.7,91.43,94.26,52.65,98.31,98.31
"7571","HAL",69.76,90.27,10.66,89.63,63.43,92.01,93.78,86.45,98.31,98.31
"1836","BCL11B",53.02,76.32,12.77,89.19,86.25,90.31,89.09,95.17,98.32,98.32
"3693","CLEC4D",96.48,97.63,14.87,83.97,80.04,83.55,95.64,61.74,98.32,98.32
"18762","RPL17",64.25,80.92,17.1,77.28,89.72,75.59,85.05,96.73,98.33,98.33
"20225","SNCA",73.83,98.46,2.97,98.35,58.45,98.81,99.14,99.36,98.33,98.33
"9248","KLRB1",63.82,88.28,7.55,96.2,57.21,94.38,94.36,95.46,98.33,98.33
"7250","GPR56",81.47,86.09,20.89,43.64,43.69,97.2,96.5,89.38,98.34,98.34
"3030","CD14",48.55,70.98,17.74,90.84,57.03,89.78,85.77,99.02,98.34,98.34
"7070","GNG10",98.19,95.35,44.67,84.5,16.63,68.95,78.47,70.68,98.35,98.35
"13892","MXD1",54.87,77.8,17.53,87.02,63.91,84.48,85.98,97.99,98.35,98.35
"19978","SLC4A1",96.88,98.38,8.11,92.15,53.26,88.21,93.46,80.12,98.35,98.35
"13574","MRFAP1L2",47.1,56.18,29.25,90.52,90.86,90.72,83.91,84.14,98.36,98.36
"16948","RASGRP1",66.99,62.56,48.18,73.96,55.18,78.59,81.11,91.99,98.36,98.36
"21412","TDP2",71.07,83.52,34.76,78.54,62.78,69.49,77.21,91.54,98.37,98.37
"22823","TYMP",67.74,88.78,8.3,92.93,60.6,94.49,95.42,92.05,98.37,98.37
"21383","TCF7L2",83.83,92.37,22.12,82.91,57.3,79.07,87.02,77.37,98.37,98.37
"2174","C12orf57",71.52,89.22,18,77.77,78.5,76.21,84.9,93.46,98.38,98.38
"18903","RPS2P45",99.43,82.8,98.39,49.84,99.87,53.4,71.65,33.64,98.38,98.38
"1601","ATP5IF1",64.27,76.79,23.86,84.36,86.09,81.76,81.12,85.37,98.39,98.39
"21044","SULF2",60.43,77.97,16.39,79.24,61.19,91.37,90.88,95.5,98.39,98.39
"13759","MT-ND2",85.07,90.16,27.25,65.94,71.29,66.78,74.41,97.67,98.4,98.4
"8680","IRAG1",91.39,98.68,4.99,98.87,30.46,98.92,99.28,72.72,98.4,98.4
"7085","GNL3LP1",79.74,71.28,86.3,64.25,97.06,89.81,79.13,40.46,98.4,98.4
"13690","MS4A2",98.08,98.67,12.78,92.69,56.4,96.79,98.81,48.03,98.41,98.41
"2019","BRD10",78.76,74.46,62.31,76.19,52.76,76.21,80.85,72.3,98.41,98.41
"17018","RBM47",80.98,90.99,24.51,74.81,65.45,71.24,75.64,95.58,98.42,98.42
"21601","TIFA",64.4,74.24,19.03,90.99,86.01,93.1,90.93,70.69,98.42,98.42
"19426","SEPTIN4",98.87,99.36,6.08,96.68,26.58,94.95,99.33,70,98.42,98.42
"9672","LGALSL",69.96,78.76,18.11,87.41,90.4,91.48,89.69,69.69,98.43,98.43
"7102","GOLGA2P10",76.25,86.13,19.18,89.18,92.57,90.55,92.66,56.74,98.43,98.43
"6590","FPR2",70.21,97.66,8.12,94.5,50.87,87.44,91.66,96.49,98.44,98.44
"3543","CHMP5",82.22,86.79,31.51,64.73,81.09,66.24,86.58,86.81,98.44,98.44
"16706","PXYLP1",71,82.16,23.66,85.65,76,90.13,94.92,65.78,98.44,98.44
"16269","PREX1",54.83,74.27,21.73,86.25,64.31,86.32,84.34,96.18,98.45,98.45
"16563","PTGDR",95.41,96.66,16.83,88.23,21.82,92.11,97.92,60.85,98.45,98.45
"13857","MTSS1",54.15,82.42,9.91,95.75,73.47,95.03,93.97,92.21,98.46,98.46
