"","Symbol","Within Variation (SD)","Total Variation (SD)","Rs","subject","time","repeatability","gen.variance","Average Expression","OVERALL_RP","OVERALL_RANK"
"5435","EIF2AK3",74.59,79.44,35.83,73.51,55.92,72.85,81.18,69.57,96.2,96.2
"19565","SGTB",80.9,83.2,33.09,72.02,74.33,71.47,79.38,65.12,96.2,96.2
"21524","TGM3",90.61,93.76,10.76,93.76,56.29,84.6,82.18,66.69,96.2,96.2
"15386","PDGFC",94.91,96.61,18.61,82.47,79.47,82.61,89.46,46.94,96.21,96.21
"16770","RAB24",51.21,57.82,30.79,84.48,21.77,82.25,76.45,96.31,96.21,96.21
"21724","TM6SF1",64.14,81.03,20.19,83.94,27.15,81.02,80.14,84.39,96.22,96.22
"14671","NUAK1",99.22,98.79,12.19,80.81,76.95,96.88,98.75,34.53,96.22,96.22
"633","ADSS2",82.47,79.13,54.7,56.72,50.88,58.24,70.68,84.45,96.22,96.22
"16717","PYHIN1",52.59,75.82,11.83,87.34,57.33,95.49,90.92,81.67,96.23,96.23
"2318","C1orf210",99.61,98.25,72.9,64.16,18.68,61.82,87.48,40.29,96.23,96.23
"8441","IGLV2-14",46.56,96.57,2.54,98.86,91.87,99.34,98.86,91.43,96.24,96.24
"24117","ZNF385A",52.44,72.24,15.13,89.28,68.13,90.47,87.57,78.3,96.24,96.24
"20869","ST6GALNAC2",76.22,87.3,21.23,77.36,52.56,76.61,79.31,77.22,96.24,96.24
"9772","LINC00315",4.87,50.44,14.32,99.98,99.94,99.98,99.22,49.12,96.25,96.25
"19662","SIGLEC8",87.43,98.52,5.54,98.35,74.05,98.73,99.19,46.91,96.25,96.25
"20170","SMIM24",97.45,99.5,4.2,87.15,25.52,92.2,98.19,80.58,96.26,96.26
"19731","SLC12A2-DT",98.76,97.96,54.42,75.86,32.44,68.07,76.92,46.47,96.26,96.26
"7350","GSAP",73.55,82.58,25.02,68.33,74.57,71.25,78.39,81.22,96.27,96.27
"3568","CHRNG",36.33,37.5,57.71,96.66,99.2,97.86,69.55,49.56,96.27,96.27
"20268","SNORA21",85.63,98.3,36.18,60.93,91.47,78.33,79.22,48.18,96.27,96.27
"22227","TPPP3",79.72,82.09,17.39,92.18,63.49,90.05,90.6,52.41,96.28,96.28
"15289","PCDHGB6",93.52,88.5,52.26,58.92,87.04,66.02,78.62,53.81,96.28,96.28
"21835","TMEM167A",56.43,55.19,54.13,70.42,79.52,69.17,70.52,89.6,96.29,96.29
"6934","GIMAP2",59.43,68.49,40.41,58.44,74.14,66.7,79.72,92.47,96.29,96.29
"21012","STX3",45.24,69.87,15.26,87.48,55,85.88,82.41,97.32,96.29,96.29
"8094","HPF1",57.26,65.49,28.31,78.5,83.08,82.35,77.92,78.59,96.3,96.3
"15625","PID1",74.42,89.11,7.98,88.01,74.16,94.78,95.2,69.96,96.3,96.3
"3674","CLDND2",89.22,93.65,10.72,80.41,67.04,90.55,96.14,61.68,96.31,96.31
"13822","MTLN",67.08,81.94,18.25,82.98,65.68,88.99,85.52,67.81,96.31,96.31
"19126","SAMSN1",54.02,67.73,26.9,76.41,87.1,76.1,79.57,84.05,96.31,96.31
"18568","RP2",96.54,95.48,42.66,63.47,73.96,56.98,79.17,60.41,96.32,96.32
"9151","KIR2DL1",92.74,97.65,8.63,95.79,38.59,97.41,98.38,47.73,96.32,96.32
"19986","SLC4A7",77.9,68.28,65.27,62.33,91.94,61.64,74.07,63.68,96.33,96.33
"19170","SBF2",80.25,90.64,26.4,74.63,32.88,76.35,88.34,66.5,96.33,96.33
"20184","SMN1",73.89,83.44,17.64,90.1,86.69,83.68,84.05,57.63,96.33,96.33
"4890","DIPK1B",73,99.1,3.06,99.56,94.93,99.79,99.63,50.07,96.34,96.34
"19148","SARS2",59.78,71.12,23.57,90.02,74.17,85.52,82.85,67.56,96.34,96.34
"15623","PICALM",53.37,52.68,50.84,79.2,54.91,75.94,72.35,90.65,96.35,96.35
"6829","GBP1",65.17,98.16,3.45,93.96,56.74,95.47,98.5,95.6,96.35,96.35
"12418","MCOLN2",49.52,84.21,9.93,94.38,67.37,97.5,96.84,69.9,96.35,96.35
"621","ADRA1D",95.1,93.46,43.43,49.54,92.6,58.58,62.27,73.55,96.36,96.36
"8030","HNRNPH1",48.59,51.86,29.96,82.54,80.89,78.08,71.73,97.43,96.36,96.36
"14243","NECAB2",79.47,89.15,11.56,94.3,17.21,95.78,96.93,60.55,96.37,96.37
"19151","SASH1",81.64,98.35,6.84,98.78,79.41,96.51,98.59,47.53,96.37,96.37
"3705","CLIC2",80.56,89.18,25.54,89.53,35.34,87.91,93.22,47.3,96.38,96.38
"13752","MT-ATP6",56.08,55.7,47.49,49.01,96.32,61.86,67.61,98.74,96.38,96.38
"4660","DCPH1",96.91,93.37,66.55,53.57,38.18,54.4,77.62,64.84,96.38,96.38
"9744","LINC00173",64.87,78.63,15.55,92.33,49.05,90.24,89.77,68.38,96.39,96.39
"19768","SLC19A1",52.73,63.44,23.95,86.05,75.05,84.18,78.93,83.35,96.39,96.39
"23227","VCPKMT",63.29,76.59,30.49,71.71,88.15,69.37,77.25,78.67,96.4,96.4
"1847","BCL3",69.23,81.27,23,74.4,37.16,77.82,79.11,86.28,96.4,96.4
"8716","ISL2",79.12,87.32,13.38,94,24.18,97.28,96.97,52.93,96.4,96.4
"22349","TRAV8-1",89.08,80.76,26.17,70.44,99.4,79.5,81.23,42.25,96.41,96.41
"5856","F13A1",71.05,95.03,4.94,92.82,72.31,88.75,85.56,96.23,96.41,96.41
"17314","RNASE4",76.22,91.96,12.45,95.02,58.09,95.41,96.47,50.1,96.42,96.42
"4673","DCUN1D1",67.67,79.09,23.59,72.75,67.66,75.52,75.78,87.11,96.42,96.42
"4918","DLEU2",57.32,66.67,24.35,84.85,86.81,84.47,83.98,69.76,96.42,96.42
"1418","ARRDC4",74.72,97.73,4.77,98.25,63.79,98.47,98.65,64.07,96.43,96.43
"4223","CTBS",69.6,85.53,20.44,84.38,23.27,75.72,79.76,85.03,96.43,96.43
"6300","FCER1G",41.65,66.8,10.75,94.57,65.72,93.08,87.85,95.98,96.44,96.44
"7231","GPR171",63.21,73.59,19.7,80.79,86.34,76.4,76.97,83.93,96.44,96.44
"14116","NCAM1",77.95,94.29,14.17,89.28,35.65,92.1,96.13,55.45,96.44,96.44
"16682","PVRIG",39.59,58.21,20.27,88.61,69.78,89.51,80.93,95.28,96.45,96.45
"16171","PPP1R3D",50.9,62.31,28.76,87.68,54.27,85.04,80.58,82.19,96.45,96.45
"21688","TKTL1",57.24,93.62,5.46,96.48,86.5,98.93,98.59,66.12,96.46,96.46
"5960","FAM153B",98.05,98.6,6.74,94.53,64.2,94.28,98.76,50.82,96.46,96.46
"12166","MAK",85.46,96.84,7.01,90.73,32.32,94.9,96.91,70.24,96.46,96.46
"17229","RIDA",73.03,70.29,55.33,51.19,95.71,72.98,72.55,66.73,96.47,96.47
"9176","KLF1",96.81,98.8,6.35,89.39,23.11,88.25,93.89,77.83,96.47,96.47
"8269","IER3",59.43,76.4,14.91,85.75,85.7,84.14,77.59,83.55,96.48,96.48
"2852","CCDC167",67.18,79.24,26.93,81.85,28.86,79.58,82.32,77.53,96.48,96.48
"15148","PANX2",66.9,73.6,21.04,87.61,61.77,83.54,82.36,73.24,96.49,96.49
"7153","GP1BB",55.52,98.27,5.17,90.08,73.33,90.14,97.93,91.12,96.49,96.49
"8513","IL1RAP",67.78,75.71,26.48,86.75,21.7,78.93,79.1,80.47,96.49,96.49
"4505","CYB5R4",52.62,64.11,37.7,81.19,55.88,72.64,72.28,94.01,96.5,96.5
"5297","EBF1",83.2,96.61,7.58,98.06,76.81,98.75,98.53,44.95,96.5,96.5
"452","ACTN1",42.46,68.46,16.39,80.33,88.07,81.86,77.95,99.14,96.51,96.51
"771","AKAP7",93.74,87.53,38.04,64.35,82.45,60.09,70.7,71.39,96.51,96.51
"13692","MS4A4A",92.47,96.79,14.55,88.91,78.01,89.24,96.03,43.51,96.51,96.51
"18788","RPL26",51.84,68.05,23.52,82.8,35.3,80.48,83.51,93.66,96.52,96.52
"4571","CYSTM1",61.34,91.94,8.56,92.64,15.34,91.4,93.94,94.08,96.52,96.52
"635","ADTRP",73.83,95.54,4.58,98.77,86.29,99.05,98.42,58.89,96.53,96.53
"13927","MYH4",78.2,67.22,72.66,62.13,26.58,69.71,73.99,75.91,96.53,96.53
"8288","IFIT3",83.16,98.94,1.95,96.8,86.8,96.79,98.75,93.99,96.53,96.53
"1095","ANXA2P1",99.23,96.77,72.59,41.99,75.56,58.74,83.2,51.34,96.54,96.54
"10821","LOC101928717",65.65,67.87,22.59,92.18,43.69,94.29,91.02,58.96,96.54,96.54
"3102","CD79B",60.62,90.58,4.9,97.88,36.53,98.57,96.45,86.43,96.55,96.55
"16586","PTGS2",96.7,95.42,33.03,69.19,28.49,75.23,89.93,56.13,96.55,96.55
"2082","BTG1-DT",17.19,59.93,19.27,89.2,99.34,98.53,81.79,78.12,96.55,96.55
"15303","PCGF5",82.93,88.26,23.14,73.69,70.83,65.33,76.02,80.69,96.56,96.56
"1465","ASGR2",50.62,83.46,5.36,99.29,69.76,98.88,97.31,79.72,96.56,96.56
"8167","HSPA1B",61.62,85.72,10.38,91.64,60.02,94.01,90.98,74.96,96.57,96.57
"16474","PSMA3-AS1",62.53,72.85,58.36,60.26,79.55,63.5,73.87,82.11,96.57,96.57
"15764","PLAAT4",43.26,49.16,23.46,86.32,79.93,84.27,77.33,98.84,96.57,96.57
"15938","PNOC",72.94,95.43,12.94,91.05,81.66,86.68,80.06,64.73,96.58,96.58
"22347","TRAV5",72.87,98.37,14.51,98.11,71.29,94.96,99.23,34.15,96.58,96.58
"15451","PELI1",63.12,87.62,16.48,80.08,69.82,67.73,76.52,95.87,96.59,96.59
"9867","LINC00877",59.4,83.91,14.36,89.85,75.66,90.92,90.77,66.55,96.59,96.59
"7481","H1-0",65.33,99.2,2.51,99.85,19.26,99.8,99.68,83.31,96.6,96.6
"12466","MED15P9",80.68,70.04,23.7,64.31,90.97,70.07,69.91,90.6,96.6,96.6
"4066","CRIP1",45.51,76.29,9.01,95.08,67.41,91.07,86.38,96.85,96.6,96.6
"15433","PDZD8",63.05,82.6,13.97,94.28,56.6,91.31,92.29,65.57,96.61,96.61
"14029","NACC2",53.17,57.81,18.17,84.9,85.2,88.18,83.04,86.33,96.61,96.61
"16663","PTTG3P",84.71,82.37,56.55,65.82,93.28,49.42,57.46,75.83,96.62,96.62
"8063","HOXA5",60.65,81.12,28.12,97.78,92.93,99.05,98.64,23.61,96.62,96.62
"4350","CTD-2561J22.5",80.49,84.2,26.92,88.62,96.9,80.37,90.17,36.73,96.62,96.62
"8813","JAZF1",49.71,84.78,8.48,93.61,55.05,95.35,95.4,85.7,96.63,96.63
"11278","LOC102724611",59.14,59.47,26.14,88.61,43.69,93.69,86.72,70.76,96.63,96.63
"877","ALPL",90.14,98.92,2.83,97.05,71.93,96.67,98.56,81.77,96.64,96.64
"11689","LRRC25",57.52,58.65,42.81,72.19,75.87,72.8,74.69,90.11,96.64,96.64
"7061","GNAZ",64.34,83.63,14.83,85.47,85.6,87.8,89.14,66.51,96.64,96.64
"18799","RPL31",70.9,80.31,16.68,73.81,86.57,72.69,75.04,91.79,96.65,96.65
"10552","LOC101927268",64.24,96.9,20.91,89.24,79.33,93.45,91.5,45.19,96.65,96.65
"20910","STARD4",88.95,84.37,55.44,66.64,65.56,72.88,90.66,49.35,96.66,96.66
"20731","SPSB2",61.03,82.11,19.97,88.73,75.14,81.25,81.83,72.67,96.66,96.66
"9964","LINC01252",95.42,89.04,48.48,79.4,51.88,83.26,90.63,38.71,96.66,96.66
"8918","KCNH6",56.31,58.63,34.67,91.7,91.96,54.32,49.14,99.91,96.67,96.67
"4744","DDX60L",74.36,93.5,12.75,85.61,24.96,86.13,95.8,73.68,96.67,96.67
"3675","CLEC10A",62.31,92.78,5.86,96.91,75.64,99.38,98.31,64.55,96.68,96.68
"22192","TP53INP2",48.67,59.05,40.71,77.89,73.4,86.5,83.08,76.81,96.68,96.68
"7470","GYPA",85.53,98.84,6.2,97.78,75.74,97.88,99.53,47.29,96.68,96.68
"17060","RCN3",85.57,81.56,48.4,65.16,50.96,65.46,77.07,73.17,96.69,96.69
"17559","RP11-10J21.2",72.33,68.48,56.07,88.14,93.33,81.62,83.86,38.84,96.69,96.69
"15097","PACSIN1",68.31,79.04,24.46,90.88,62.53,88.38,91.58,54.38,96.7,96.7
"15259","PCDH1",78.96,81.33,23.33,89.2,90.25,94.82,93.6,37.65,96.7,96.7
"4127","CSGALNACT2",58.91,67.29,34.83,70.99,79.72,70.97,76.46,89.68,96.71,96.71
"12948","MIR155HG",98.54,97.85,32,79.34,94.24,83.32,97.67,25.02,96.71,96.71
"2685","CARD8-AS1",98.7,96.37,53.25,47.84,62.21,43.64,75.75,78.48,96.71,96.71
"1352","ARL14EP",50.11,57.67,40.51,81.03,54.08,84.06,79.33,84.99,96.72,96.72
"21937","TMEM268",65.98,78.05,25.21,81.2,71.13,86.92,87.34,64.22,96.72,96.72
"2753","CAVIN3",87.34,98.45,10.43,99.32,83.12,97.83,98.26,32.11,96.73,96.73
"23467","WFDC2",72.37,44.18,97.65,77.32,31.91,77.17,75.85,59.98,96.73,96.73
"8738","ITGA6",65.6,72.33,33.3,81.38,82.04,81.59,85.58,61.27,96.73,96.73
"12826","MGC12916",91.52,83.31,70.64,63.65,56.9,72.53,85.74,49.05,96.74,96.74
"9657","LGALS1",58.39,74.84,14.25,81.57,65.34,82.67,78.18,98.44,96.74,96.74
"8835","JPT1",55.08,68.97,33.76,77.46,66.28,76.23,71.73,92.05,96.75,96.75
"22436","TRIB1",61.97,72.48,22.45,78.68,33.23,84.35,81.25,89.84,96.75,96.75
"16419","PRRG4",75.42,88.6,11.81,90.65,72.53,89.81,87.65,67.27,96.75,96.75
"8965","KCTD12",65.03,81.18,13.15,74.7,88.71,81.28,78.2,93.11,96.76,96.76
"2974","CCNG2",79.29,82.8,41.07,54.34,85.36,59.79,75.63,81.81,96.76,96.76
"20551","SORL1",61.2,80.6,20.69,74.65,20.87,76.87,80.03,99.42,96.77,96.77
"7494","H2AC18",58.44,87.16,8.64,90.4,32.37,88.77,88.52,97.51,96.77,96.77
"12843","MGST1",79.78,78.35,33.89,83.26,57.52,78.8,79.64,62.93,96.77,96.77
"19799","SLC24A4",57.38,88.51,4.46,99.1,72.73,98.36,96.79,84.43,96.78,96.78
"732","AIDA",69.54,65.47,44.28,81.83,79.37,74.84,75,68.95,96.78,96.78
"23327","VSIR",27.24,50.41,23.79,94.46,75.29,92.19,86.97,95.09,96.79,96.79
"419","ACRBP",59.45,91.89,7.11,87.06,82.98,86.89,90.48,94.07,96.79,96.79
"14453","NMUR1",85.11,83.88,25.41,74.52,83.54,84.19,85.66,56.54,96.79,96.79
"23202","VAMP8",36.3,51.48,27.9,88.8,70.98,86.05,80.64,97.4,96.8,96.8
"6891","GFI1",59.7,82.25,10.54,93.91,59.24,97.95,97.29,66.7,96.8,96.8
"19132","SAP30",78.25,71.69,54.01,68.29,58.15,76.11,79.5,66.84,96.81,96.81
"8480","IKZF3",55.58,61.42,29.86,74.64,90.06,82.82,76.86,83.26,96.81,96.81
"8506","IL18R1",69.95,86.36,21.88,78.83,68.56,80.89,89.91,67.94,96.82,96.82
"13942","MYLK",78.11,92.24,11.51,86.4,91.8,89.22,92.88,57.15,96.82,96.82
"13726","MSRB2",46.37,66.93,17.81,91.89,18.19,92.84,88.89,92.12,96.82,96.82
"17377","RNF175",60.42,73.34,32.37,89.7,78.43,86.61,84.49,57.54,96.83,96.83
"12069","LY96",84.85,97.36,16.8,83.1,69.77,66.27,77.66,77.39,96.83,96.83
"9602","LCN2",88.71,99.06,2.83,98.73,33.45,98.22,99.23,84.13,96.84,96.84
"3700","CLEC7A",75.29,78.33,27.74,76.02,62.9,72.35,79.59,79.9,96.84,96.84
"7337","GRN",50.35,59.76,28.25,82.88,49.27,80.47,76.54,98.6,96.84,96.84
"4428","CTSZ",75.02,78.48,40.11,70.36,26.24,71.79,74.23,85.92,96.85,96.85
"10710","LOC101928130",67.38,69.47,23.48,90.71,43.69,97.43,94.21,54.81,96.85,96.85
"16435","PRSS33",85.9,98.36,3.04,97.96,51.53,99.21,99.11,80.01,96.86,96.86
"7251","GPR6",68.3,56.05,92.09,82.43,91.81,81.68,82.16,37.69,96.86,96.86
"8719","ISOC1",71.65,78.23,36,80.75,55.11,76,82.96,68.52,96.86,96.86
"19454","SERPINA13P",97.17,99.23,5.18,99.12,26.58,98.5,99.39,53.35,96.87,96.87
"11631","LPAR6",52.41,71.47,22.21,80.8,79.85,82.94,86.88,82.43,96.87,96.87
"22629","TSPAN13",79.19,96.7,4.78,96.37,79.66,98.37,98.58,65.57,96.88,96.88
"18908","RPS3A",57.19,69.75,28.92,68.5,78.5,64.76,78.08,99.16,96.88,96.88
"4689","DDIAS",89.33,86.03,42.83,78.32,62.34,74.29,79.32,56.04,96.88,96.88
"14538","NPIPB13",45.21,73.76,14.11,87.38,66.62,86.94,80.67,98.98,96.89,96.89
"6396","FHIP2A",43.88,60.83,40.31,71.15,80.9,80.98,86.3,86.2,96.89,96.89
"20669","SPHK1",86.53,76.77,44.05,77.96,70.01,82.93,85.92,50.18,96.9,96.9
"14390","NIPSNAP3A",78.95,73.8,49.9,74.19,86.45,68.06,76.94,62.88,96.9,96.9
"14497","NOP58",53.43,54.43,40.14,77.11,81.05,77.96,74.46,91.32,96.9,96.9
"8407","IGKV1-9",83.36,87.18,22.98,83.44,95.54,85.99,92.07,40.86,96.91,96.91
"9311","KRT18P55",72.33,72.74,56.02,82.79,84.22,78.18,78.54,52.29,96.91,96.91
"7637","HCG27",54.32,85.72,7.94,96.78,54.1,91.68,89.37,92.93,96.92,96.92
"10127","LIPT2-AS1",97.34,96.14,41.67,84.55,95.7,70.68,80.24,33.43,96.92,96.92
"22170","TOPORS",53.83,66.44,29.78,83.66,62.82,83.78,81.27,82.28,96.93,96.93
"6309","FCGR2A",45.41,68.22,15.94,90.68,37.47,91.98,86.75,93.7,96.93,96.93
"1614","ATP5MK",88.39,98.62,4.63,91.44,56.52,88.07,96.09,87.7,96.93,96.93
"3217","CDKN1A",47.13,76.67,9.04,88.64,92.54,90.5,86.63,94.04,96.94,96.94
"15678","PILRA",47.21,58.14,30.19,88.91,32.68,85.27,78.09,94.86,96.94,96.94
"5787","ETS1",49.73,68.33,30.03,81.09,57.12,83.48,85.01,84.87,96.95,96.95
"7043","GMPR",88.23,98.84,3.89,90.26,32.42,91.9,95.26,97.13,96.95,96.95
"8391","IGHV5-78",88.53,99.53,10.89,99.38,86.61,93.82,98.59,31.03,96.95,96.95
"8821","JMJD1C",60.89,60.44,36.75,70.82,72.24,71.17,80.33,92.94,96.96,96.96
"1758","BAG3",66.52,76.54,25.69,81.18,65.42,85.61,86.05,69.78,96.96,96.96
"5096","DOP1B",91.9,77.6,77.44,47.13,85.11,66.75,71.93,63.74,96.97,96.97
"10247","LOC100132287",57.25,62.49,19.68,83.15,88.51,83.23,80.97,86.8,96.97,96.97
"23651","YBX3P1",61.69,95,7.84,93.3,30.1,96.95,97.89,77.52,96.97,96.97
"20254","SNHG7",43.48,65.4,9.24,98.74,92.69,98.31,93.16,75.44,96.98,96.98
"22584","TRPM6",91.3,96.97,10.07,90.47,25.72,88.27,97.03,66.8,96.98,96.98
"4620","DBI",67.58,72.95,35.43,70.97,29.33,74.38,82.12,88.59,96.99,96.99
"7006","GLT1D1",59.68,69.17,30.31,86.8,24.03,80.69,77.75,87.98,96.99,96.99
"9630","LEF1",56.19,88.83,6.01,88.12,68.2,96.8,97.28,93.21,96.99,96.99
"12132","MAFB",73.03,95.49,8.58,86.73,62.67,83.6,83.3,93.57,97,97
"10096","LINC02915",93.1,99.01,9.72,97.84,27.21,98.4,99.21,42.63,97,97
"22786","TUT7",63.98,78.54,20.18,74.35,79.59,76.52,69.79,97.36,97.01,97.01
"14420","NLRC4",62.71,81.37,15.47,90.47,66.52,85.37,85.49,77.7,97.01,97.01
"21682","TJP2",69.94,97.27,5.07,99.49,65.96,99.52,99.29,57.92,97.01,97.01
"1881","BEND5",70.55,84.25,47.45,76.17,94.6,77.86,88.03,44.16,97.02,97.02
"7963","HLX",83.48,80.78,41.25,69.64,21.96,68.27,75.74,84.24,97.02,97.02
"15804","PLD6",58.55,65.87,31.81,84.61,92.39,91.54,87.24,54.94,97.03,97.03
"3147","CDC42EP3",63,60.09,31.45,78.39,77.64,77.35,71.88,92.45,97.03,97.03
"19608","SHARPIN",72.17,88.27,9.66,82.41,70.03,86.74,86.34,91.07,97.03,97.03
"15001","OSM",89.59,92.33,20.69,80.75,63.46,82.03,91.47,57.75,97.04,97.04
"8347","IGFBP7",64.46,76.92,14.04,93.87,59.39,88.05,83.68,80.16,97.04,97.04
"19604","SH3YL1",52.25,86.91,7.52,94.1,53.37,98.52,97.52,83.26,97.05,97.05
"3862","COL1A1",70.17,37.57,95.89,57.81,96.93,60.33,52.09,88.54,97.05,97.05
"14901","OR4B1",96.06,95.44,20.3,80.53,25.22,86.69,95.17,55.44,97.06,97.06
"13876","MUC8",95.49,99.83,1.24,99.92,98.92,99.87,99.87,54.75,97.06,97.06
"21938","TMEM272",49.31,76,16.24,95.89,89.2,97.45,91.59,57.26,97.06,97.06
"7453","GUK1",57.39,93.61,6.05,94.04,50.49,91.46,89.9,99.41,97.07,97.07
"3330","CEP19",68.69,87.02,8.67,91.21,49.4,92.82,89.81,87.34,97.07,97.07
"15387","PDGFD",80.52,94.76,10.73,93.46,80.31,95.78,98.06,49.79,97.08,97.08
"4645","DCANP1",75.86,83.57,29.74,92.62,63.45,94.87,96.32,38.77,97.08,97.08
"12326","MARCO",84.1,97.76,7.69,98.21,17.21,97.36,98.36,62.48,97.08,97.08
"19283","SDCBPP2",99.01,98.13,21.81,78.94,35.79,83.86,93.37,50.01,97.09,97.09
"7624","HCAR3",75.67,97.42,4.43,94.7,32.72,94.22,96.92,94.09,97.09,97.09
"8432","IGLL3P",60.42,98.58,5.77,87.4,69.98,96.11,99.34,79.12,97.1,97.1
"125","ABTB1",41.47,58.48,20.7,87.99,84.06,87.61,80.92,95.15,97.1,97.1
"13567","MRC1",80.19,99.37,13.53,98,99.3,98.78,99.53,15.64,97.1,97.1
"2692","CARM1",74.51,95.59,7.37,91.65,25.44,92.04,95.49,85.94,97.11,97.11
"9004","KDM6B",80.73,89.33,20.34,84.71,30.4,73.95,82.07,79.8,97.11,97.11
"17177","RGS2",46.6,63.61,26.67,77.88,50.06,83.7,80.79,99.67,97.12,97.12
"7623","HCAR2",79.18,89.55,7.23,90.07,66.26,90.41,92.23,85.25,97.12,97.12
"16531","PSMG4",68.52,69.58,40.41,73.8,75.29,80.08,80.26,72.13,97.12,97.12
"8538","IL4",83.64,90.99,35.24,91.63,65.51,96.34,98.26,27.93,97.13,97.13
"3378","CFAP119",38.04,56.54,24.72,94.44,70.5,94.73,88.25,80.05,97.13,97.13
"12540","MER11B.ERVK.LTR",94.35,93.78,13.28,63.55,82.46,57.57,93.32,90.88,97.14,97.14
"21347","TC2N",78.39,85.42,29.91,79.82,68.05,81.13,85.76,60.52,97.14,97.14
"15111","PAGE2",78.43,90.49,18.75,84.3,92.22,94.88,97.32,40.41,97.14,97.14
"106","ABHD5",68.31,85.63,14.12,77.75,53.74,87.52,92.49,83.22,97.15,97.15
"7264","GPRASP1",64.09,64.25,31.27,87.66,92.71,86.01,83.18,58.48,97.15,97.15
"15495","PFKFB3",68.12,85.37,18.12,78.26,62.29,77.82,85.32,85.84,97.16,97.16
"15544","PHACTR1",76.73,80.24,21.62,94.32,66.17,89.19,87.79,54.57,97.16,97.16
"22087","TNFSF10",56.96,84.98,7.18,91.62,37.94,93.53,93.47,98.32,97.17,97.17
"16598","PTMS",89.14,91.21,11.26,79.09,53.21,90.12,91.75,76,97.17,97.17
"13900","MYB",61,84.62,16.45,90.6,59.71,89.55,93.13,68.68,97.17,97.17
"1821","BCAS2P2",91.46,89.19,55.19,83.91,94.87,73.11,91.7,29.66,97.18,97.18
"22067","TNFRSF10A-DT",46.22,74.56,15.96,94.03,26.58,97.31,95.28,77.87,97.18,97.18
"1227","APPAT",59.48,69.89,38.63,72.35,71.11,78.04,75.72,86.18,97.19,97.19
"20255","SNHG8",83.28,80.66,49.9,70.5,79.18,60.58,72.61,73.02,97.19,97.19
"24054","ZNF281",70.79,66.53,46.17,69.6,81.92,69.69,72.89,82.69,97.19,97.19
"22153","TOMM5",70.63,83.89,22.16,80.59,77.25,76.48,79.73,78.77,97.2,97.2
"22874","UBE2D1",75.09,78.85,21.65,83.88,77.46,81.58,84.69,69.72,97.2,97.2
"7007","GLT6D1",94.18,97.52,18.33,91.25,98.63,81.59,87.77,34.02,97.21,97.21
"1789","BASP1",64.66,92.12,7.12,95.48,16.91,91.44,88.86,99.49,97.21,97.21
"1286","ARHGAP26",60.41,72.46,20.83,86.54,27.04,86.92,82.66,89.66,97.21,97.21
"5117","DPM2",83.25,94.39,7.64,89.25,37.36,85.86,88.07,92.39,97.22,97.22
"3155","CDC7",77.03,88.01,24.34,87.57,51,85.58,92.42,57.1,97.22,97.22
"23212","VASP",66.81,71.37,18.93,84.28,49.97,82.36,75.97,95.96,97.23,97.23
"573","ADGRE3",46.29,82.41,9.3,90.67,64.08,95.59,94.15,93.13,97.23,97.23
"21311","TBC1D4",65.61,73.67,23.61,80.23,81.7,81.03,81.31,79.3,97.23,97.23
"1101","ANXA3",97.36,98.95,4.16,88.82,67.41,94.7,99.02,75.61,97.24,97.24
"10115","LINS1",71.92,72.54,41.14,64.36,67.46,80.96,83.73,74.54,97.24,97.24
"8052","HOPX",81.24,87.28,17.86,81.18,38,86.37,90.02,71.09,97.25,97.25
"17289","RN7SL2",85.5,89.81,12.42,78.12,4.8,90.53,95.89,93.98,97.25,97.25
"5081","DOCK9",72.68,67.96,44.5,82.85,75.43,76.79,82.9,63.41,97.25,97.25
"14065","NAPSB",60.5,96.51,2.98,99.06,86.27,99.14,98.65,89.3,97.26,97.26
"21582","THSD1",67.57,82.99,58.96,52.79,90.55,86.14,89.04,53,97.26,97.26
"12238","MAP2K3",58.71,89.08,6.65,93.99,38.78,94.48,95.85,94.91,97.27,97.27
"22412","TREML2",58.2,71.38,18.72,91.81,75.9,81,75.74,89.28,97.27,97.27
"38","ABCA1",75.66,97.61,8.83,95.35,24.71,91.72,96.68,72.84,97.28,97.28
"12965","MIR22HG",57,75.94,23.79,90.6,88.89,80,82.26,70.84,97.28,97.28
"16752","RAB11FIP1",46.3,59.71,21.88,91.34,26.96,88.13,82.66,98.51,97.28,97.28
"1173","AP5B1",84.28,89.19,25.45,75.03,21.8,80.11,80.4,79.81,97.29,97.29
"3745","CLU",82.3,97.1,8.57,80.01,93,77.69,81.31,87.32,97.29,97.29
"13524","MOSMO",78.17,71.95,64.41,56.96,93.36,59.88,73.88,72.12,97.3,97.3
"20830","SSPN",91.59,98.29,12.32,94.61,84.66,94.4,98.66,37.78,97.3,97.3
"16584","PTGR3",79.75,94.92,22.47,65.95,86.51,81.91,88.14,64.71,97.3,97.3
"13907","MYC",55.68,76.18,12.81,81.47,78.3,90.66,87.77,92.36,97.31,97.31
"20984","STRADB",78.62,98.2,3.86,93.92,55.25,91.33,93.77,99.27,97.31,97.31
"6715","GAA",53.55,77.27,11.46,89.27,63.61,96.99,92.97,83.75,97.32,97.32
"8540","IL4R",39.74,72.41,9.14,97.52,80.87,96.53,88.93,94.95,97.32,97.32
"14159","NCR1",64.58,73.39,40.57,88.57,68.41,91.24,93.56,48.43,97.32,97.32
