"X","Symbol","P.Score","P.Studies","AdjP.Score","AdjP.Studies","gomez","meaburn","gosch","obermoser","dusek","rusch","larocca","P.value.Studies","Adjusted.P.value.Studies"
11895,"DCTN6",14,"meaburn1 gosch9 gosch15 obermoser1PneumBaseVSseven obermoser1PneumBaseVSten obermoser3PNEUMBaseVSone obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve obermoser4SalineBaselineVStwentyFour obermoser4SalineBaselineVSzero rusch",2,"gosch15 obermoser1PneumBaseVSseven",0,1,2,10,0,1,0,4,2
11897,"LSM6",3,"obermoser1PneumBaseVSten obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine",0,"",0,0,0,3,0,0,0,1,0
11898,"ESD",19,"meaburn1 meaburn2 gosch6 gosch9 gosch12 obermoser1FluBaseVStwentyOne obermoser1PneumBaseVSseven obermoser1PneumBaseVSzero obermoser3PNEUMBaseVSone obermoser3PNEUMBaseVSzero obermoser3SalineBaseVStwentyEight obermoser4PNEUMBaselineVSfortyEight obermoser4PNEUMBaselineVSnine obermoser4PNEUMBaselineVSone.5 obermoser4PNEUMBaselineVSsix obermoser4PNEUMBaselineVSthree obermoser4PNEUMBaselineVStwelve obermoser4PNEUMBaselineVStwentyFour dusek",2,"gosch9 gosch12",0,2,3,13,1,0,0,4,1
11899,"POLR3C",6,"gosch6 obermoser3FLUBaseVSseven obermoser3FLUBaseVStwentyEight obermoser3FLUBaseVSzero obermoser3PNEUMBaseVSpoint5 obermoser4PNEUMBaselineVSthirtySix",0,"",0,0,1,5,0,0,0,2,0
11901,"SMARCA2",10,"gosch6 obermoser1FluBaseVSfourteen obermoser1FluBaseVSone obermoser1FluBaseVSthree obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSzero obermoser1SalineBaseVSfourteen obermoser1SalineBaseVStwentyEight obermoser3SalineBaseVSten rusch",0,"",0,0,1,8,0,1,0,3,0
11902,"SLC29A1",6,"obermoser1PneumBaseVSone obermoser1PneumBaseVSthree obermoser1PneumBaseVStwentyOne obermoser4FLUBaselineVSfifteen obermoser4SalineBaselineVSthree rusch",1,"obermoser1PneumBaseVSone",0,0,0,5,0,1,0,2,1
11903,"KBTBD2",15,"gosch9 gosch12 gosch15 gosch18 gosch21 obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSsix obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSthree obermoser4FLUBaselineVStwelve obermoser4FLUBaselineVStwentyFour obermoser4FLUBaselineVSzero obermoser4SalineBaselineVSthree rusch",5,"gosch9 gosch12 gosch15 obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVStwelve",0,0,5,9,0,1,0,3,2
11904,"MTM1",6,"obermoser1PneumBaseVSseven obermoser1PneumBaseVStwentyEight obermoser1SalineBaseVSseven obermoser3PNEUMBaseVSseven obermoser4SalineBaselineVSthirtySix rusch",1,"obermoser1PneumBaseVSseven",0,0,0,5,0,1,0,2,1
11905,"COX7C",9,"meaburn2 gosch9 gosch12 obermoser3SalineBaseVSten obermoser4FLUBaselineVSfifteen obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthree",2,"gosch9 gosch12",0,1,2,6,0,0,0,3,1
11906,"CCDC28A",10,"gosch9 gosch12 gosch18 obermoser1PneumBaseVSseven obermoser3PNEUMBaseVSseven obermoser3PNEUMBaseVSten obermoser3PNEUMBaseVSthree obermoser3PNEUMBaseVSzero obermoser4SalineBaselineVSthree rusch",1,"gosch9",0,0,3,6,0,1,0,3,1
11909,"SOD2",30,"gosch6 gosch9 gosch12 gosch15 gosch18 gosch21 obermoser1FluBaseVSone obermoser1FluBaseVStwentyEight obermoser1FluBaseVStwentyOne obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1PneumBaseVStwentyOne obermoser1SalineBaseVSseven obermoser2PNEUMBaseVSseven obermoser3FLUBaseVSpoint5 obermoser3FLUBaseVStwentyEight obermoser3FLUBaseVSzero obermoser3PNEUMBaseVSseven obermoser3PNEUMBaseVSzero obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine obermoser4FLUBaselineVStwelve obermoser4FLUBaselineVStwentyFour obermoser4PNEUMBaselineVSzero obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve",4,"gosch9 gosch12 gosch15 obermoser4FLUBaselineVSfifteen",0,0,6,24,0,0,0,2,2
11911,"KDM5B",11,"gosch6 gosch9 gosch12 gosch15 gosch18 obermoser2PNEUMBaseVSZero obermoser3PNEUMBaseVSseven obermoser4PNEUMBaselineVSzero obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSthree",3,"gosch9 gosch12 gosch15",0,0,5,6,0,0,0,2,1
11913,"DENND3",12,"gosch6 gosch9 gosch12 gosch15 obermoser1FluBaseVStwentyEight obermoser1PneumBaseVSone obermoser1SalineBaseVStwentyOne obermoser3PNEUMBaseVSseven obermoser3SalineBaseVSten obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthree",5,"gosch6 gosch9 gosch12 gosch15 obermoser4SalineBaselineVSthree",0,0,4,8,0,0,0,2,2
11914,"ZNF524",7,"gosch3 gosch18 obermoser1FluBaseVStwentyOne obermoser1SalineBaseVSten obermoser2SalineBaseVSseven obermoser4FLUBaselineVStwelve rusch",0,"",0,0,2,4,0,1,0,3,0
11915,"CHD9",13,"meaburn2 gosch9 gosch12 gosch18 obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1PneumBaseVStwentyOne obermoser1SalineBaseVSone obermoser1SalineBaseVSthree obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSthree rusch",2,"gosch9 gosch12",0,1,3,8,0,1,0,4,1
11917,"BTBD9",9,"meaburn1 gosch18 obermoser3PNEUMBaseVSseven obermoser3SalineBaseVSpoint5 obermoser3SalineBaseVSseven obermoser4PNEUMBaselineVSfifteen obermoser4PNEUMBaselineVSnine obermoser4PNEUMBaselineVSthree obermoser4PNEUMBaselineVStwentyFour",0,"",0,1,1,7,0,0,0,3,0
11918,"PQBP1",19,"obermoser1FluBaseVSthree obermoser1PneumBaseVSseven obermoser1PneumBaseVSten obermoser1SalineBaseVSseven obermoser1SalineBaseVStwentyOne obermoser3PNEUMBaseVSseven obermoser3PNEUMBaseVSzero obermoser3SalineBaseVSone obermoser3SalineBaseVSseven obermoser3SalineBaseVStwentyEight obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSthree obermoser4FLUBaselineVStwentyFour obermoser4FLUBaselineVSzero obermoser4PNEUMBaselineVSsix obermoser4PNEUMBaselineVSthree obermoser4PNEUMBaselineVSzero obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5",1,"obermoser4FLUBaselineVSfifteen",0,0,0,19,0,0,0,1,1
11919,"LANCL1",17,"gosch6 gosch9 gosch12 gosch15 gosch18 gosch21 obermoser1FluBaseVSone obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser3PNEUMBaseVStwentyEight obermoser3SalineBaseVSten obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSthree obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSnine rusch",5,"gosch6 gosch9 gosch12 gosch15 obermoser1PneumBaseVSseven",0,0,6,10,0,1,0,3,2
11920,"RABL6",17,"gosch9 gosch12 gosch15 gosch18 gosch21 obermoser1PneumBaseVSseven obermoser1PneumBaseVSzero obermoser2PNEUMBaseVSseven obermoser2PNEUMBaseVSZero obermoser3PNEUMBaseVSpoint5 obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSsix obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSthree obermoser4FLUBaselineVSzero obermoser4SalineBaselineVSthirtySix rusch",4,"gosch9 gosch12 gosch15 obermoser1PneumBaseVSseven",0,0,5,11,0,1,0,3,2
11921,"ICAM3",14,"gosch9 gosch12 gosch15 gosch18 obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSten obermoser1PneumBaseVStwentyEight obermoser1PneumBaseVStwentyOne obermoser4FLUBaselineVSfortyEight obermoser4PNEUMBaselineVSfortyEight obermoser4PNEUMBaselineVSsix obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthree",3,"gosch9 gosch12 gosch15",0,0,4,10,0,0,0,2,1
11922,"NOSIP",9,"meaburn1 gosch6 gosch9 gosch12 gosch15 gosch18 obermoser3SalineBaseVStwentyEight obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSthree",4,"gosch6 gosch9 gosch12 gosch15",0,1,5,3,0,0,0,3,1
11923,"NAMPT",22,"gosch6 gosch9 gosch12 gosch15 gosch18 gosch21 obermoser1FluBaseVStwentyEight obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1SalineBaseVSseven obermoser3FLUBaseVSseven obermoser3FLUBaseVSten obermoser3FLUBaseVSzero obermoser3PNEUMBaseVSseven obermoser3PNEUMBaseVSzero obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve rusch",6,"gosch6 gosch9 gosch12 gosch15 obermoser1PneumBaseVSone obermoser1PneumBaseVSseven",0,0,6,15,0,1,0,3,2
11924,"SRPK2",16,"gosch6 gosch9 gosch12 gosch15 gosch18 gosch21 obermoser1PneumBaseVSthree obermoser1PneumBaseVStwentyOne obermoser2PNEUMBaseVSseven obermoser4FLUBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve dusek rusch",5,"gosch6 gosch9 gosch12 gosch15 gosch18",0,0,6,8,1,1,0,4,1
11925,"MFN1",22,"meaburn2 gosch6 gosch9 gosch12 gosch18 obermoser1FluBaseVStwentyEight obermoser1FluBaseVStwentyOne obermoser1PneumBaseVSseven obermoser3FLUBaseVSseven obermoser3FLUBaseVSthree obermoser3FLUBaseVSzero obermoser3SalineBaseVSpoint5 obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSsix obermoser4FLUBaselineVSthree obermoser4FLUBaselineVStwelve obermoser4FLUBaselineVStwentyFour obermoser4FLUBaselineVSzero obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSthree rusch",2,"gosch9 obermoser1PneumBaseVSseven",0,1,4,16,0,1,0,4,2
11926,"MED9",6,"gosch15 obermoser1PneumBaseVSone obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVStwelve obermoser4SalineBaselineVSfortyEight",0,"",0,0,1,5,0,0,0,2,0
11927,"CTSL",19,"obermoser1FluBaseVSone obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSseven obermoser1PneumBaseVSten obermoser1PneumBaseVStwentyOne obermoser1PneumBaseVSzero obermoser1SalineBaseVSseven obermoser1SalineBaseVStwentyOne obermoser2PNEUMBaseVSZero obermoser2SalineBaseVSseven obermoser2SalineBaseVSZero obermoser3FLUBaseVSone obermoser3FLUBaseVSzero obermoser4FLUBaselineVSthirtySix obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVStwelve",1,"obermoser1PneumBaseVSseven",0,0,0,19,0,0,0,1,1
11928,"MSI2",29,"meaburn1 gosch6 gosch9 gosch12 gosch15 gosch18 obermoser1PneumBaseVSseven obermoser1PneumBaseVStwentyOne obermoser2PNEUMBaseVSseven obermoser2PNEUMBaseVSZero obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSsix obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSthree obermoser4FLUBaselineVStwelve obermoser4FLUBaselineVStwentyFour obermoser4FLUBaselineVSzero obermoser4PNEUMBaselineVSone.5 obermoser4PNEUMBaselineVSthree obermoser4PNEUMBaselineVStwentyFour obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve obermoser4SalineBaselineVStwentyFour obermoser4SalineBaselineVSzero rusch larocca",7,"gosch6 gosch9 gosch12 gosch15 obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSthirtySix obermoser4SalineBaselineVStwelve",0,1,5,21,0,1,1,5,2
11929,"DHRSX",10,"gosch6 gosch9 gosch12 gosch15 obermoser1PneumBaseVSfourteen obermoser3PNEUMBaseVSzero obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSsix",5,"gosch6 gosch9 gosch12 gosch15 obermoser4FLUBaselineVSfifteen",0,0,4,6,0,0,0,2,2
11930,"PTBP1",13,"gosch3 gosch6 gosch9 gosch15 gosch18 obermoser1FluBaseVSone obermoser1PneumBaseVSten obermoser1PneumBaseVSzero obermoser1SalineBaseVSfourteen obermoser1SalineBaseVSten obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve rusch",2,"gosch6 gosch9",0,0,5,7,0,1,0,3,1
11931,"LYRM1",6,"gosch6 gosch9 gosch12 gosch18 obermoser1FluBaseVSone obermoser4SalineBaselineVSthree",2,"gosch9 gosch12",0,0,4,2,0,0,0,2,1
11932,"PPA2",14,"obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSseven obermoser1PneumBaseVSten obermoser1PneumBaseVStwentyOne obermoser1PneumBaseVSzero obermoser3SalineBaseVSten obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSthree obermoser4FLUBaselineVStwelve obermoser4SalineBaselineVStwelve obermoser4SalineBaselineVStwentyFour rusch",1,"obermoser1PneumBaseVSseven",0,0,0,13,0,1,0,2,1
11933,"B4GALT3",15,"obermoser1PneumBaseVSseven obermoser2PNEUMBaseVSseven obermoser3FLUBaseVSten obermoser3PNEUMBaseVSseven obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVStwelve obermoser4PNEUMBaselineVSfortyEight obermoser4PNEUMBaselineVSthree obermoser4PNEUMBaselineVSzero obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve",0,"",0,0,0,15,0,0,0,1,0
11935,"GNL2",6,"obermoser1SalineBaseVStwentyOne obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve",1,"obermoser4SalineBaselineVSfortyEight",0,0,0,6,0,0,0,1,1
11936,"ZBED1",4,"gosch6 gosch9 gosch12 obermoser3PNEUMBaseVStwentyEight",2,"gosch9 gosch12",0,0,3,1,0,0,0,2,1
11937,"NEXN",5,"gosch12 obermoser3FLUBaseVSone obermoser4SalineBaselineVSsix dusek rusch",1,"gosch12",0,0,1,2,1,1,0,4,1
11938,"CD79A",23,"gosch6 gosch9 gosch12 gosch15 obermoser1FluBaseVSone obermoser1FluBaseVSseven obermoser1FluBaseVSten obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1PneumBaseVSten obermoser1PneumBaseVStwentyOne obermoser1PneumBaseVSzero obermoser2FLUBaseVSseven obermoser2PNEUMBaseVSseven obermoser3FLUBaseVSpoint5 obermoser3FLUBaseVSseven obermoser3FLUBaseVSten obermoser3PNEUMBaseVSseven obermoser3PNEUMBaseVStwentyEight obermoser3SalineBaseVSpoint5 obermoser3SalineBaseVSten obermoser4FLUBaselineVSfifteen",6,"gosch6 gosch9 gosch12 gosch15 obermoser1PneumBaseVStwentyOne obermoser4FLUBaselineVSfifteen",0,0,4,19,0,0,0,2,2
11939,"MKRN1",14,"meaburn1 meaburn2 gosch6 gosch9 gosch12 gosch15 obermoser1FluBaseVSten obermoser1PneumBaseVStwentyOne obermoser1SalineBaseVSten obermoser1SalineBaseVStwentyEight obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSsix obermoser4FLUBaselineVStwelve obermoser4SalineBaselineVSthirtySix",4,"gosch6 gosch9 gosch12 gosch15",0,2,4,8,0,0,0,3,1
11940,"ILF2",6,"gosch6 gosch12 obermoser1PneumBaseVSone obermoser3PNEUMBaseVSseven obermoser4FLUBaselineVSthirtySix rusch",1,"gosch12",0,0,2,3,0,1,0,3,1
11941,"ARMC8",20,"meaburn1 meaburn2 gosch6 gosch9 gosch12 gosch18 obermoser1FluBaseVStwentyOne obermoser1PneumBaseVSseven obermoser2FLUBaseVSseven obermoser2PNEUMBaseVSseven obermoser2PNEUMBaseVSZero obermoser3PNEUMBaseVSone obermoser3PNEUMBaseVSseven obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSthirtySix obermoser4PNEUMBaselineVSfifteen obermoser4SalineBaselineVSthirtySix rusch",4,"gosch9 gosch12 obermoser1PneumBaseVSseven obermoser4FLUBaselineVSfifteen",0,2,4,13,0,1,0,4,2
11942,"ZNF641",6,"gosch6 gosch9 gosch12 gosch15 gosch18 obermoser1SalineBaseVStwentyOne",3,"gosch6 gosch9 gosch12",0,0,5,1,0,0,0,2,1
11943,"GAS2L1",22,"meaburn1 meaburn2 obermoser1PneumBaseVSone obermoser1SalineBaseVSseven obermoser1SalineBaseVSten obermoser1SalineBaseVSthree obermoser1SalineBaseVStwentyOne obermoser2FLUBaseVSZero obermoser3FLUBaseVSone obermoser3FLUBaseVSpoint5 obermoser3FLUBaseVSseven obermoser3FLUBaseVSten obermoser3SalineBaseVSseven obermoser3SalineBaseVSten obermoser4FLUBaselineVStwentyFour obermoser4FLUBaselineVSzero obermoser4PNEUMBaselineVStwelve obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVSzero rusch",0,"",0,2,0,19,0,1,0,3,0
11944,"ATF7IP2",6,"meaburn1 meaburn2 obermoser1PneumBaseVSone obermoser1SalineBaseVSone obermoser1SalineBaseVSthree obermoser4PNEUMBaselineVSthree",0,"",0,2,0,4,0,0,0,2,0
11945,"KLHL36",12,"gosch6 gosch9 gosch12 gosch15 obermoser1FluBaseVSzero obermoser1PneumBaseVSseven obermoser1SalineBaseVSfourteen obermoser1SalineBaseVSone obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix rusch",4,"gosch6 gosch9 gosch12 obermoser1PneumBaseVSseven",0,0,4,7,0,1,0,3,2
11946,"SCARF1",10,"meaburn2 gosch6 gosch9 gosch12 gosch15 obermoser3FLUBaseVStwentyEight obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSthirtySix obermoser4SalineBaselineVSsix",4,"gosch6 gosch9 gosch12 obermoser4FLUBaselineVSfifteen",0,1,4,5,0,0,0,3,2
11948,"NHLRC3",15,"meaburn1 meaburn2 obermoser1FluBaseVStwentyEight obermoser1FluBaseVStwentyOne obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSseven obermoser1PneumBaseVSzero obermoser3PNEUMBaseVSpoint5 obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSthirtySix obermoser4PNEUMBaselineVStwelve obermoser4SalineBaselineVSfifteen rusch",0,"",0,2,0,12,0,1,0,3,0
11949,"SLC45A4",14,"gosch6 gosch9 gosch12 gosch15 gosch18 obermoser3PNEUMBaseVSseven obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve obermoser4SalineBaselineVSzero",4,"gosch9 gosch12 gosch15 obermoser4SalineBaselineVSthree",0,0,5,9,0,0,0,2,2
11951,"ARMC6",5,"obermoser1FluBaseVSseven obermoser1PneumBaseVSseven obermoser1PneumBaseVSthree obermoser2FLUBaseVSseven obermoser4PNEUMBaselineVStwelve",1,"obermoser1PneumBaseVSseven",0,0,0,5,0,0,0,1,1
11952,"FBXO9",19,"meaburn1 meaburn2 gosch6 gosch9 gosch12 gosch15 obermoser1FluBaseVSone obermoser1FluBaseVStwentyOne obermoser1PneumBaseVStwentyEight obermoser1PneumBaseVStwentyOne obermoser1SalineBaseVSseven obermoser3FLUBaseVStwentyEight obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVStwelve obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSfortyEight rusch",4,"gosch6 gosch9 gosch12 obermoser4FLUBaselineVSfifteen",0,2,4,12,0,1,0,4,2
11953,"ITGA4",4,"meaburn2 obermoser1PneumBaseVSseven obermoser1SalineBaseVSseven rusch",1,"obermoser1PneumBaseVSseven",0,1,0,2,0,1,0,3,1
11955,"ZNF609",17,"gosch9 obermoser1FluBaseVStwentyOne obermoser1PneumBaseVSseven obermoser1PneumBaseVStwentyEight obermoser1SalineBaseVSfourteen obermoser3FLUBaseVSseven obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSthirtySix obermoser4PNEUMBaselineVSnine obermoser4PNEUMBaselineVSone.5 obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVStwelve obermoser4SalineBaselineVStwentyFour obermoser4SalineBaselineVSzero rusch",1,"gosch9",0,0,1,15,0,1,0,3,1
11956,"FAM210B",18,"meaburn1 meaburn2 gosch6 gosch9 gosch12 gosch15 gosch18 obermoser1PneumBaseVStwentyOne obermoser1SalineBaseVSten obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSsix obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSthree obermoser4FLUBaselineVStwelve obermoser4PNEUMBaselineVSthree obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVStwelve",6,"gosch6 gosch9 gosch12 gosch15 obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVStwelve",0,2,5,11,0,0,0,3,2
11958,"CLK1",16,"meaburn1 gosch9 gosch12 gosch15 gosch18 obermoser1FluBaseVStwentyOne obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSseven obermoser1PneumBaseVSten obermoser1PneumBaseVStwentyOne obermoser1PneumBaseVSzero obermoser1SalineBaseVSseven obermoser2FLUBaseVSseven obermoser3FLUBaseVSzero obermoser4SalineBaselineVSfortyEight rusch",3,"gosch9 gosch12 obermoser1PneumBaseVSseven",0,1,4,10,0,1,0,4,2
11959,"MLEC",4,"obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser2PNEUMBaseVSseven obermoser4FLUBaselineVSone.5",0,"",0,0,0,4,0,0,0,1,0
11960,"NECAB2",10,"gosch9 gosch12 gosch15 obermoser3FLUBaseVSzero obermoser3PNEUMBaseVSseven obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVStwentyFour obermoser4PNEUMBaselineVSone.5 obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSthree",3,"gosch9 gosch12 gosch15",0,0,3,7,0,0,0,2,1
11961,"RAB20",6,"gosch9 gosch12 obermoser1FluBaseVSone obermoser4FLUBaselineVSfifteen obermoser4PNEUMBaselineVSsix obermoser4SalineBaselineVSone.5",2,"gosch9 gosch12",0,0,2,4,0,0,0,2,1
11962,"USP22",16,"meaburn1 meaburn2 gosch9 gosch12 obermoser1PneumBaseVSseven obermoser1PneumBaseVSthree obermoser1PneumBaseVStwentyOne obermoser3FLUBaseVSthree obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSsix obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSthree obermoser4FLUBaselineVSzero obermoser4PNEUMBaselineVSzero obermoser4SalineBaselineVSthree",2,"gosch9 gosch12",0,2,2,12,0,0,0,3,1
11963,"SNX11",20,"gosch6 gosch9 gosch12 gosch15 obermoser3FLUBaseVSzero obermoser3PNEUMBaseVSten obermoser3SalineBaseVSpoint5 obermoser3SalineBaseVSthree obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSsix obermoser4PNEUMBaselineVSnine obermoser4PNEUMBaselineVSsix obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve rusch",4,"gosch9 gosch12 gosch15 obermoser4SalineBaselineVSthree",0,0,4,15,0,1,0,3,2
11964,"AKNA",9,"meaburn2 gosch6 gosch9 gosch12 gosch15 obermoser1SalineBaseVSfourteen obermoser1SalineBaseVSten obermoser3FLUBaseVSone obermoser3PNEUMBaseVSseven",3,"gosch6 gosch9 gosch12",0,1,4,4,0,0,0,3,1
11965,"MZB1",11,"obermoser1FluBaseVSseven obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1PneumBaseVSten obermoser2FLUBaseVSseven obermoser2PNEUMBaseVSseven obermoser3FLUBaseVSseven obermoser3PNEUMBaseVSseven obermoser4PNEUMBaselineVSthirtySix obermoser4PNEUMBaselineVStwelve obermoser4SalineBaselineVSsix",3,"obermoser1PneumBaseVSseven obermoser2PNEUMBaseVSseven obermoser3PNEUMBaseVSseven",0,0,0,11,0,0,0,1,1
11966,"TSHZ1",16,"gosch6 gosch9 gosch12 obermoser1FluBaseVSone obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1PneumBaseVSzero obermoser1SalineBaseVSfourteen obermoser1SalineBaseVSone obermoser3FLUBaseVSpoint5 obermoser3SalineBaseVSone obermoser3SalineBaseVSseven obermoser4FLUBaselineVStwentyFour obermoser4PNEUMBaselineVSsix obermoser4SalineBaselineVSthirtySix rusch",2,"gosch9 obermoser1PneumBaseVSseven",0,0,3,12,0,1,0,3,2
11967,"TNFSF10",22,"gosch6 gosch9 gosch12 gosch15 gosch18 obermoser1FluBaseVSone obermoser3FLUBaseVSone obermoser3FLUBaseVSpoint5 obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVStwelve obermoser4FLUBaselineVStwentyFour obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve obermoser4SalineBaselineVStwentyFour rusch",5,"gosch9 gosch12 gosch15 obermoser4FLUBaselineVSfifteen obermoser4SalineBaselineVSthree",0,0,5,16,0,1,0,3,2
11968,"MGRN1",8,"gosch6 gosch9 gosch12 obermoser1FluBaseVSfourteen obermoser1FluBaseVSone obermoser1FluBaseVStwentyEight obermoser1FluBaseVSzero obermoser4PNEUMBaselineVSnine",2,"gosch9 gosch12",0,0,3,5,0,0,0,2,1
