"X","Symbol","P.Score","P.Studies","AdjP.Score","AdjP.Studies","gomez","meaburn","gosch","obermoser","dusek","rusch","larocca","P.value.Studies","Adjusted.P.value.Studies"
6469,"SMYD3",8,"gosch18 obermoser1FluBaseVSone obermoser1PneumBaseVSthree obermoser3PNEUMBaseVSseven obermoser3PNEUMBaseVStwentyEight obermoser4PNEUMBaselineVSfifteen obermoser4PNEUMBaselineVSzero obermoser4SalineBaselineVSfortyEight",0,"",0,0,1,7,0,0,0,2,0
6470,"BOLA3",27,"meaburn2 obermoser1FluBaseVSfourteen obermoser1FluBaseVSone obermoser1FluBaseVSten obermoser1FluBaseVSzero obermoser1SalineBaseVSone obermoser2FLUBaseVSseven obermoser3PNEUMBaseVSseven obermoser3PNEUMBaseVStwentyEight obermoser3PNEUMBaseVSzero obermoser3SalineBaseVSpoint5 obermoser3SalineBaseVSten obermoser3SalineBaseVStwentyEight obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSsix obermoser4FLUBaselineVSthree obermoser4PNEUMBaselineVSfifteen obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve obermoser4SalineBaselineVStwentyFour obermoser4SalineBaselineVSzero",2,"obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthree",0,1,0,26,0,0,0,2,1
6471,"ZNF92",17,"meaburn2 gosch6 gosch9 gosch12 obermoser1FluBaseVSten obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1PneumBaseVSthree obermoser1PneumBaseVStwentyOne obermoser1PneumBaseVSzero obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVStwelve obermoser4SalineBaselineVStwentyFour obermoser4SalineBaselineVSzero rusch",4,"meaburn2 gosch6 gosch9 gosch12",0,1,3,12,0,1,0,4,2
6472,"DCTD",16,"gosch6 gosch9 gosch12 obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1PneumBaseVSten obermoser1PneumBaseVStwentyOne obermoser1PneumBaseVSzero obermoser4FLUBaselineVSfifteen obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVStwelve obermoser4SalineBaselineVSzero rusch",4,"gosch9 gosch12 obermoser1PneumBaseVSone obermoser1PneumBaseVSseven",0,0,3,12,0,1,0,3,2
6473,"LIPT1",18,"meaburn2 obermoser1PneumBaseVSseven obermoser1PneumBaseVStwentyEight obermoser1PneumBaseVSzero obermoser1SalineBaseVSone obermoser1SalineBaseVSseven obermoser2FLUBaseVSseven obermoser3FLUBaseVSone obermoser3FLUBaseVSpoint5 obermoser3FLUBaseVSseven obermoser3FLUBaseVSten obermoser3FLUBaseVSthree obermoser3FLUBaseVStwentyEight obermoser3FLUBaseVSzero obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSthirtySix rusch larocca",1,"obermoser1PneumBaseVSseven",0,1,0,15,0,1,1,4,1
6476,"HINT3",15,"gosch9 gosch12 obermoser1PneumBaseVSseven obermoser1PneumBaseVStwentyOne obermoser3SalineBaseVSpoint5 obermoser3SalineBaseVSseven obermoser3SalineBaseVStwentyEight obermoser3SalineBaseVSzero obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSthree obermoser4PNEUMBaselineVStwelve rusch",2,"gosch9 obermoser4FLUBaselineVSfifteen",0,0,2,12,0,1,0,3,2
6478,"ZWILCH",9,"obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1SalineBaseVSone obermoser3PNEUMBaseVSseven obermoser4FLUBaselineVSfifteen obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVStwentyFour rusch",1,"obermoser3PNEUMBaseVSseven",0,0,0,8,0,1,0,2,1
6480,"METTL1",9,"gosch12 gosch15 obermoser1PneumBaseVSfourteen obermoser1PneumBaseVStwentyOne obermoser4FLUBaselineVSfifteen obermoser4PNEUMBaselineVSfortyEight obermoser4PNEUMBaselineVSthirtySix obermoser4PNEUMBaselineVStwentyFour obermoser4SalineBaselineVSthree",2,"gosch12 gosch15",0,0,2,7,0,0,0,2,1
6483,"NR1H3",7,"obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwentyFour",0,"",0,0,0,7,0,0,0,1,0
6484,"ANKRD6",14,"obermoser1PneumBaseVStwentyEight obermoser1PneumBaseVStwentyOne obermoser1PneumBaseVSzero obermoser2PNEUMBaseVSZero obermoser3SalineBaseVSone obermoser4PNEUMBaselineVSfortyEight obermoser4PNEUMBaselineVSzero obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve rusch",0,"",0,0,0,13,0,1,0,2,0
6485,"RDH5",2,"obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSthirtySix",0,"",0,0,0,2,0,0,0,1,0
6487,"TMTC3",11,"meaburn2 obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser3FLUBaseVSone obermoser3FLUBaseVSseven obermoser3FLUBaseVSten obermoser3FLUBaseVStwentyEight obermoser3PNEUMBaseVStwentyEight obermoser4FLUBaselineVSthirtySix obermoser4SalineBaselineVStwelve rusch",0,"",0,1,0,9,0,1,0,3,0
6488,"ELOVL6",14,"gosch6 obermoser1FluBaseVSfourteen obermoser1FluBaseVSone obermoser1PneumBaseVSthree obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSthree obermoser4FLUBaselineVStwentyFour obermoser4PNEUMBaselineVSfifteen obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSnine obermoser4SalineBaselineVStwelve rusch",2,"gosch6 obermoser4FLUBaselineVSfifteen",0,0,1,12,0,1,0,3,2
6489,"LMBR1L",13,"gosch6 gosch9 gosch12 gosch15 obermoser3SalineBaseVSseven obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwentyFour obermoser4SalineBaselineVSzero rusch",3,"gosch9 gosch12 obermoser4SalineBaselineVSthree",0,0,4,8,0,1,0,3,2
6490,"CA6",10,"gosch9 gosch12 obermoser1PneumBaseVSthree obermoser1PneumBaseVStwentyOne obermoser4PNEUMBaselineVSfortyEight obermoser4PNEUMBaselineVSzero obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve dusek",1,"gosch12",0,0,2,7,1,0,0,3,1
6491,"ATXN7L3B",18,"meaburn2 gosch6 gosch9 gosch12 gosch18 obermoser1FluBaseVSone obermoser1PneumBaseVSone obermoser1PneumBaseVSten obermoser1SalineBaseVSfourteen obermoser1SalineBaseVSten obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSnine obermoser4PNEUMBaselineVSone.5 obermoser4PNEUMBaselineVSsix obermoser4PNEUMBaselineVStwentyFour obermoser4SalineBaselineVSone.5 dusek",3,"gosch6 gosch9 gosch12",0,1,4,12,1,0,0,4,1
6493,"TFPT",12,"gosch6 gosch9 gosch12 obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1PneumBaseVStwentyOne obermoser1SalineBaseVSfourteen obermoser1SalineBaseVStwentyOne obermoser4FLUBaselineVSsix obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVStwelve obermoser4SalineBaselineVSzero",1,"obermoser1PneumBaseVSseven",0,0,3,9,0,0,0,2,1
6495,"TMEM107",7,"gosch9 obermoser1PneumBaseVSfourteen obermoser1PneumBaseVStwentyOne obermoser1PneumBaseVSzero obermoser1SalineBaseVStwentyOne obermoser4SalineBaselineVStwentyFour rusch",0,"",0,0,1,5,0,1,0,3,0
6496,"SLC31A2",15,"gosch6 gosch9 gosch12 gosch15 gosch18 gosch21 obermoser1PneumBaseVSseven obermoser1SalineBaseVSseven obermoser3FLUBaseVSseven obermoser3PNEUMBaseVSseven obermoser3SalineBaseVSone obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSthree obermoser4SalineBaselineVSsix",5,"gosch6 gosch9 gosch12 gosch15 obermoser1PneumBaseVSseven",0,0,6,9,0,0,0,2,2
6500,"MTIF2",7,"gosch9 gosch12 gosch18 obermoser1PneumBaseVSone obermoser4PNEUMBaselineVSfortyEight obermoser4SalineBaselineVSfortyEight rusch",2,"gosch9 gosch12",0,0,3,3,0,1,0,3,1
6502,"SPON1",10,"gosch6 gosch9 gosch12 obermoser1PneumBaseVSone obermoser1PneumBaseVSzero obermoser3SalineBaseVSten obermoser3SalineBaseVSthree obermoser4PNEUMBaselineVSfifteen obermoser4PNEUMBaselineVSfortyEight obermoser4PNEUMBaselineVStwentyFour",3,"gosch6 gosch9 gosch12",0,0,3,7,0,0,0,2,1
6503,"RCAN3",20,"meaburn1 meaburn2 gosch6 gosch9 gosch12 gosch15 gosch18 obermoser2SalineBaseVSZero obermoser3PNEUMBaseVStwentyEight obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVStwentyFour obermoser4PNEUMBaselineVSfifteen obermoser4PNEUMBaselineVSsix obermoser4PNEUMBaselineVSzero obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVSzero rusch",5,"gosch6 gosch9 gosch12 gosch15 obermoser4SalineBaselineVSthree",0,2,5,12,0,1,0,4,2
6505,"CAMLG",1,"meaburn2",0,"",0,1,0,0,0,0,0,1,0
6506,"KHDRBS1",4,"gosch12 obermoser4PNEUMBaselineVSthirtySix obermoser4PNEUMBaselineVStwelve rusch",1,"gosch12",0,0,1,2,0,1,0,3,1
6507,"OMA1",19,"gosch9 gosch12 gosch15 gosch18 obermoser1PneumBaseVSseven obermoser2PNEUMBaseVSZero obermoser2SalineBaseVSseven obermoser4PNEUMBaselineVSzero obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve obermoser4SalineBaselineVStwentyFour obermoser4SalineBaselineVSzero rusch",3,"gosch9 gosch15 obermoser1PneumBaseVSseven",0,0,4,14,0,1,0,3,2
6509,"MTMR4",5,"obermoser1FluBaseVStwentyEight obermoser1FluBaseVStwentyOne obermoser1SalineBaseVSten obermoser3SalineBaseVSpoint5 obermoser4FLUBaselineVSfifteen",0,"",0,0,0,5,0,0,0,1,0
6510,"ZDHHC9",12,"gosch9 gosch12 gosch15 gosch18 obermoser1PneumBaseVSfourteen obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSzero obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSzero rusch",3,"gosch9 gosch12 obermoser4FLUBaselineVSfifteen",0,0,4,7,0,1,0,3,2
6511,"CSRNP1",14,"gosch9 gosch12 gosch15 obermoser1FluBaseVSone obermoser1PneumBaseVSone obermoser3PNEUMBaseVSzero obermoser3SalineBaseVStwentyEight obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSsix obermoser4FLUBaselineVSzero obermoser4PNEUMBaselineVSzero obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree",1,"gosch9",0,0,3,11,0,0,0,2,1
6512,"PLA2G6",12,"gosch6 gosch9 gosch12 gosch21 obermoser1FluBaseVSfourteen obermoser1FluBaseVSthree obermoser1PneumBaseVSten obermoser1PneumBaseVSthree obermoser3PNEUMBaseVSpoint5 obermoser3SalineBaseVSpoint5 obermoser4SalineBaselineVSfortyEight rusch",1,"gosch12",0,0,4,7,0,1,0,3,1
6513,"SCRIB",13,"obermoser1PneumBaseVSseven obermoser1PneumBaseVSzero obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSzero obermoser4PNEUMBaselineVSsix obermoser4PNEUMBaselineVStwentyFour obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVStwelve obermoser4SalineBaselineVStwentyFour larocca",0,"",0,0,0,12,0,0,1,2,0
6514,"ZNF174",18,"gosch12 obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1PneumBaseVStwentyEight obermoser1PneumBaseVStwentyOne obermoser2FLUBaseVSZero obermoser3SalineBaseVSseven obermoser3SalineBaseVSten obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSsix obermoser4FLUBaselineVSzero obermoser4PNEUMBaselineVSfortyEight obermoser4PNEUMBaselineVSsix obermoser4SalineBaselineVSthirtySix rusch larocca",1,"obermoser1PneumBaseVSseven",0,0,1,15,0,1,1,4,1
6520,"FAAH",6,"gosch18 obermoser1PneumBaseVSfourteen obermoser1PneumBaseVStwentyOne obermoser2SalineBaseVSZero obermoser4FLUBaselineVSnine obermoser4PNEUMBaselineVSfifteen",0,"",0,0,1,5,0,0,0,2,0
6521,"MAP3K8",16,"gosch6 gosch9 gosch12 gosch15 gosch18 obermoser1FluBaseVStwentyEight obermoser1FluBaseVStwentyOne obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1SalineBaseVSseven obermoser3PNEUMBaseVSten obermoser3PNEUMBaseVSzero obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthree rusch",5,"gosch6 gosch9 gosch12 gosch15 obermoser1PneumBaseVSseven",0,0,5,10,0,1,0,3,2
6523,"SFI1",22,"gosch9 gosch12 gosch15 obermoser1PneumBaseVStwentyOne obermoser1SalineBaseVSfourteen obermoser1SalineBaseVSone obermoser1SalineBaseVSseven obermoser1SalineBaseVSten obermoser1SalineBaseVSthree obermoser1SalineBaseVStwentyEight obermoser3FLUBaseVSone obermoser3PNEUMBaseVSseven obermoser3PNEUMBaseVSthree obermoser3PNEUMBaseVStwentyEight obermoser3SalineBaseVSthree obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSsix obermoser4FLUBaselineVSthree obermoser4FLUBaselineVStwelve obermoser4SalineBaselineVSone.5 rusch",4,"gosch9 gosch12 obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVStwelve",0,0,3,18,0,1,0,3,2
6524,"ALG5",10,"meaburn2 gosch12 obermoser1PneumBaseVSseven obermoser3FLUBaseVSseven obermoser3PNEUMBaseVSseven obermoser4FLUBaselineVSsix obermoser4PNEUMBaselineVSfortyEight obermoser4PNEUMBaselineVStwelve obermoser4PNEUMBaselineVStwentyFour obermoser4SalineBaselineVStwentyFour",0,"",0,1,1,8,0,0,0,3,0
